user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count,rating_deviation
TarekElhanafy,1050.0,44.0,51.0,5.0,100.0,45.95
emirchess7,1367.0,47.0,51.0,2.0,100.0,45.21
petergo,2448.0,52.0,41.0,7.0,100.0,45.02
burekmentolov,1470.0,47.0,52.0,1.0,100.0,46.57
Pranjul96,1815.0,37.0,59.0,4.0,100.0,166.74
hanc26,1164.0,47.0,46.0,7.0,100.0,45.34
Morrelo,2351.0,50.0,45.0,5.0,100.0,45.07
jeromeovich,2580.0,40.0,60.0,0.0,15.0,46.26
robychess,2528.0,42.0,47.0,11.0,100.0,45.34
bonaventure23,1398.0,43.0,45.0,12.0,100.0,45.03
Favas123,1202.0,0.0,100.0,0.0,3.0,102.68
Socioaldeano,1074.0,56.0,42.0,1.0,100.0,45.0
zahidenevval,1432.0,40.0,60.0,0.0,100.0,51.75
tashkentka,2115.0,44.0,51.0,5.0,100.0,45.03
mahmoud_abdellatif,1059.0,46.0,48.0,6.0,100.0,45.6
astute1982,2270.0,47.0,52.0,1.0,100.0,45.05
GoodChessPlayer3,2111.0,41.0,49.0,10.0,100.0,45.43
TRafil291,2105.0,44.0,48.0,8.0,100.0,45.28
BiblerKlewin,2498.0,48.0,38.0,14.0,100.0,45.94
Tima1939,753.0,33.0,55.0,11.0,54.0,89.24
ChinmayShibuKumar,1785.0,40.0,44.0,16.0,75.0,61.08
Ioveeelyyy,1672.0,41.0,59.0,0.0,100.0,56.43
Kamikaze0w0,1032.0,44.0,54.0,2.0,100.0,52.38
Ahmedoo542,1400.0,47.0,52.0,1.0,100.0,45.32
Egor_Vladimirovich,2504.0,61.0,36.0,3.0,100.0,45.66
DemonDegroit,1250.0,54.0,45.0,1.0,100.0,45.23
Kjetil_Lie80,2655.0,55.0,31.0,14.0,100.0,45.48
relet,1290.0,42.0,54.0,4.0,100.0,45.23
Jugadordebil,2396.0,40.0,52.0,8.0,100.0,45.12
EljuanGG,1387.0,45.0,50.0,5.0,100.0,46.47
Ahmedebrahim2,1169.0,48.0,50.0,2.0,100.0,45.26
Invitari,1074.0,0.0,0.0,100.0,3.0,91.51
Bardyk01,2686.0,62.0,28.0,10.0,100.0,46.36
royzmanalex,1942.0,41.0,56.0,3.0,100.0,60.09
JayPi4c,1571.0,59.0,37.0,4.0,100.0,118.23
Gibbous64,1888.0,45.0,52.0,3.0,100.0,45.08
larolarolang,2257.0,39.0,55.0,6.0,100.0,45.19
mikhailtal20100,2452.0,40.0,48.0,12.0,100.0,48.01
amigo-sa,2361.0,56.0,36.0,8.0,100.0,45.0
Hpsk,1840.0,46.0,47.0,7.0,100.0,45.01
dactin,722.0,46.0,44.0,10.0,100.0,45.1
renzonx,1018.0,39.0,54.0,7.0,100.0,45.01
Shahed1448,1099.0,49.0,48.0,3.0,100.0,45.01
hamsini1,1012.0,46.0,53.0,0.0,84.0,48.29
bored_billionaire,1482.0,40.0,60.0,0.0,30.0,45.37
blackwood87,1227.0,53.0,43.0,4.0,100.0,45.1
Sedoi-1963,2022.0,48.0,39.0,13.0,100.0,45.12
nigtking,1429.0,51.0,44.0,5.0,100.0,45.0
Vadim1935,2024.0,47.0,53.0,0.0,100.0,45.01
GeorgeSteiner,1919.0,46.0,49.0,5.0,100.0,45.28
ajcortez,1366.0,42.0,56.0,1.0,100.0,54.2
ASHOKSAWNA,1124.0,50.0,50.0,0.0,18.0,45.78
jacobk17,2298.0,52.0,39.0,9.0,100.0,45.04
Karteus,2366.0,46.0,47.0,7.0,100.0,45.04
Jedoneration,1834.0,50.0,45.0,5.0,100.0,58.98
jatin16yo,868.0,41.0,50.0,8.0,36.0,93.08
Sarpeed,1126.0,43.0,54.0,3.0,100.0,45.02
pphani,1455.0,43.0,52.0,5.0,100.0,45.4
dryabchuk,1529.0,73.0,27.0,0.0,100.0,57.57
Gargarrag,1218.0,54.0,43.0,3.0,100.0,45.0
Daskevich,2641.0,56.0,40.0,3.0,100.0,45.25
Arabidopsisthaliana,1381.0,50.0,49.0,1.0,100.0,45.85
beliviski,1842.0,0.0,100.0,0.0,3.0,53.35
Andriy2006,2604.0,60.0,40.0,0.0,15.0,48.22
gefuehlter_FM,2802.0,65.0,27.0,8.0,100.0,46.67
Nemfertritr,938.0,46.0,54.0,0.0,100.0,45.03
aldjlad,1826.0,47.0,49.0,4.0,100.0,45.12
darlinchess,2007.0,70.0,30.0,0.0,30.0,45.42
Adjustor,2146.0,45.0,52.0,3.0,100.0,45.03
kaminskil,1381.0,43.0,56.0,0.0,100.0,45.05
StephenWilly,2628.0,48.0,48.0,4.0,100.0,45.03
YACKAL,2412.0,55.0,43.0,2.0,100.0,45.74
Kawaski,1427.0,33.0,58.0,8.0,36.0,51.03
juliuszaesi,1889.0,51.0,48.0,1.0,100.0,45.04
ethanrachel,1381.0,34.0,63.0,3.0,100.0,45.04
Coman_Nutu,1374.0,43.0,51.0,6.0,100.0,45.8
mepardoc,764.0,0.0,100.0,0.0,6.0,77.96
chess_for_real,2646.0,60.0,31.0,9.0,100.0,45.02
nacho1412,1713.0,36.0,59.0,4.0,66.0,145.85
Koanoz,1222.0,49.0,49.0,2.0,100.0,45.47
StochasticVolatility,2469.0,40.0,51.0,9.0,100.0,45.05
Carlsen13,1340.0,46.0,51.0,3.0,100.0,45.01
Habichuela,2521.0,52.0,39.0,9.0,100.0,45.74
Mustapekka,1560.0,24.0,75.0,1.0,100.0,45.03
RadosCal,2504.0,50.0,40.0,10.0,100.0,45.05
amirhossin1380,1676.0,45.0,54.0,0.0,66.0,45.09
ph74150,1197.0,51.0,46.0,3.0,100.0,45.05
Rommel_Sismo-An_06,2308.0,36.0,54.0,10.0,100.0,45.09
GoblinSS,2176.0,51.0,38.0,11.0,100.0,45.53
Skycrek,2000.0,50.0,44.0,6.0,100.0,45.21
Winquitter,2454.0,45.0,47.0,8.0,100.0,45.0
CalvinKlein,2302.0,52.0,45.0,3.0,100.0,45.99
aaronagp20,2049.0,51.0,47.0,2.0,100.0,45.02
mahyoong,1365.0,42.0,53.0,5.0,100.0,45.0
Ahmedfathi1958,1399.0,0.0,100.0,0.0,3.0,56.21
awsed9986,1186.0,40.0,40.0,20.0,15.0,170.32
Hyuudoro,1942.0,85.0,13.0,2.0,100.0,172.58
Qbomb5,907.0,33.0,54.0,13.0,100.0,45.16
quiendice75,1712.0,53.0,38.0,9.0,100.0,56.38
novak9,1475.0,36.0,63.0,0.0,33.0,45.15
