user_id,blitz_rating,win_rate,lose_rate,draw_rate,game_count,rating_deviation
batman_8,1018.0,48.0,49.0,3.0,100.0,45.11
Kisa322,2476.0,47.0,45.0,8.0,100.0,45.27
DatAndy,1410.0,30.0,69.0,0.0,78.0,46.42
petrovich_gm,2643.0,59.0,34.0,7.0,100.0,45.03
rhb24,1072.0,40.0,52.0,8.0,100.0,45.4
SerHio1963,2567.0,39.0,56.0,5.0,100.0,45.06
Babakjf,1292.0,56.0,42.0,1.0,100.0,45.19
Alexandr19801980,1371.0,42.0,52.0,6.0,100.0,45.0
Heribert231,895.0,37.0,61.0,2.0,100.0,52.11
paneiros,1758.0,40.0,40.0,20.0,15.0,46.58
Starbox2010,2680.0,48.0,34.0,18.0,100.0,45.25
marzouqchowdhury,2350.0,49.0,45.0,6.0,100.0,45.96
Abhinav_Mudgal,1904.0,53.0,46.0,0.0,45.0,65.61
fottur,2630.0,73.0,21.0,4.0,23.0,0.0
hamidebh001,2569.0,55.0,44.0,1.0,100.0,0.0
Vikor0297,1104.0,52.0,43.0,5.0,100.0,45.04
Delfo2020,1800.0,53.0,44.0,3.0,100.0,87.4
Abbaz12,2256.0,48.0,47.0,5.0,100.0,45.06
ady53,1920.0,53.0,44.0,3.0,100.0,65.18
Min02,847.0,36.0,59.0,5.0,100.0,45.13
callofdeath,2429.0,63.0,30.0,7.0,100.0,45.73
iamking123,2201.0,50.0,50.0,0.0,42.0,45.18
mihhak,1906.0,50.0,49.0,1.0,100.0,63.17
USD60000,849.0,56.0,40.0,3.0,100.0,45.4
dobremoj,1940.0,53.0,40.0,7.0,100.0,45.02
ZhohoFF,2661.0,36.0,51.0,13.0,100.0,45.1
Denona23,1939.0,39.0,54.0,7.0,100.0,45.79
Nikolay2811,1142.0,56.0,39.0,4.0,69.0,112.35
Ferpiana2,2013.0,50.0,45.0,5.0,100.0,45.0
MiyamotoMusashi-CAJA,2256.0,56.0,40.0,4.0,100.0,45.77
Ernest0-0,564.0,18.0,77.0,3.0,81.0,93.53
Arkhipenko_Daniil,2396.0,34.0,56.0,9.0,100.0,45.0
KOTbKA,2535.0,42.0,50.0,8.0,100.0,46.73
MrSOK,2653.0,28.0,63.0,9.0,100.0,45.0
stormbinger7007,1159.0,46.0,54.0,0.0,100.0,45.01
maxxie225,947.0,49.0,46.0,5.0,100.0,45.14
Attila76,2587.0,51.0,45.0,4.0,100.0,45.43
Zinner_Override,2625.0,46.0,47.0,7.0,100.0,45.19
aaryan_varshney,2594.0,46.0,23.0,31.0,100.0,45.2
AnnelizzeRademacher,1179.0,50.0,48.0,2.0,100.0,45.02
seitroppoforte,1424.0,42.0,53.0,5.0,100.0,45.03
papaocah,1350.0,41.0,54.0,5.0,100.0,50.28
damau6,1415.0,37.0,53.0,10.0,100.0,45.0
staufenberger,1006.0,0.0,60.0,40.0,15.0,56.56
midhat59,2174.0,46.0,43.0,11.0,100.0,45.0
hotelero,2283.0,51.0,46.0,3.0,100.0,45.13
Tamrik2,2305.0,49.0,40.0,11.0,100.0,45.04
okCool123,1917.0,91.0,6.0,3.0,100.0,97.17
adharma,1446.0,50.0,48.0,2.0,100.0,45.0
AitbekM,1050.0,43.0,55.0,2.0,100.0,64.67
Sawka322,2180.0,43.0,56.0,1.0,100.0,45.29
ProsperSM,1668.0,50.0,50.0,0.0,42.0,69.17
civeron,1498.0,43.0,52.0,5.0,100.0,45.06
ovi737,1165.0,50.0,47.0,3.0,100.0,45.16
Cranmobbed,2462.0,52.0,44.0,4.0,100.0,45.0
SugarMagnolia,2470.0,56.0,31.0,13.0,100.0,45.0
shabaudda,2033.0,50.0,46.0,3.0,90.0,147.52
k-mikey,2321.0,35.0,64.0,0.0,42.0,59.29
texi2,2069.0,47.0,47.0,6.0,100.0,45.09
fathy2004,1324.0,11.0,88.0,0.0,27.0,94.09
Puss_X7,2184.0,38.0,55.0,7.0,100.0,52.58
yxatuko,2393.0,41.0,51.0,8.0,100.0,47.75
hibiscus1360,1536.0,0.0,100.0,0.0,3.0,213.95
Gville,1188.0,53.0,44.0,3.0,100.0,45.02
assassineclipse,1413.0,42.0,50.0,7.0,42.0,74.18
dudafanboy,2257.0,42.0,55.0,3.0,100.0,45.06
JoshHolz,1842.0,64.0,32.0,4.0,100.0,209.63
lestri,2618.0,64.0,30.0,6.0,100.0,45.01
S1ptex,955.0,10.0,90.0,0.0,30.0,47.78
spencerguwop,1130.0,56.0,43.0,0.0,69.0,73.82
ZtracenyPripad,1665.0,53.0,43.0,4.0,100.0,99.83
Lep_Cantillas,1367.0,57.0,40.0,2.0,100.0,46.04
xn1lem3x2024,2307.0,34.0,52.0,14.0,100.0,50.06
ALEXT111,1364.0,44.0,50.0,6.0,100.0,45.41
yolier,855.0,42.0,54.0,4.0,100.0,52.12
kafulakanchi,1274.0,44.0,51.0,5.0,100.0,45.86
Sergey_TR2022,2471.0,55.0,37.0,8.0,100.0,45.52
PrisonBreak_Michael,2382.0,59.0,32.0,9.0,100.0,45.71
jieltmcommeta,2569.0,42.0,48.0,10.0,100.0,45.48
Chu-do,2552.0,38.0,46.0,16.0,100.0,45.11
RustyBuoy,1399.0,46.0,51.0,3.0,100.0,45.29
davmaham,2075.0,44.0,46.0,10.0,100.0,45.24
dtjr63,1099.0,44.0,56.0,0.0,100.0,50.46
Sparta75,2579.0,66.0,19.0,15.0,100.0,45.29
Gregchessness,1147.0,30.0,69.0,0.0,26.0,79.18
noahschn,1270.0,51.0,43.0,6.0,100.0,45.16
Gregory_Tonian,1381.0,49.0,49.0,2.0,100.0,45.03
j12segal,1920.0,51.0,39.0,10.0,100.0,45.08
Engo_Genco,993.0,48.0,52.0,0.0,100.0,45.62
fenixM,1986.0,51.0,44.0,5.0,100.0,173.02
Mulan_GT,1255.0,43.0,52.0,5.0,100.0,45.16
howmuchisthefish2025,2356.0,55.0,36.0,9.0,100.0,45.49
TheChessPrince,2434.0,48.0,45.0,7.0,100.0,45.18
viraatchess2009,1453.0,44.0,44.0,11.0,27.0,77.81
Corre_por_tu_vida,2671.0,34.0,59.0,7.0,100.0,45.1
legbreakgoogly,2238.0,49.0,44.0,7.0,100.0,45.02
Tchoupiiii,2374.0,44.0,53.0,3.0,100.0,45.0
agus_sbg99,1973.0,45.0,49.0,6.0,100.0,48.97
alyurm,1539.0,40.0,56.0,3.0,100.0,46.17
vestalia5,764.0,37.0,56.0,6.0,100.0,45.53
HIMARS_M142,2393.0,56.0,40.0,3.0,100.0,46.37
FredrikStrand,1674.0,51.0,47.0,2.0,100.0,45.16
ImpressiveTheory,2207.0,50.0,42.0,8.0,100.0,45.08
Ikki68,2050.0,44.0,43.0,13.0,100.0,45.34
Mikhail_Peres,1817.0,74.0,24.0,2.0,100.0,49.56
kingkongkang5,954.0,0.0,100.0,0.0,6.0,61.71
enitpenima,2168.0,48.0,45.0,7.0,100.0,45.05
alienvspredator,1190.0,30.0,67.0,3.0,100.0,45.11
boyjay,1018.0,52.0,41.0,7.0,100.0,46.31
baturiko,1362.0,50.0,50.0,0.0,24.0,91.17
Gigito26,524.0,44.0,54.0,2.0,100.0,48.15
Mightyms,2461.0,53.0,39.0,8.0,100.0,45.04
mina7177,998.0,25.0,75.0,0.0,12.0,69.29
Pirschei,1464.0,42.0,48.0,10.0,100.0,45.02
Loklokley,1637.0,14.0,80.0,6.0,100.0,164.34
OrujoFlojete,2476.0,50.0,42.0,8.0,100.0,45.17
UncleGary63,1095.0,43.0,54.0,3.0,100.0,85.39
kiraa28,1264.0,45.0,55.0,0.0,100.0,46.77
filfern,1664.0,55.0,43.0,2.0,100.0,45.05
rmeysaa,556.0,37.0,59.0,4.0,100.0,45.06
KlubMate,1650.0,50.0,50.0,0.0,100.0,61.67
Andrew_AK,1400.0,49.0,47.0,4.0,100.0,45.2
tromi,1260.0,48.0,49.0,3.0,100.0,45.06
Javicho619,1804.0,44.0,46.0,10.0,100.0,45.0
carmona1956,1814.0,40.0,57.0,2.0,100.0,149.2
Derbeian,2363.0,53.0,41.0,6.0,100.0,45.21
gemmita22,642.0,15.0,80.0,3.0,26.0,73.88
andryzhun,1375.0,53.0,46.0,1.0,100.0,45.03
TusharBachchan,905.0,50.0,50.0,0.0,18.0,101.74
sgen,1717.0,50.0,50.0,0.0,12.0,128.8
abasrazani,1440.0,42.0,54.0,4.0,100.0,45.02
OlegSokolov67,1395.0,55.0,43.0,2.0,100.0,45.02
Dfsfsadsadsdas,995.0,20.0,60.0,20.0,15.0,49.3
Dugin_Sergey,2388.0,53.0,43.0,4.0,100.0,45.13
ivanraguz97,1928.0,43.0,53.0,4.0,100.0,45.11
Tarek-Shaban,1456.0,39.0,57.0,3.0,100.0,45.06
Rezak666,1802.0,47.0,38.0,15.0,100.0,52.43
MySnakeDoc,2178.0,85.0,14.0,1.0,100.0,45.04
deniskhevrolin,1374.0,56.0,43.0,0.0,100.0,45.92
abdotammam,1358.0,43.0,56.0,1.0,100.0,45.21
Pavlzerg,1279.0,48.0,51.0,1.0,100.0,45.23
babirom77,1016.0,42.0,57.0,0.0,100.0,45.15
akiba66,2022.0,46.0,49.0,5.0,100.0,45.02
edoardo920,1918.0,56.0,37.0,7.0,100.0,45.08
Papolabestia123,2635.0,53.0,36.0,11.0,100.0,47.11
Iwantogotoswizerland,2486.0,30.0,69.0,0.0,39.0,45.0
RikhilEmmanuel2019,1879.0,41.0,56.0,2.0,100.0,46.7
WorldChessMaster24,2588.0,62.0,28.0,9.0,100.0,0.0
j2dindia,2350.0,0.0,100.0,0.0,3.0,0.0
sindy_24,2037.0,60.0,37.0,3.0,100.0,45.0
MCSE69,2503.0,51.0,41.0,8.0,100.0,50.11
das99,1442.0,50.0,48.0,2.0,100.0,46.1
Inspiregod,1274.0,46.0,54.0,0.0,100.0,46.08
Pakkasukko,1877.0,45.0,50.0,5.0,100.0,45.0
Arkadiy200000,2709.0,64.0,32.0,4.0,100.0,45.06
ODRA-3RBI,836.0,41.0,56.0,2.0,41.0,61.89
Hamid_e,1097.0,43.0,55.0,2.0,100.0,45.01
Zhongguo_Haijun,2230.0,65.0,34.0,0.0,87.0,52.95
stregobauer,1475.0,49.0,46.0,5.0,100.0,45.17
LucaChess97,1358.0,46.0,52.0,2.0,100.0,48.6
yasinates3424,1245.0,59.0,34.0,6.0,96.0,46.5
nainameloc,967.0,48.0,50.0,2.0,100.0,45.45
HailToTheThief1,1984.0,0.0,100.0,0.0,3.0,243.55
Prochesskaan,593.0,37.0,59.0,4.0,100.0,53.96
Inky78,1139.0,42.0,54.0,4.0,100.0,45.01
anton_roienko,1731.0,45.0,51.0,4.0,100.0,45.11
Vaibhav26104,1405.0,50.0,45.0,5.0,100.0,46.29
otakkanan,965.0,43.0,52.0,5.0,100.0,45.02
thea-22,776.0,48.0,52.0,0.0,100.0,47.58
ULtRaCHeSsBlaDer2011,2061.0,39.0,50.0,10.0,84.0,45.1
OekoBauer,1960.0,44.0,50.0,6.0,100.0,45.04
vizumatv4hoda,2609.0,64.0,18.0,18.0,100.0,45.83
Keyra_la_unica,1962.0,51.0,41.0,8.0,100.0,45.13
Fthgk,1387.0,47.0,52.0,1.0,100.0,45.15
Kama_17,1964.0,40.0,54.0,6.0,100.0,80.2
Michalson532,1407.0,51.0,37.0,10.0,29.0,88.12
nader48,1406.0,40.0,56.0,4.0,100.0,45.4
TTandT,1330.0,32.0,57.0,10.0,100.0,45.03
arjunraman,2270.0,60.0,40.0,0.0,15.0,66.97
veguetadbs11,2366.0,46.0,46.0,8.0,100.0,45.0
firezice,925.0,54.0,44.0,2.0,100.0,45.33
pro250399,636.0,21.0,76.0,2.0,46.0,56.96
SreekantaDas,1221.0,54.0,45.0,1.0,100.0,45.65
wthimerht,1610.0,42.0,55.0,3.0,100.0,45.08
weak3333,869.0,61.0,36.0,3.0,100.0,45.28
karokan7755,2447.0,48.0,48.0,4.0,100.0,45.06
The_Bodyguard,1899.0,43.0,54.0,3.0,100.0,45.01
Anmaster,1375.0,53.0,45.0,2.0,100.0,45.47
ishaankrishnaccs,737.0,100.0,0.0,0.0,3.0,220.91
adcolat,1218.0,61.0,31.0,8.0,100.0,295.58
Ludovk,1468.0,42.0,46.0,12.0,100.0,45.0
HistoryTry,1225.0,0.0,100.0,0.0,3.0,166.54
musadlane,2598.0,54.0,42.0,4.0,100.0,45.01
Alon7429,2788.0,57.0,32.0,10.0,100.0,50.41
maksym_makarychev,1301.0,51.0,44.0,5.0,100.0,46.32
fredy_mar_aqp,1392.0,47.0,51.0,2.0,100.0,45.54
slave_of_the_chess,1342.0,49.0,47.0,4.0,100.0,48.4
aki63,1370.0,49.0,49.0,2.0,100.0,45.02
DrMSAS,2454.0,49.0,41.0,10.0,100.0,45.09
Blessings03,1234.0,47.0,52.0,1.0,100.0,46.19
JaredFrance,1369.0,55.0,44.0,0.0,54.0,47.16
Alex19821986,945.0,47.0,47.0,6.0,100.0,45.05
soylusahra52,1020.0,0.0,100.0,0.0,3.0,193.34
voronk,1678.0,44.0,54.0,2.0,100.0,126.98
raphaelk1,1819.0,38.0,49.0,13.0,100.0,161.04
Marsicanac,2137.0,41.0,48.0,11.0,100.0,46.46
Ertsd,1358.0,55.0,44.0,1.0,100.0,45.6
IgnacioFS00,1469.0,100.0,0.0,0.0,6.0,68.22
Chestolo,718.0,36.0,57.0,6.0,100.0,49.64
Ompa_puk,1525.0,57.0,41.0,1.0,100.0,64.63
albertogs,2399.0,55.0,41.0,4.0,100.0,45.01
Dondoctor,2370.0,33.0,41.0,25.0,36.0,45.06
Elieso94,809.0,50.0,48.0,2.0,100.0,45.01
Grukjr,2626.0,52.0,40.0,8.0,100.0,46.95
hetwehewrhtweht,1500.0,55.0,44.0,1.0,100.0,46.81
rdinc,1698.0,53.0,42.0,5.0,100.0,45.52
youssef334,1027.0,50.0,50.0,0.0,6.0,47.5
SeaHorseDad,1220.0,40.0,52.0,8.0,100.0,73.17
vIbHu11,2456.0,48.0,41.0,10.0,87.0,62.58
jkaRUSSIA,2541.0,56.0,33.0,11.0,100.0,45.3
novi4ek1903,1124.0,51.0,46.0,3.0,100.0,45.1
fast-tsunami,2429.0,46.0,53.0,0.0,45.0,45.46
olegan32,1985.0,44.0,51.0,5.0,100.0,45.1
FerrariJr,1014.0,45.0,52.0,3.0,100.0,45.68
Grozzzlybear,2297.0,46.0,44.0,10.0,100.0,45.0
Skakthor,2459.0,56.0,39.0,5.0,100.0,48.11
KopysovV,1932.0,52.0,44.0,4.0,100.0,45.1
Hvitrev,1257.0,34.0,62.0,3.0,96.0,47.69
royinin,585.0,32.0,62.0,6.0,100.0,52.11
Frostwrath,2373.0,51.0,45.0,4.0,100.0,45.14
Despair_Captain,2625.0,53.0,38.0,9.0,100.0,45.39
GK1963,2766.0,49.0,35.0,16.0,100.0,45.01
Milliyetci87,993.0,43.0,45.0,12.0,100.0,45.01
nevergettingtitle,1992.0,40.0,60.0,0.0,15.0,118.57
fischer1992reborn,2295.0,57.0,37.0,5.0,100.0,46.51
Lissali,1875.0,54.0,36.0,9.0,99.0,126.81
Vatnos,2316.0,47.0,52.0,1.0,100.0,45.22
NzTterSchit,2300.0,50.0,44.0,6.0,100.0,45.76
naive_knight,1192.0,51.0,48.0,1.0,100.0,45.32
bazar-wokzal,2512.0,63.0,28.0,9.0,100.0,45.81
Punnnnisher,846.0,75.0,25.0,0.0,12.0,99.41
Emeriithus,2218.0,44.0,46.0,10.0,100.0,45.04
Cavalfab,1457.0,44.0,52.0,4.0,100.0,45.02
AlejandroPinglo,1502.0,41.0,55.0,4.0,100.0,45.29
VardanSrivastava,2005.0,65.0,33.0,2.0,100.0,47.26
rapid_chalanger,2312.0,66.0,28.0,6.0,100.0,45.11
Santi-LaPlata,1463.0,56.0,42.0,1.0,100.0,45.02
LifeOfRyan,2410.0,58.0,41.0,0.0,51.0,45.08
gallofa00,1636.0,31.0,65.0,4.0,100.0,157.53
hsay2020,1438.0,44.0,52.0,4.0,100.0,45.03
Doqangunes,1416.0,50.0,45.0,5.0,100.0,45.27
xxMichalxx,1035.0,48.0,52.0,0.0,100.0,45.03
fatosalpslan,1367.0,54.0,41.0,5.0,100.0,45.23
lime_ee,1154.0,48.0,48.0,4.0,100.0,49.67
Nebonik,2451.0,30.0,64.0,6.0,100.0,45.0
Scuffia,1327.0,45.0,50.0,5.0,100.0,45.65
MDR27,2100.0,43.0,50.0,7.0,100.0,45.2
vfrcbv1234509,2187.0,48.0,38.0,14.0,100.0,48.8
Relaxela,1260.0,45.0,48.0,7.0,100.0,63.31
GoingDownSouth,1962.0,50.0,47.0,3.0,100.0,45.0
Darknessbottle,1510.0,47.0,40.0,13.0,100.0,45.17
kelikeliii,1030.0,0.0,100.0,0.0,3.0,194.33
MonkeyLonky,2064.0,54.0,42.0,4.0,100.0,45.62
daddystrength,2405.0,49.0,45.0,6.0,100.0,45.93
Galatians2verse20,2337.0,50.0,43.0,6.0,96.0,45.32
Tuvshin75,1411.0,49.0,46.0,5.0,100.0,45.04
sasha_frolov,2141.0,54.0,44.0,2.0,100.0,45.05
Javprisone598,2300.0,100.0,0.0,0.0,3.0,54.92
Hurricaneforce,2578.0,28.0,66.0,6.0,100.0,45.26
tonycount,1754.0,37.0,59.0,4.0,100.0,83.55
changmin1456,1500.0,0.0,100.0,0.0,1.0,288.51
Rex65788,2422.0,49.0,41.0,10.0,100.0,45.48
jokern56,2225.0,55.0,39.0,6.0,100.0,45.07
HomeAp,2543.0,39.0,44.0,17.0,100.0,46.83
urbion,1961.0,51.0,46.0,3.0,100.0,145.73
nicolus,1544.0,75.0,25.0,0.0,12.0,45.26
MAKCIM2016,750.0,36.0,54.0,9.0,33.0,99.98
JonRidout,1777.0,70.0,25.0,5.0,100.0,150.91
chess4ever1410,2473.0,56.0,40.0,4.0,100.0,45.56
ruben9503,1358.0,44.0,54.0,2.0,100.0,45.87
Bjorn2468,1128.0,35.0,57.0,7.0,84.0,45.55
planic13,2205.0,45.0,48.0,7.0,100.0,45.03
Litseralex,1973.0,44.0,51.0,5.0,100.0,110.4
lary77,2019.0,47.0,46.0,7.0,100.0,45.01
doberman_333,2581.0,66.0,26.0,8.0,100.0,45.15
cRsregeLt,922.0,55.0,43.0,2.0,100.0,47.36
vovauroio,2451.0,54.0,38.0,8.0,100.0,45.28
Stephen8386,1094.0,44.0,54.0,2.0,100.0,45.0
Juribiver,1454.0,45.0,49.0,6.0,100.0,46.9
yf95,2068.0,68.0,31.0,0.0,57.0,46.25
lavictoriavenezuela,2454.0,48.0,37.0,15.0,100.0,45.25
Conrad_123,1709.0,48.0,50.0,2.0,100.0,45.36
aldgate,2314.0,49.0,46.0,5.0,100.0,45.01
soultravel,1807.0,41.0,56.0,2.0,100.0,114.99
OffCore,1296.0,41.0,51.0,8.0,100.0,45.36
Menald,1150.0,45.0,50.0,5.0,100.0,45.12
OlmosG,1836.0,54.0,40.0,6.0,100.0,45.62
Acctus,1355.0,42.0,55.0,3.0,100.0,50.34
Senilonori,1053.0,56.0,43.0,1.0,100.0,45.03
nika_HB,1456.0,10.0,90.0,0.0,30.0,59.4
moncef-1978,1374.0,50.0,46.0,4.0,100.0,45.0
IsmaJS,1004.0,40.0,57.0,2.0,100.0,45.0
Taladan,2475.0,44.0,51.0,5.0,100.0,45.47
IamHocks,1803.0,59.0,37.0,4.0,100.0,137.8
partho751,1687.0,45.0,47.0,8.0,100.0,45.16
Prosvirnov_Sergei,2451.0,33.0,52.0,15.0,100.0,45.34
Pampen,2445.0,52.0,35.0,13.0,100.0,45.03
noe123456789,1431.0,45.0,52.0,3.0,100.0,45.4
Gertrude_Weichsel,2610.0,47.0,44.0,9.0,100.0,45.25
Ferrari011,2531.0,33.0,63.0,4.0,100.0,47.59
jasithchess2021,1482.0,47.0,48.0,5.0,100.0,45.27
Brocardotorres,1932.0,44.0,52.0,4.0,100.0,45.08
Al_Ivanov1987,2007.0,48.0,49.0,3.0,100.0,45.42
MRAshishKulkarni16,1267.0,47.0,44.0,9.0,100.0,45.13
aimeesuzy,411.0,55.0,43.0,2.0,100.0,45.22
Zalim007,1874.0,56.0,37.0,6.0,100.0,45.01
not_a_fish,1075.0,53.0,45.0,1.0,64.0,55.32
Ranjan_Rohit,1506.0,42.0,53.0,5.0,100.0,48.07
decotunisia,1836.0,51.0,46.0,3.0,100.0,45.1
MVM7,1302.0,32.0,67.0,1.0,100.0,45.05
Bbpro1979,2053.0,56.0,39.0,5.0,100.0,45.07
Lamelle2021,1881.0,52.0,48.0,0.0,100.0,46.52
Ali_sol,1983.0,45.0,42.0,13.0,100.0,45.11
janjipaese,1378.0,52.0,46.0,2.0,100.0,45.06
Rudrachess08,1890.0,53.0,46.0,0.0,13.0,168.11
Luthorien,1669.0,78.0,21.0,1.0,100.0,132.41
blitzermat,1896.0,41.0,50.0,9.0,100.0,50.69
The_main_event003,2744.0,75.0,18.0,7.0,100.0,45.74
sherif8888,1138.0,53.0,43.0,4.0,100.0,45.1
Lehmimann,1488.0,48.0,49.0,3.0,100.0,45.01
Geydarov,2237.0,73.0,21.0,6.0,100.0,45.0
gameoftage,2411.0,37.0,55.0,8.0,100.0,45.12
GeNer4tion_KiLL,2775.0,47.0,42.0,9.0,63.0,46.45
Raff0ne,1115.0,42.0,56.0,1.0,100.0,45.05
Slushzz,2113.0,52.0,42.0,6.0,100.0,45.16
slar66,1866.0,47.0,46.0,7.0,100.0,45.25
PockeTiger,1025.0,30.0,66.0,2.0,71.0,0.0
redwingschess,2232.0,44.0,48.0,8.0,100.0,0.0
Tabook,1906.0,59.0,37.0,4.0,100.0,45.0
baa61,1217.0,28.0,65.0,6.0,100.0,45.0
MateoRB2015,1860.0,55.0,36.0,9.0,100.0,78.54
aTeeKSH,1936.0,46.0,50.0,3.0,90.0,62.68
Chesspattern_on_IG,2527.0,41.0,50.0,9.0,100.0,53.73
Leviathan64,2643.0,47.0,39.0,14.0,100.0,46.24
zhtemr,1374.0,28.0,67.0,5.0,100.0,45.0
Spidertor,1117.0,28.0,70.0,2.0,100.0,0.0
SorceressFern3,2166.0,47.0,43.0,10.0,100.0,0.0
Oldern,1528.0,44.0,50.0,6.0,100.0,45.32
FoxyFace,2354.0,35.0,56.0,8.0,100.0,45.09
rootEnginear,1193.0,52.0,47.0,1.0,100.0,45.33
Al021287,1415.0,52.0,44.0,4.0,100.0,45.05
SKVO3N9IK,994.0,48.0,43.0,9.0,100.0,45.18
osmankoka,2284.0,60.0,40.0,0.0,15.0,45.41
Unmillondejaques,2544.0,78.0,12.0,10.0,100.0,58.16
ISensoI,1092.0,25.0,66.0,8.0,36.0,174.42
NastyGunz,970.0,60.0,40.0,0.0,30.0,47.0
waffles_06,2380.0,42.0,54.0,4.0,100.0,45.03
PAKETOV99,1173.0,47.0,49.0,4.0,100.0,47.78
aruina2,2456.0,55.0,37.0,8.0,100.0,45.17
Sergundzja,1529.0,46.0,46.0,8.0,100.0,45.04
HasanKastraveci,2407.0,56.0,37.0,6.0,100.0,45.01
vad0112,1112.0,74.0,22.0,3.0,93.0,45.06
ismailykp,1272.0,44.0,54.0,2.0,100.0,45.01
ArcherSagi84,1458.0,25.0,50.0,25.0,12.0,69.56
Ralu73,1878.0,57.0,38.0,4.0,100.0,45.26
KingSlayer1080,2345.0,36.0,59.0,5.0,100.0,45.93
Tscheschler,2180.0,46.0,50.0,4.0,100.0,45.14
Sonata6,1409.0,47.0,49.0,4.0,100.0,45.11
AKalavera,925.0,47.0,53.0,0.0,100.0,45.67
Mr2weak2slow,2491.0,32.0,60.0,8.0,100.0,73.76
Nakoigrac,2220.0,52.0,42.0,6.0,100.0,45.11
Menefrath,2038.0,48.0,48.0,4.0,100.0,45.29
adskoe_terpenie,2248.0,53.0,43.0,4.0,100.0,45.93
KVANT-17,1825.0,59.0,40.0,1.0,100.0,75.66
maxjr0,1501.0,50.0,50.0,0.0,100.0,45.02
vga79,2303.0,49.0,43.0,8.0,100.0,45.01
Alepcastle,1376.0,43.0,56.0,0.0,100.0,45.0
fairplay1987,2461.0,50.0,46.0,4.0,100.0,45.05
lovedh,2019.0,100.0,0.0,0.0,3.0,164.52
Alazharyhero,1408.0,51.0,44.0,5.0,100.0,45.07
jess28260516,1671.0,48.0,49.0,3.0,100.0,45.53
michaelford,1884.0,76.0,17.0,7.0,100.0,185.54
damithk,2452.0,59.0,36.0,5.0,100.0,45.01
Karmann58,826.0,0.0,100.0,0.0,3.0,149.73
sekvr88,2184.0,56.0,37.0,6.0,48.0,62.05
sibo23,1843.0,50.0,44.0,6.0,100.0,47.13
Meddard,2168.0,43.0,46.0,11.0,100.0,45.23
mared2,2341.0,49.0,42.0,9.0,100.0,45.05
DSCostel,1845.0,71.0,28.0,0.0,100.0,74.34
ibrahimakarr,1325.0,48.0,47.0,5.0,100.0,45.61
duongnhi79b,2422.0,55.0,38.0,7.0,100.0,45.11
AlfonsoMont,1604.0,34.0,63.0,3.0,100.0,156.78
LIMBA_AM,1046.0,18.0,80.0,2.0,100.0,46.12
EducatedGator,1222.0,75.0,25.0,0.0,12.0,86.01
rystem_87,1402.0,48.0,50.0,2.0,100.0,45.12
N_G2001,1109.0,55.0,41.0,4.0,100.0,45.07
reza678,2275.0,51.0,48.0,1.0,100.0,45.05
NotComplicated,2092.0,53.0,45.0,2.0,100.0,45.1
cuantum_1,1898.0,60.0,35.0,5.0,100.0,65.61
rain2000,2421.0,60.0,35.0,5.0,100.0,45.02
Likhith_gs,1196.0,50.0,50.0,0.0,6.0,49.14
Novik89,2389.0,49.0,40.0,11.0,100.0,46.03
Paptya,614.0,45.0,51.0,4.0,100.0,45.15
mdqmichael,984.0,51.0,43.0,6.0,100.0,45.0
popgergesramzy,2176.0,47.0,50.0,3.0,100.0,45.22
mkeh,1855.0,43.0,54.0,3.0,100.0,45.62
sljwe111,1367.0,40.0,56.0,3.0,100.0,45.0
viniciustrindade,1205.0,50.0,50.0,0.0,6.0,125.76
Christoporus_N,1215.0,28.0,71.0,0.0,21.0,161.83
Dad7261,1052.0,49.0,45.0,6.0,100.0,45.44
Infinite-Diversity,1425.0,43.0,55.0,2.0,100.0,45.81
WaZOwski22,744.0,45.0,54.0,1.0,100.0,45.36
behrad98,2441.0,43.0,55.0,2.0,100.0,45.38
Fluke180,2435.0,61.0,27.0,12.0,100.0,45.01
Kiaan_007,892.0,43.0,52.0,5.0,100.0,45.15
tvit75,1472.0,39.0,56.0,5.0,100.0,45.03
mattoallaterza,1854.0,26.0,66.0,8.0,100.0,45.12
bazanova,1151.0,48.0,48.0,4.0,100.0,45.02
DanGlz,1800.0,39.0,53.0,8.0,100.0,113.49
alireza_1399,1166.0,35.0,60.0,5.0,100.0,46.35
Addybotty,1613.0,21.0,71.0,7.0,84.0,51.4
Nick210377,2537.0,42.0,53.0,5.0,100.0,45.46
Hunterrun,2416.0,51.0,42.0,7.0,100.0,45.06
subhub,1868.0,44.0,50.0,6.0,100.0,56.71
ralebaner,2463.0,62.0,35.0,3.0,100.0,49.75
Eric-SK-Schwandorf,2327.0,39.0,46.0,15.0,100.0,47.19
Rubik87,2307.0,51.0,41.0,8.0,100.0,45.35
ItsNoodleNotPasta,1502.0,53.0,38.0,7.0,39.0,51.52
McScrodski,1500.0,0.0,100.0,0.0,3.0,500.0
rxdxvdl,912.0,37.0,59.0,3.0,81.0,96.83
emersoncito,1347.0,46.0,51.0,3.0,100.0,45.38
AlexFive,1310.0,51.0,44.0,5.0,100.0,45.34
Behmen_Abdulov,1174.0,35.0,60.0,5.0,60.0,45.52
TonyCheese,1146.0,38.0,51.0,11.0,100.0,48.05
eilonreshef,1838.0,45.0,46.0,9.0,100.0,45.01
landy887,2590.0,45.0,49.0,6.0,100.0,45.17
Anesov_Vyacheslav,1909.0,54.0,39.0,7.0,100.0,45.06
