user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,blitz_rating
elen4ka,51.0,47.0,2.0,100.0,1127.0
Fafusha,33.0,66.0,0.0,63.0,1418.0
hen240,50.0,44.0,6.0,100.0,2066.0
Omer606,55.0,43.0,2.0,100.0,1433.0
gloriafm,48.0,43.0,9.0,100.0,2448.0
toph1701,47.0,46.0,7.0,100.0,1770.0
gifoni,51.0,46.0,3.0,100.0,2049.0
seifelkanishy,47.0,51.0,2.0,100.0,1435.0
NearRiver2016,42.0,42.0,14.0,42.0,1081.0
Nicole_Miller,50.0,50.0,0.0,18.0,1856.0
EdwinMaturan,50.0,45.0,5.0,100.0,1497.0
Rustic01,42.0,47.0,10.0,57.0,1795.0
Mapleking,54.0,46.0,0.0,100.0,1654.0
sokolnikovjura,45.0,53.0,2.0,100.0,1435.0
DolphinCode33,47.0,50.0,3.0,100.0,1620.0
OUTAMED,28.0,67.0,4.0,100.0,1541.0
Izaganirealvelasco00,33.0,65.0,2.0,100.0,1319.0
Arijit_2002,42.0,56.0,2.0,100.0,1414.0
Akdeniz_960,33.0,66.0,0.0,9.0,1929.0
FCPorto30,55.0,41.0,4.0,100.0,1325.0
damir_valiullin,54.0,37.0,9.0,100.0,779.0
Tullernimus,27.0,72.0,0.0,11.0,1142.0
scott2010,52.0,44.0,4.0,100.0,1835.0
KAWAO,36.0,64.0,0.0,100.0,1701.0
TheCamelCrusher,45.0,53.0,2.0,100.0,1565.0
Horrorsalat161,46.0,52.0,2.0,100.0,1161.0
ardi789,48.0,49.0,3.0,100.0,1681.0
Tompetit,51.0,42.0,7.0,100.0,1047.0
di-mka,44.0,50.0,6.0,100.0,778.0
Atsnomitra,27.0,36.0,36.0,33.0,1916.0
simoninthelakes,48.0,51.0,1.0,100.0,1578.0
Yakupovecc,42.0,52.0,4.0,63.0,1529.0
MuhammadWildan2012,18.0,54.0,27.0,33.0,1612.0
jopbeit,42.0,53.0,5.0,100.0,1774.0
Anant_Agarwal26-11,20.0,80.0,0.0,5.0,920.0
Sampras79,53.0,38.0,9.0,100.0,920.0
DedaVovaCapog,42.0,47.0,11.0,100.0,2002.0
Andrea1972,46.0,52.0,2.0,100.0,1600.0
royalgambas,100.0,0.0,0.0,15.0,1416.0
playcat7,51.0,41.0,8.0,100.0,1822.0
ENIOELGENIO,46.0,53.0,1.0,100.0,1344.0
ZhyarKazim,46.0,50.0,4.0,100.0,1835.0
sahuljica1,57.0,14.0,28.0,21.0,1871.0
Valeria_Leolko,45.0,46.0,9.0,100.0,1906.0
mariosavethequeen,49.0,48.0,3.0,100.0,1538.0
Rythen,47.0,40.0,13.0,100.0,1926.0
O1num4n0,50.0,48.0,2.0,100.0,1244.0
joker88888888,50.0,43.0,7.0,100.0,2058.0
AmitKuBehera,57.0,42.0,0.0,21.0,978.0
Kevin_Veron,48.0,51.0,1.0,100.0,811.0
wowqqqa,44.0,54.0,2.0,100.0,1316.0
hamzaahmad183284718,100.0,0.0,0.0,9.0,2051.0
Songyunliang,47.0,51.0,2.0,100.0,2029.0
Tulachessroom,46.0,48.0,6.0,100.0,2614.0
Ziad8200,45.0,52.0,3.0,100.0,1632.0
hubam,44.0,51.0,5.0,100.0,1055.0
DaArtfulDodger,33.0,66.0,0.0,18.0,1684.0
ndimon,46.0,52.0,2.0,100.0,1460.0
billybutcer,85.0,14.0,0.0,81.0,1890.0
leozamora123,45.0,50.0,5.0,100.0,1089.0
PrAtHyUsH_vInAyAk123,42.0,53.0,3.0,78.0,1066.0
dfitiskin,53.0,44.0,3.0,100.0,1211.0
FC_DYNAMO_KYIV_1927,75.0,24.0,1.0,100.0,1758.0
AliSunal,36.0,63.0,0.0,22.0,1271.0
gorrilah,65.0,30.0,4.0,69.0,1615.0
Venkat_kamatchi,39.0,60.0,1.0,100.0,1094.0
c2h4,46.0,50.0,4.0,100.0,1833.0
we_are_great,46.0,50.0,4.0,100.0,1661.0
PardoxTra,38.0,52.0,10.0,100.0,789.0
alorix,50.0,43.0,7.0,100.0,2004.0
lucakss,48.0,48.0,3.0,27.0,979.0
DukeChess,53.0,36.0,11.0,100.0,1866.0
zhekamisyuk,39.0,57.0,3.0,100.0,1673.0
Sasha_Luken,33.0,62.0,4.0,72.0,1809.0
casicasicasinormal,59.0,36.0,5.0,100.0,2102.0
shayjaya,40.0,55.0,5.0,100.0,2147.0
Ikabongo17,50.0,47.0,3.0,100.0,1925.0
larsbutnotleast,54.0,45.0,1.0,100.0,1468.0
MarcosAraujo,48.0,49.0,3.0,100.0,1443.0
yokijj,44.0,55.0,0.0,9.0,1500.0
Siva_99,51.0,44.0,5.0,100.0,1166.0
DashaMoiseeva,26.0,71.0,3.0,100.0,1128.0
paulwillfail,42.0,57.0,0.0,42.0,1832.0
ihuda,56.0,42.0,2.0,100.0,1619.0
SSTRIKETRIKE,33.0,66.0,0.0,54.0,1780.0
x_KaupmeeS_x,46.0,48.0,6.0,100.0,1888.0
JOAOGADI,51.0,41.0,8.0,100.0,1267.0
Oscarjno,42.0,52.0,6.0,100.0,1242.0
easy97720,37.0,59.0,4.0,100.0,880.0
paulwillfail,42.0,57.0,0.0,42.0,1832.0
CraneCrow,52.0,44.0,4.0,100.0,1882.0
kagadhor,53.0,37.0,10.0,100.0,2001.0
Sachinrogani,44.0,41.0,15.0,100.0,1338.0
Anu10ravi,50.0,46.0,4.0,100.0,1829.0
Akoglaniz,44.0,41.0,15.0,100.0,2211.0
azmn,45.0,45.0,10.0,100.0,1425.0
alexVITEBCK,55.0,39.0,6.0,100.0,2152.0
sonofmyuncle,57.0,42.0,0.0,21.0,2150.0
dribrahim63,0.0,100.0,0.0,3.0,969.0
Akbarjon201214,52.0,43.0,5.0,100.0,1111.0
AlexiselLatigo62Regr,47.0,49.0,4.0,100.0,1903.0
stefanloeffler,57.0,40.0,2.0,100.0,2493.0
memezueiro,49.0,47.0,4.0,100.0,1714.0
gadielalvaromc,48.0,42.0,10.0,100.0,1035.0
SDFR01,66.0,33.0,0.0,9.0,1301.0
DAG90,53.0,45.0,2.0,100.0,2128.0
Viggu123,25.0,69.0,6.0,100.0,1281.0
jpv1963,44.0,54.0,2.0,100.0,1496.0
SamAffandy,45.0,50.0,5.0,100.0,1838.0
memorycard13,66.0,28.0,6.0,100.0,2262.0
Kitaykin,48.0,51.0,1.0,100.0,1224.0
hanne-lm,46.0,50.0,4.0,100.0,1221.0
MGood,46.0,52.0,2.0,100.0,1799.0
Alexisse13,56.0,41.0,2.0,100.0,909.0
Kings_Enigma,50.0,45.0,5.0,100.0,1094.0
MacariCezar,55.0,36.0,9.0,100.0,1389.0
CalamariWeekend,42.0,57.0,0.0,21.0,1857.0
GeorCero,40.0,55.0,5.0,100.0,1476.0
pcdatuin,45.0,50.0,4.0,66.0,1218.0
braquejnr,40.0,59.0,1.0,100.0,1436.0
Gilgamesj,54.0,43.0,3.0,100.0,2057.0
sorry_za_mat,42.0,53.0,5.0,100.0,1960.0
mhn_ahmadi79,50.0,49.0,1.0,100.0,1482.0
keinPrinz,50.0,45.0,5.0,100.0,1754.0
celepharn,54.0,35.0,11.0,100.0,1039.0
Litviak,65.0,28.0,6.0,100.0,2340.0
theaviator,47.0,47.0,6.0,100.0,1631.0
Tiishka,48.0,52.0,0.0,100.0,1255.0
MeriLenn,54.0,45.0,0.0,33.0,2052.0
Dampfschiff,66.0,16.0,16.0,18.0,2098.0
Tabojo,47.0,42.0,11.0,100.0,1965.0
mastermige,54.0,39.0,7.0,100.0,2503.0
ksv_777_26-04-91_31,23.0,70.0,5.0,51.0,1268.0
gerry_4,60.0,38.0,2.0,100.0,1817.0
liam_64,51.0,43.0,6.0,100.0,2026.0
Sashakapliy,46.0,50.0,4.0,100.0,1526.0
HandsomeDon,35.0,65.0,0.0,100.0,1576.0
OvertKarpov,71.0,26.0,3.0,100.0,1923.0
marchess111,48.0,49.0,3.0,100.0,2009.0
gasem_alzoubi978,52.0,41.0,7.0,100.0,1661.0
DranL721,49.0,50.0,1.0,100.0,1532.0
Glizzock,47.0,49.0,4.0,100.0,2022.0
ILoPinci85,45.0,54.0,1.0,100.0,2019.0
Indianmasteranji,57.0,42.0,0.0,21.0,1870.0
Stez1304,33.0,66.0,0.0,27.0,1680.0
MagnetCoilZen,50.0,44.0,6.0,100.0,1382.0
valery222,46.0,53.0,1.0,100.0,1666.0
lugovca1974,41.0,55.0,4.0,100.0,1531.0
jbhzenit88,40.0,55.0,5.0,100.0,2033.0
talha077,11.0,88.0,0.0,9.0,777.0
yogeshpant,54.0,46.0,0.0,100.0,1616.0
dp007,39.0,57.0,3.0,100.0,1508.0
vremis,68.0,28.0,3.0,100.0,2223.0
vito-gandolini,49.0,46.0,5.0,100.0,1246.0
berkedorukkural52,43.0,56.0,1.0,100.0,1260.0
SayedFares,45.0,51.0,4.0,100.0,1885.0
rantos707,52.0,45.0,3.0,100.0,1380.0
CipolloMarini,49.0,50.0,1.0,100.0,2080.0
trirodi,55.0,43.0,2.0,100.0,1835.0
gigigigigigi,50.0,46.0,4.0,100.0,1361.0
andres__V,49.0,49.0,2.0,100.0,1469.0
matti1997,50.0,46.0,4.0,50.0,1677.0
ClaraBMBrains,33.0,66.0,0.0,3.0,1167.0
OleksandrHordiienko,49.0,48.0,3.0,100.0,1878.0
Zacke,39.0,61.0,0.0,100.0,1327.0
ANTprostoANT,42.0,47.0,10.0,57.0,1640.0
Uyuturuumm07,57.0,35.0,7.0,100.0,1871.0
Aizone,50.0,46.0,4.0,100.0,1297.0
GrapeJuice100,43.0,54.0,3.0,100.0,967.0
chicodagrota,21.0,78.0,0.0,42.0,1778.0
FortyThieves24,56.0,41.0,2.0,100.0,1559.0
EliasFE_Aparicio,27.0,72.0,0.0,37.0,1288.0
SelimArda17,33.0,66.0,0.0,18.0,1428.0
Betisybetis,45.0,53.0,2.0,100.0,1789.0
ammanhanzo,25.0,25.0,50.0,12.0,1294.0
PoseidoN7807,39.0,55.0,6.0,100.0,1035.0
Randy1983,53.0,40.0,7.0,100.0,1448.0
estupendastico,100.0,0.0,0.0,3.0,2477.0
mohameb90akl,37.0,62.0,0.0,16.0,979.0
marysfo,51.0,49.0,0.0,100.0,1034.0
potia,60.0,30.0,10.0,100.0,1861.0
hafiz0501,48.0,51.0,1.0,100.0,1644.0
DarthVader77,64.0,35.0,1.0,100.0,1511.0
ZozoSpouf,31.0,64.0,5.0,100.0,955.0
L1288,40.0,54.0,6.0,100.0,1500.0
eragon_lee789,54.0,40.0,6.0,100.0,1176.0
wwweeewww,56.0,42.0,2.0,100.0,1364.0
hmza1991,38.0,56.0,5.0,100.0,1410.0
Chess_Nuts69,49.0,49.0,2.0,100.0,1192.0
Cleosanto42,50.0,45.0,5.0,100.0,1240.0
onyong007,45.0,52.0,3.0,100.0,1897.0
mohammad1153,58.0,37.0,4.0,72.0,2121.0
RajAkash,0.0,100.0,0.0,3.0,1030.0
anylaury21,37.0,59.0,4.0,100.0,1793.0
Mahmoudkh31,49.0,48.0,3.0,100.0,1356.0
lutsonuba,42.0,50.0,8.0,100.0,1758.0
GentleHunter,41.0,55.0,4.0,100.0,1996.0
perriscal,51.0,43.0,6.0,100.0,1723.0
Ryanoreily1453,48.0,49.0,3.0,100.0,1575.0
kingsg,55.0,42.0,3.0,100.0,1699.0
KeanuReads109,49.0,47.0,4.0,100.0,1283.0
dllbnk,56.0,40.0,3.0,100.0,1719.0
mistagarndmasta,46.0,53.0,1.0,100.0,1516.0
George120,28.0,60.0,11.0,100.0,1233.0
laerr,59.0,38.0,3.0,100.0,1678.0
AdamDennenburg,47.0,42.0,11.0,100.0,1890.0
K_srinivas,48.0,43.0,9.0,100.0,1573.0
bgk7,47.0,47.0,6.0,100.0,1966.0
rhdef,41.0,57.0,1.0,100.0,982.0
sod100,47.0,46.0,7.0,100.0,1662.0
agentemy,51.0,45.0,4.0,100.0,1486.0
GreatConQueror24,42.0,50.0,7.0,42.0,2013.0
Andrius61,62.0,33.0,5.0,100.0,1424.0
StelvioBartolomeu,48.0,47.0,5.0,100.0,2243.0
ternix,50.0,44.0,6.0,100.0,1255.0
Antoine1975,44.0,52.0,4.0,100.0,1119.0
Pro555_P_51-9,43.0,50.0,7.0,100.0,1538.0
jokros,49.0,43.0,8.0,100.0,2086.0
Zanma,43.0,51.0,6.0,100.0,1531.0
juanito1313,42.0,53.0,5.0,100.0,1623.0
toluco_izt,49.0,47.0,4.0,100.0,1746.0
akif13,50.0,46.0,4.0,100.0,1831.0
kestutism,50.0,44.0,6.0,100.0,2212.0
arnelaerdal,49.0,45.0,6.0,100.0,1322.0
vou_te_ganhei,48.0,47.0,5.0,100.0,1171.0
SCassidy752,50.0,41.0,9.0,100.0,1371.0
pswfuture,45.0,53.0,2.0,100.0,1661.0
fambletime,41.0,56.0,3.0,100.0,2004.0
ShahShehTore,52.0,41.0,7.0,100.0,1844.0
Nuno_campos00,100.0,0.0,0.0,3.0,1393.0
sebalejo,44.0,51.0,5.0,100.0,1934.0
Fora-Bozonaro,43.0,49.0,8.0,100.0,1395.0
Thayall_R_P,40.0,53.0,6.0,90.0,872.0
AnaZozo,48.0,47.0,5.0,100.0,1292.0
satocan,47.0,51.0,2.0,100.0,1177.0
JeetAgrawalaa,33.0,33.0,33.0,9.0,1248.0
Handascot,48.0,48.0,4.0,100.0,1533.0
aldontam,55.0,43.0,2.0,100.0,1735.0
parkaos36,0.0,100.0,0.0,3.0,861.0
Casitamayor51,46.0,47.0,7.0,100.0,1557.0
Sid_Mak,49.0,45.0,6.0,100.0,909.0
Somjaleed,45.0,50.0,5.0,100.0,1909.0
Zerael,50.0,47.0,3.0,100.0,1923.0
Cincinnatus10,49.0,43.0,8.0,100.0,1760.0
Achwatt,46.0,48.0,6.0,100.0,1273.0
TJ2400,49.0,50.0,1.0,100.0,1530.0
AleYiyiTY,41.0,52.0,7.0,100.0,2076.0
vasiliy1974,42.0,55.0,3.0,100.0,1517.0
RADHAKRISHNA1234t,22.0,78.0,0.0,100.0,649.0
YunusGafarov,47.0,51.0,2.0,100.0,1627.0
nanoChesser,40.0,56.0,4.0,100.0,1701.0
Bachiko_Barbatos11,52.0,35.0,13.0,100.0,2427.0
brahima,0.0,100.0,0.0,1.0,1205.0
Gmbinuk,66.0,33.0,0.0,36.0,1985.0
ahmetbasv,48.0,39.0,13.0,100.0,1641.0
mukundanchess,45.0,49.0,6.0,100.0,1430.0
tin81,39.0,48.0,13.0,100.0,1933.0
Kassenbon23,54.0,39.0,7.0,100.0,1266.0
mahedi_hasan,50.0,50.0,0.0,24.0,1514.0
Artt_Siimonyan,34.0,62.0,3.0,96.0,1889.0
jocen23,46.0,49.0,5.0,100.0,1691.0
luciusblak,42.0,57.0,0.0,42.0,1960.0
MTarek97,51.0,44.0,5.0,100.0,1749.0
sa786934,42.0,54.0,4.0,100.0,2001.0
Smile_maker,33.0,66.0,0.0,9.0,2038.0
PeterWardenpear,54.0,41.0,5.0,100.0,1573.0
BurkleBuzzbee,23.0,76.0,0.0,51.0,1321.0
mynameaborat,61.0,28.0,11.0,100.0,2429.0
Larin-Alexandr,56.0,38.0,5.0,100.0,1924.0
lechiy984,43.0,56.0,1.0,100.0,1411.0
Ashats,47.0,51.0,2.0,100.0,1325.0
Oscarediaz77,47.0,49.0,4.0,100.0,997.0
kamalakarpv,25.0,59.0,15.0,96.0,1057.0
LordJenkins,54.0,44.0,2.0,100.0,1377.0
Sakura2022,51.0,43.0,6.0,100.0,1410.0
Bolikov_Aleksandr,50.0,50.0,0.0,6.0,1742.0
ElizerH,53.0,38.0,7.0,39.0,1204.0
arsalan475,49.0,48.0,3.0,100.0,1595.0
Nad_arthur,60.0,37.0,3.0,100.0,1654.0
A_H_Kashefi,54.0,38.0,6.0,93.0,2477.0
rashidrk,30.0,62.0,8.0,100.0,1378.0
Dreadlol,49.0,48.0,3.0,100.0,1417.0
Abeke01,47.0,50.0,3.0,100.0,2047.0
melenas,53.0,44.0,3.0,100.0,1482.0
AugustoSesc,49.0,47.0,4.0,100.0,1552.0
Migotek81,51.0,40.0,9.0,100.0,1408.0
yarda123,45.0,48.0,7.0,100.0,1114.0
Rdgb03,49.0,41.0,10.0,100.0,1838.0
Szachmag11,0.0,33.0,66.0,9.0,1917.0
poumski,51.0,44.0,5.0,100.0,2132.0
karpyxa,48.0,51.0,1.0,100.0,1213.0
Zezika,52.0,43.0,5.0,100.0,933.0
phatphat,39.0,60.0,1.0,100.0,1135.0
shaun_banks,47.0,47.0,6.0,100.0,1167.0
Maximarik,53.0,45.0,2.0,100.0,1658.0
gothic3,52.0,36.0,12.0,100.0,2116.0
shaxmatist_ua,33.0,66.0,0.0,9.0,1491.0
greywolf911,40.0,53.0,7.0,100.0,1627.0
Taba101,48.0,49.0,3.0,100.0,1096.0
XemnasRyuga,43.0,53.0,4.0,100.0,1789.0
Nemtanu,42.0,56.0,2.0,100.0,1201.0
szefix1,49.0,50.0,1.0,100.0,1341.0
CPPuzzle,44.0,54.0,2.0,100.0,1530.0
nostradamustr,57.0,36.0,6.0,100.0,1495.0
justwannamakeastudy,62.0,25.0,13.0,100.0,2334.0
pardeepsinghnegi,70.0,25.0,3.0,81.0,2107.0
DeepFriedSabaw,66.0,22.0,11.0,54.0,1833.0
vkorystov,48.0,48.0,4.0,100.0,1751.0
trukor,50.0,46.0,4.0,100.0,1514.0
Atheist_Roo,52.0,48.0,0.0,100.0,1910.0
Spear1990,62.0,32.0,6.0,100.0,2505.0
YourOwnKarmaa,67.0,33.0,0.0,100.0,1326.0
Fatdaddyblanks,53.0,46.0,1.0,100.0,1230.0
sathwikbhat,100.0,0.0,0.0,9.0,1235.0
RudaisVells,40.0,59.0,1.0,100.0,1665.0
yaaren,42.0,55.0,3.0,100.0,877.0
chesso007,47.0,45.0,8.0,100.0,1972.0
DrMalGanis,57.0,37.0,5.0,100.0,1715.0
kingzephyr,45.0,50.0,5.0,100.0,1844.0
Fabakaf74,47.0,49.0,4.0,100.0,1039.0
taqi_QF,41.0,56.0,3.0,100.0,1231.0
indobw,48.0,50.0,2.0,100.0,1489.0
yetanotherflower,0.0,100.0,0.0,1.0,1500.0
Tristenmarc,28.0,57.0,14.0,21.0,1273.0
ionescurazvan71,47.0,40.0,13.0,100.0,1845.0
Camaron1,52.0,46.0,2.0,100.0,1823.0
DuhlessDark,41.0,33.0,25.0,36.0,1936.0
ERDEM502,54.0,45.0,0.0,99.0,1591.0
DIVYARAJ_07,54.0,44.0,2.0,100.0,1050.0
KaeR26,66.0,33.0,0.0,27.0,2305.0
karlmarxisthegoat,45.0,51.0,3.0,93.0,1356.0
Oliveira_br,56.0,41.0,2.0,100.0,1361.0
Palestine-morocco,60.0,40.0,0.0,15.0,1232.0
dafelisioso,50.0,48.0,2.0,100.0,1824.0
AZAtheist,54.0,45.0,1.0,100.0,1703.0
shorohov_igor,48.0,51.0,1.0,100.0,1276.0
obada85,44.0,55.0,1.0,100.0,1350.0
jefrichess85,50.0,42.0,8.0,100.0,2201.0
Andre_uk,43.0,54.0,3.0,100.0,1230.0
A_L_64,50.0,49.0,1.0,100.0,1628.0
zadiriev,49.0,49.0,2.0,100.0,1471.0
Elsanjuanino,46.0,46.0,8.0,100.0,1529.0
AIINCRAD,44.0,53.0,3.0,100.0,1687.0
danronan1974,48.0,52.0,0.0,100.0,1131.0
fathinsuki,50.0,48.0,2.0,100.0,1457.0
yangis,37.0,54.0,9.0,100.0,1310.0
SergeyNike,44.0,47.0,9.0,100.0,942.0
jalkas1eni,52.0,43.0,5.0,100.0,1948.0
Anas12345asd,49.0,45.0,6.0,100.0,1457.0
Gasterbrudish,52.0,44.0,4.0,100.0,1803.0
ShivaK1,21.0,79.0,0.0,100.0,1266.0
universespirit,53.0,46.0,1.0,100.0,1415.0
Mohammad_E_Z,48.0,48.0,4.0,100.0,1698.0
zoha2010,100.0,0.0,0.0,12.0,1728.0
pipoetmolo45,49.0,43.0,8.0,100.0,1932.0
Karsparov36,50.0,47.0,3.0,100.0,1987.0
hbois,37.0,57.0,5.0,100.0,1651.0
Abaenci,43.0,47.0,10.0,100.0,1879.0
Umar-ttt,44.0,50.0,6.0,100.0,1508.0
yohyeh,46.0,50.0,4.0,100.0,1084.0
UnaUrraca,51.0,40.0,9.0,100.0,1491.0
DerrickNy823,44.0,52.0,4.0,100.0,1329.0
Sondem,42.0,57.0,0.0,21.0,1245.0
Edmondi1979,49.0,47.0,4.0,100.0,1470.0
Chibz364,48.0,50.0,2.0,100.0,1397.0
Drmuto,45.0,53.0,2.0,100.0,1556.0
aliojinalekhine2,56.0,39.0,4.0,100.0,2129.0
Rook-ea,42.0,56.0,2.0,100.0,866.0
Dayoce,42.0,52.0,6.0,100.0,1620.0
oguzhan_33,50.0,49.0,1.0,100.0,1501.0
Sarren8797,52.0,45.0,3.0,100.0,1821.0
Ayanshamsi123,53.0,45.0,2.0,100.0,1526.0
schubidus,66.0,22.0,11.0,27.0,1742.0
pykyo2024,41.0,52.0,7.0,100.0,1557.0
Veter44k,0.0,100.0,0.0,3.0,2105.0
Burot-burot,53.0,45.0,2.0,100.0,1905.0
seniorin,49.0,48.0,3.0,100.0,1887.0
sanju1996d,46.0,46.0,8.0,100.0,2475.0
oinkoink123,47.0,52.0,0.0,23.0,2234.0
Buyunk68,47.0,50.0,3.0,100.0,1877.0
Yulia9791,50.0,46.0,4.0,100.0,1495.0
simal60,52.0,45.0,3.0,100.0,1341.0
Rembo63,51.0,34.0,15.0,100.0,1895.0
JCJSPT,45.0,51.0,4.0,100.0,1750.0
IshaanKushwaha,28.0,69.0,3.0,100.0,866.0
LittlePumpkin,54.0,37.0,9.0,100.0,2654.0
Rona7,46.0,48.0,6.0,100.0,1255.0
BBBGirl,53.0,41.0,6.0,100.0,2037.0
ihsanzeytineli,49.0,42.0,9.0,100.0,1910.0
YasertMx,42.0,50.0,8.0,100.0,1367.0
PS-Fishing,60.0,35.0,5.0,60.0,1491.0
WWW57,49.0,51.0,0.0,100.0,2050.0
CountFistula,30.0,62.0,8.0,100.0,1529.0
puesnada,47.0,48.0,5.0,100.0,2056.0
Maximilians1967,50.0,46.0,4.0,100.0,1809.0
cruzcarneiro,49.0,50.0,1.0,100.0,1619.0
juldar,51.0,41.0,8.0,100.0,1775.0
trolsnor,43.0,48.0,9.0,100.0,1317.0
karimahmed123,20.0,60.0,20.0,45.0,1368.0
Dong-jinyao_melody26,0.0,100.0,0.0,3.0,919.0
ap87,38.0,62.0,0.0,100.0,1578.0
kestutism,50.0,44.0,6.0,100.0,2212.0
pichibart,44.0,54.0,2.0,100.0,591.0
Kuleni,58.0,41.0,0.0,36.0,1192.0
Spino21,47.0,50.0,3.0,100.0,1578.0
CleanerThanBananas,43.0,56.0,1.0,100.0,1499.0
badmastervr,53.0,46.0,0.0,45.0,1792.0
Al3xyZZzz,49.0,46.0,5.0,100.0,1713.0
zizinek,51.0,49.0,0.0,100.0,1377.0
Slorena,53.0,43.0,4.0,100.0,1821.0
babyninja1,46.0,50.0,4.0,100.0,1365.0
Linkychess3,47.0,49.0,4.0,100.0,1765.0
crout0ns,54.0,42.0,4.0,100.0,1241.0
safas9002,50.0,43.0,7.0,100.0,1092.0
vnkvstnk,57.0,42.0,0.0,21.0,1964.0
Ahmad-katrib,49.0,46.0,5.0,100.0,2021.0
Hosy-gimlet,50.0,50.0,0.0,12.0,1370.0
precipitato,46.0,51.0,3.0,100.0,1768.0
RavilKush,51.0,46.0,3.0,100.0,1406.0
Enderedge,46.0,47.0,7.0,100.0,1099.0
Chess_noob109,48.0,47.0,5.0,100.0,1838.0
tenz2005,44.0,53.0,3.0,100.0,940.0
leolinox,45.0,44.0,11.0,100.0,2083.0
Ikonos1,29.0,65.0,4.0,44.0,929.0
Jose155,33.0,66.0,0.0,3.0,1168.0
Kraken77770,0.0,100.0,0.0,4.0,1015.0
a123zx,0.0,100.0,0.0,6.0,877.0
sukru_K,51.0,46.0,3.0,100.0,1289.0
alzine,45.0,50.0,5.0,100.0,1730.0
chakibkov1960,54.0,40.0,6.0,100.0,1504.0
Unbridled1,48.0,46.0,6.0,100.0,1137.0
nhashmey_123,3.0,91.0,6.0,100.0,1120.0
El_Rupe,100.0,0.0,0.0,6.0,2426.0
Madarah,44.0,49.0,7.0,100.0,1874.0
Copyto,53.0,38.0,9.0,100.0,1139.0
ofides,44.0,52.0,4.0,100.0,1487.0
SirHK1,46.0,52.0,2.0,100.0,1541.0
sailesh2007,51.0,47.0,2.0,100.0,1578.0
Much_sholeh,51.0,46.0,3.0,100.0,1902.0
Reza152,56.0,38.0,5.0,100.0,1757.0
NewWideEscape,66.0,33.0,0.0,9.0,1633.0
Brijroshan,50.0,50.0,0.0,12.0,1094.0
labib05,51.0,48.0,1.0,100.0,1565.0
NonVivant,0.0,100.0,0.0,3.0,1066.0
bergerdunord,40.0,60.0,0.0,100.0,851.0
Don_Ricardo,46.0,49.0,5.0,100.0,996.0
ADMA_LCKB,59.0,34.0,7.0,100.0,2186.0
Munevarmvz,42.0,55.0,3.0,100.0,1839.0
axellent7,45.0,53.0,2.0,100.0,1579.0
Primarijus,49.0,46.0,5.0,100.0,1762.0
Valery1979,45.0,50.0,5.0,100.0,1551.0
tttanatofobia,40.0,60.0,0.0,10.0,1193.0
Youssef2905,48.0,50.0,2.0,100.0,1815.0
DEDiCAT,54.0,42.0,4.0,100.0,1975.0
DrRolex,48.0,50.0,2.0,100.0,1178.0
Blakout,47.0,50.0,3.0,100.0,1325.0
rajadudukmanis,47.0,51.0,2.0,100.0,1578.0
MarcelinoAJ_UNTELS,53.0,46.0,1.0,100.0,1223.0
FanofDoctors,45.0,54.0,1.0,100.0,840.0
Chronic_Master-Mater,50.0,50.0,0.0,6.0,1353.0
Kuttuz1234,50.0,48.0,2.0,100.0,1922.0
Denezhkin89,49.0,44.0,7.0,100.0,1692.0
MastersOnly,54.0,27.0,18.0,33.0,1454.0
YatharthMalhotra,40.0,10.0,50.0,30.0,1712.0
petos74,49.0,46.0,5.0,100.0,1819.0
Marls_05,43.0,56.0,1.0,100.0,1277.0
RassaBossi,46.0,52.0,2.0,100.0,1875.0
klausvoronov,47.0,42.0,9.0,63.0,1167.0
Cyathis,53.0,42.0,5.0,100.0,1053.0
DmitPo,31.0,68.0,0.0,48.0,1346.0
Paolo_Martines,25.0,75.0,0.0,12.0,2354.0
kavyansh,57.0,36.0,5.0,57.0,2243.0
GokhanSAM,47.0,51.0,2.0,100.0,1672.0
Alekos76,56.0,38.0,5.0,100.0,2026.0
majedayasrah,50.0,44.0,6.0,100.0,2121.0
Sergey4684,42.0,45.0,13.0,100.0,1926.0
anes19,45.0,49.0,6.0,100.0,1758.0
rishiOO7,53.0,45.0,2.0,100.0,895.0
bessel,52.0,47.0,0.0,69.0,2458.0
flbot,51.0,47.0,2.0,100.0,1276.0
Sorion870,54.0,45.0,1.0,100.0,1626.0
ALbertMax23,30.0,61.0,7.0,78.0,1278.0
prokojwox,59.0,41.0,0.0,100.0,1865.0
tenaciousqueen,36.0,59.0,5.0,100.0,1970.0
hayyan93,46.0,48.0,6.0,100.0,1414.0
hipoattack,35.0,61.0,4.0,100.0,1638.0
muqtada-7,46.0,48.0,6.0,100.0,1233.0
iehbr1958,48.0,41.0,11.0,100.0,2111.0
PuruTheKiller,47.0,50.0,3.0,100.0,976.0
Slivnev-71,47.0,48.0,5.0,100.0,1716.0
Thirasara,100.0,0.0,0.0,3.0,1102.0
Saff3,45.0,50.0,5.0,100.0,2105.0
Jtovat,57.0,42.0,0.0,100.0,1692.0
Ysbilen,46.0,49.0,5.0,100.0,1173.0
RomanSavit,28.0,66.0,5.0,100.0,937.0
msLex,50.0,46.0,4.0,100.0,1722.0
Dialog12,59.0,32.0,9.0,100.0,2524.0
