user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,blitz_rating
NewNr1,32.0,64.0,4.0,100.0,2433.0
khaled7777,46.0,40.0,13.0,45.0,1688.0
Johnnyk911,56.0,38.0,5.0,100.0,1658.0
jogabonitopa,50.0,47.0,3.0,100.0,1990.0
SemenovUriy,50.0,44.0,6.0,100.0,1961.0
YACKAL,51.0,41.0,8.0,100.0,2414.0
CleverSales,45.0,51.0,4.0,100.0,1284.0
EgorPopov110412,31.0,63.0,5.0,57.0,1407.0
vantablack831,38.0,56.0,5.0,100.0,1062.0
Christian_Gianperre,45.0,51.0,4.0,100.0,1500.0
policrates2000,51.0,45.0,4.0,100.0,2106.0
Roadrunning,45.0,53.0,2.0,100.0,1100.0
COCO-LU,50.0,44.0,6.0,100.0,1183.0
Dr-Ahmed,50.0,44.0,6.0,100.0,1915.0
Yossarian88,49.0,51.0,0.0,100.0,1410.0
mac76,41.0,58.0,0.0,36.0,1475.0
barakiel66,44.0,42.0,14.0,100.0,2124.0
Sarhane87,33.0,59.0,8.0,100.0,2325.0
Shengcayaba,53.0,30.0,15.0,39.0,2318.0
hrcamon18,52.0,44.0,4.0,100.0,1838.0
GanonCannon,39.0,57.0,3.0,100.0,1270.0
Mukkattu,52.0,45.0,3.0,100.0,1764.0
Abbashfard,47.0,42.0,11.0,100.0,1109.0
RockZombi,49.0,49.0,2.0,100.0,1799.0
YaqeenKarriem,46.0,51.0,3.0,100.0,883.0
Anatoly71,41.0,53.0,6.0,100.0,1691.0
stingyuncle,67.0,27.0,6.0,100.0,2210.0
Tgordon293,48.0,51.0,1.0,100.0,1893.0
Dedmarshal,54.0,40.0,6.0,100.0,2300.0
WillyTalk,50.0,44.0,6.0,100.0,1277.0
Lucutus_360,30.0,70.0,0.0,60.0,990.0
seananigan,48.0,48.0,4.0,100.0,1532.0
Oswald57,43.0,52.0,5.0,100.0,1451.0
MissyLee,100.0,0.0,0.0,2.0,1793.0
Magaimama,43.0,53.0,4.0,100.0,1822.0
slipperseller,44.0,48.0,8.0,100.0,1467.0
Algfrancaise,50.0,45.0,5.0,100.0,1152.0
NikitaEkb,47.0,44.0,9.0,100.0,2096.0
Luciano_1991,39.0,52.0,9.0,100.0,1794.0
Cuni1HZV,45.0,52.0,3.0,100.0,1225.0
dhiruchess,41.0,58.0,0.0,36.0,1339.0
EmirSnjn,46.0,48.0,6.0,100.0,1615.0
Lwandiso_Maqhubu,42.0,57.0,0.0,42.0,1436.0
BravermanSt,49.0,45.0,6.0,100.0,2092.0
MarkoSajko,34.0,62.0,4.0,100.0,1964.0
caben,53.0,45.0,2.0,100.0,2019.0
Zhekaavtyshenk1,60.0,40.0,0.0,15.0,1701.0
Gotthard123,43.0,46.0,10.0,90.0,2035.0
Ramishvili,56.0,41.0,2.0,100.0,1662.0
STRYDER159,40.0,60.0,0.0,5.0,1359.0
drhamn,47.0,52.0,0.0,44.0,1349.0
lipkiypalchik,49.0,49.0,2.0,100.0,1095.0
gezginyerli,48.0,48.0,4.0,100.0,1056.0
NSaavedraDUOCPA,45.0,55.0,0.0,100.0,1229.0
Kalinin_Yefim14,39.0,57.0,3.0,84.0,1183.0
MaximeAK,46.0,51.0,3.0,100.0,1702.0
Diletant-1,52.0,47.0,0.0,42.0,1363.0
apbrnd,56.0,41.0,3.0,100.0,1800.0
Ibras,40.0,56.0,4.0,100.0,1360.0
Vladiaf,43.0,50.0,7.0,100.0,1778.0
farzad110,41.0,41.0,17.0,51.0,1421.0
LouveSolitaire34,44.0,51.0,5.0,100.0,1848.0
Giwa_Samuel,51.0,44.0,5.0,100.0,1612.0
rdoguz42,44.0,49.0,7.0,100.0,857.0
AlPess,23.0,69.0,7.0,39.0,1907.0
ryanalhassani71,40.0,52.0,8.0,100.0,1408.0
chesslife1922dec23,47.0,46.0,7.0,100.0,1607.0
JacaBlaugrana,50.0,50.0,0.0,30.0,1607.0
NickKoreshkov,66.0,33.0,0.0,63.0,1624.0
vickyhanjra,50.0,47.0,3.0,100.0,1622.0
labh,54.0,38.0,8.0,100.0,2150.0
llanerosoy,53.0,44.0,3.0,100.0,2062.0
comport9,46.0,51.0,3.0,100.0,1860.0
Dramagold,46.0,49.0,5.0,100.0,1952.0
carpedef,44.0,44.0,11.0,27.0,2206.0
sheky89,44.0,54.0,2.0,100.0,1383.0
pedro31,48.0,52.0,0.0,100.0,1553.0
geremia828,60.0,39.0,1.0,100.0,1934.0
Mo_Ra3,49.0,46.0,5.0,100.0,1476.0
A89160115164,61.0,36.0,3.0,100.0,1879.0
VISHWA2013,50.0,50.0,0.0,12.0,1176.0
midairpro,54.0,39.0,7.0,100.0,1223.0
diamonddog74,48.0,52.0,0.0,100.0,1481.0
pennythedancingclown,51.0,37.0,12.0,100.0,1382.0
leMegaBGdu59,54.0,40.0,6.0,100.0,1905.0
splunti3000,52.0,45.0,3.0,100.0,1355.0
tob33i,45.0,49.0,6.0,100.0,1786.0
isnotinuse,48.0,50.0,2.0,100.0,1486.0
BBC2022,56.0,42.0,2.0,100.0,2344.0
gathaara0,45.0,53.0,2.0,100.0,1001.0
Gio7t,50.0,44.0,6.0,100.0,1817.0
TheCarpathianLynx,54.0,40.0,6.0,100.0,1239.0
chriswillfish,46.0,49.0,5.0,100.0,1398.0
Stype87,100.0,0.0,0.0,3.0,1476.0
inemuri,53.0,42.0,5.0,100.0,1902.0
Avlar54,51.0,45.0,4.0,100.0,1852.0
cartertaylorjones,47.0,47.0,6.0,100.0,1794.0
zingaJJ,47.0,52.0,1.0,100.0,1476.0
Scalds,44.0,48.0,8.0,100.0,1776.0
Sandmartin,49.0,48.0,3.0,100.0,1171.0
ChessSavesWorld,36.0,63.0,1.0,100.0,2014.0
ledios97,53.0,40.0,7.0,100.0,2107.0
Andrewaut1,45.0,51.0,4.0,100.0,1549.0
sashakam38,41.0,56.0,3.0,100.0,1465.0
pkato_24,50.0,50.0,0.0,18.0,2240.0
Princess-Sophia,63.0,33.0,4.0,100.0,1435.0
Gibralta12,56.0,42.0,2.0,100.0,1435.0
Awerel,47.0,42.0,9.0,63.0,1142.0
Tullock,33.0,66.0,0.0,9.0,1443.0
SamuelRo-FICM,52.0,41.0,5.0,51.0,1305.0
AndrewMao2012,51.0,38.0,11.0,100.0,1392.0
rockjock2000,47.0,49.0,4.0,100.0,1333.0
Taumuon,78.0,15.0,5.0,57.0,2062.0
Chessplayer1702,48.0,45.0,7.0,100.0,2380.0
soryal2000,40.0,59.0,1.0,100.0,1621.0
MelikCetin,44.0,48.0,7.0,81.0,1139.0
v0peV,76.0,17.0,5.0,51.0,1914.0
Judren,54.0,41.0,5.0,100.0,1220.0
Meu_Marido,33.0,66.0,0.0,63.0,1988.0
LeeSzeHao,20.0,80.0,0.0,15.0,1362.0
Sout71,53.0,44.0,3.0,100.0,1228.0
Brnce,52.0,43.0,5.0,100.0,1353.0
Alecss78,53.0,42.0,5.0,100.0,1961.0
AnaTorroja,45.0,49.0,6.0,100.0,2305.0
Tahyr-LBP,52.0,41.0,7.0,100.0,1964.0
MuezzaAli,30.0,68.0,2.0,100.0,1155.0
AlexT1969,49.0,45.0,6.0,100.0,2237.0
leos8055,46.0,54.0,0.0,100.0,1072.0
PFMS,40.0,56.0,3.0,100.0,987.0
Mandolini-der-wahre,45.0,54.0,1.0,100.0,1626.0
Jomairi97,64.0,34.0,2.0,100.0,2199.0
OmnipotentMango,100.0,0.0,0.0,3.0,1960.0
VK75,38.0,56.0,6.0,100.0,1710.0
El_Precisione,46.0,52.0,2.0,100.0,2487.0
Argenta1950,0.0,100.0,0.0,9.0,1311.0
TheBobbyTexas,0.0,100.0,0.0,6.0,1237.0
hrprnts,39.0,56.0,4.0,64.0,846.0
goast59,36.0,52.0,12.0,100.0,1766.0
shayan_nourollahi,66.0,33.0,0.0,18.0,1418.0
Kawell,52.0,44.0,4.0,100.0,1437.0
cassi2010,56.0,41.0,2.0,100.0,1619.0
Mikkel20,51.0,46.0,3.0,100.0,965.0
Tc111,30.0,68.0,2.0,100.0,1174.0
Fatih_2024,57.0,39.0,3.0,100.0,2345.0
Tirupathi11,47.0,50.0,3.0,100.0,1857.0
Dmitry_Babkin,62.0,37.0,1.0,100.0,1486.0
zhavinci,43.0,55.0,2.0,100.0,828.0
BiPolah,53.0,41.0,6.0,100.0,1291.0
donnacutepot,22.0,75.0,1.0,61.0,564.0
tubutsch,36.0,55.0,9.0,100.0,1883.0
riadh2300,51.0,41.0,8.0,100.0,1259.0
rMercer,45.0,54.0,0.0,72.0,1357.0
aberibisky,51.0,48.0,1.0,100.0,1284.0
Kevolution,44.0,54.0,2.0,100.0,1382.0
Nadir035,43.0,48.0,9.0,100.0,2082.0
IgorKustreba,41.0,56.0,3.0,100.0,1497.0
nasser4,0.0,100.0,0.0,3.0,832.0
cho_ka,50.0,50.0,0.0,6.0,770.0
Rossthe,46.0,48.0,6.0,100.0,1721.0
stepanovvn,43.0,54.0,3.0,100.0,1537.0
Deniel6465,33.0,66.0,0.0,9.0,1282.0
Artur2505,38.0,54.0,8.0,100.0,1514.0
verkaufdichnicht,45.0,52.0,3.0,100.0,954.0
ISG1974,47.0,44.0,9.0,100.0,1131.0
NegritoCARP,47.0,50.0,3.0,100.0,1657.0
Pictsarus,0.0,0.0,100.0,3.0,2314.0
adhye16,45.0,50.0,5.0,100.0,1346.0
jeanjeanjeanjeanjean,42.0,54.0,4.0,100.0,1354.0
glebanat,48.0,46.0,6.0,100.0,1815.0
EluSimon,50.0,49.0,1.0,100.0,1845.0
mrbibis,60.0,38.0,2.0,100.0,1391.0
MAMAT_KMY,44.0,50.0,6.0,100.0,1952.0
yashwadhwani08,45.0,54.0,1.0,100.0,1208.0
omidtaj,57.0,39.0,3.0,84.0,1825.0
da_vinchi_07,48.0,48.0,4.0,100.0,2133.0
Alexisdogen17,50.0,33.0,16.0,18.0,1218.0
Vitboris,43.0,52.0,5.0,100.0,1206.0
Roshchin_2,48.0,50.0,2.0,100.0,1828.0
Forreva,49.0,50.0,1.0,100.0,1601.0
juancho04198859287,49.0,48.0,3.0,100.0,1190.0
wankhade1788553,46.0,51.0,3.0,100.0,1384.0
huseyin37,54.0,42.0,4.0,100.0,1630.0
sparkyrulo,48.0,49.0,3.0,100.0,1691.0
CD_Balerion,33.0,33.0,33.0,9.0,2271.0
sutucale,48.0,45.0,7.0,100.0,1919.0
SH0109,30.0,65.0,4.0,23.0,529.0
Rockstarbrother,72.0,27.0,0.0,54.0,1587.0
crab2019,66.0,30.0,3.0,33.0,1881.0
PivoBeer,43.0,45.0,12.0,100.0,1188.0
daimonjcf,44.0,52.0,4.0,100.0,1655.0
BishopAndrey,45.0,52.0,3.0,100.0,1365.0
Lelkekhznorm,47.0,53.0,0.0,100.0,1285.0
rolly37,53.0,44.0,3.0,100.0,1663.0
CrazyHector,53.0,44.0,3.0,100.0,2101.0
nduduzomhlongo590,47.0,51.0,2.0,100.0,1665.0
H_Mason999,52.0,46.0,2.0,100.0,965.0
gumboisgood,50.0,50.0,0.0,100.0,1268.0
Binodtums,42.0,55.0,3.0,100.0,1517.0
Addie20,27.0,63.0,9.0,66.0,2182.0
Tiger5555533,52.0,40.0,8.0,100.0,2138.0
elnoted,44.0,47.0,9.0,100.0,1966.0
DevilTouch,47.0,49.0,4.0,100.0,2209.0
chidieberejoel,56.0,40.0,4.0,75.0,1250.0
HoneyBelle7,33.0,66.0,0.0,3.0,1629.0
elangfb,63.0,35.0,2.0,100.0,1430.0
Bog_Vina,62.0,37.0,1.0,100.0,1328.0
lousdadkh,47.0,44.0,9.0,100.0,2064.0
WH_TetX,50.0,45.0,5.0,100.0,1140.0
ParsevaL13,33.0,66.0,0.0,90.0,1193.0
S_e_n_a_d,45.0,45.0,10.0,100.0,1611.0
PoiqweQ,60.0,35.0,5.0,100.0,1353.0
leogabrielz,49.0,49.0,2.0,100.0,1447.0
zorigoo2200,48.0,52.0,0.0,100.0,1949.0
Pawnvaggio,100.0,0.0,0.0,15.0,2058.0
sirprawn,81.0,15.0,4.0,100.0,1546.0
Mariiyachess,100.0,0.0,0.0,3.0,1124.0
DrSIVAVIGNESH,38.0,60.0,2.0,100.0,1941.0
OleksandrHordiienko,54.0,43.0,3.0,100.0,1878.0
brifry,47.0,49.0,4.0,100.0,1829.0
Mauro_Zamora,44.0,47.0,9.0,100.0,1190.0
Kurgard,0.0,100.0,0.0,3.0,879.0
a1350Aliyari,50.0,46.0,4.0,100.0,1927.0
kalle2,44.0,47.0,9.0,100.0,1594.0
mettiw1007,44.0,56.0,0.0,75.0,1146.0
Chaly,44.0,47.0,9.0,100.0,2026.0
alisherm912,49.0,41.0,10.0,100.0,1613.0
MOURIDB,43.0,54.0,3.0,100.0,1876.0
himanshu_raj,49.0,40.0,11.0,100.0,1544.0
torre-rodrigo,34.0,66.0,0.0,100.0,948.0
manyongap,100.0,0.0,0.0,3.0,1887.0
Joyce01,14.0,85.0,0.0,21.0,1530.0
BlackPanther80,46.0,48.0,6.0,100.0,1929.0
LeelaQueenOdds,54.0,41.0,3.0,93.0,2000.0
Commando117,48.0,44.0,8.0,100.0,1532.0
ruiv0,52.0,48.0,0.0,100.0,1250.0
Rasol_EBP,45.0,55.0,0.0,100.0,1220.0
ShubhamBohra,45.0,47.0,8.0,100.0,1340.0
Meru143,60.0,38.0,2.0,100.0,1875.0
msweswe,51.0,47.0,2.0,100.0,1807.0
ZhumaTT,47.0,47.0,6.0,100.0,1782.0
Still_Daving,37.0,55.0,8.0,100.0,1179.0
Akhileshvibhute,44.0,51.0,3.0,81.0,1696.0
warcity,47.0,51.0,2.0,100.0,852.0
ne0tekk,52.0,46.0,2.0,100.0,1741.0
Tom_Adv,47.0,49.0,4.0,100.0,1712.0
ZaharGordiencko2024,25.0,75.0,0.0,4.0,1080.0
LordMartinez2,41.0,54.0,5.0,100.0,1150.0
schaakpaard,32.0,64.0,3.0,93.0,1182.0
edgarfukuda,46.0,52.0,2.0,100.0,1060.0
Imran19,53.0,41.0,6.0,100.0,1726.0
karol1415,50.0,37.0,12.0,48.0,2645.0
aldan-13,40.0,56.0,3.0,100.0,1547.0
Francisco19540118,46.0,50.0,4.0,100.0,1426.0
cisneluna_43,72.0,28.0,0.0,100.0,1837.0
maheshnasani,50.0,45.0,4.0,66.0,2018.0
pradipkumarbisoyi5g,49.0,45.0,6.0,100.0,2120.0
fishnochips,43.0,55.0,2.0,100.0,1310.0
iliya_xxx,38.0,55.0,7.0,100.0,1836.0
duarte-gouveia,42.0,51.0,7.0,100.0,1426.0
JENI_TLG,41.0,48.0,11.0,100.0,1819.0
Richard_Burton,49.0,47.0,4.0,100.0,1745.0
Roman_Ivanovic,43.0,53.0,4.0,100.0,1495.0
aalpaslan1,55.0,40.0,5.0,100.0,1737.0
Aleksey1981USSR,47.0,50.0,3.0,100.0,2190.0
Wilkeyyy,34.0,66.0,0.0,100.0,2002.0
Acore,51.0,43.0,6.0,100.0,1931.0
kyni979,43.0,56.0,1.0,100.0,1416.0
keshav2310,44.0,48.0,8.0,100.0,1130.0
speelschaak,52.0,43.0,5.0,100.0,1832.0
bodya_griezmann,0.0,100.0,0.0,6.0,2138.0
Mystticx,40.0,56.0,4.0,100.0,1520.0
Burazver,56.0,38.0,6.0,100.0,1545.0
Karpov70,51.0,42.0,7.0,100.0,1738.0
jurgenbull,71.0,28.0,0.0,42.0,1245.0
Dr_Crunkenstein,48.0,52.0,0.0,100.0,1716.0
usobolev,49.0,51.0,0.0,100.0,1243.0
Gagikgg,61.0,39.0,0.0,100.0,1124.0
Petrov5463,33.0,66.0,0.0,9.0,1137.0
Kalel7,52.0,47.0,1.0,100.0,1922.0
hkramirezr,53.0,45.0,2.0,100.0,1619.0
jaeselector,43.0,46.0,11.0,100.0,1260.0
kasijaque,51.0,49.0,0.0,100.0,1601.0
Denis11Reds,52.0,44.0,4.0,100.0,1255.0
bennyaka,45.0,49.0,6.0,100.0,2058.0
Devastator999,55.0,45.0,0.0,60.0,1872.0
mAsTErmELcHiOR,49.0,48.0,3.0,100.0,1020.0
korexic,45.0,46.0,9.0,100.0,1521.0
Longjohn64,50.0,49.0,1.0,100.0,1886.0
Kuldeep_MJ,42.0,51.0,7.0,100.0,1252.0
DAK1986,50.0,50.0,0.0,6.0,1633.0
shubho1980,100.0,0.0,0.0,3.0,1699.0
Aigiz05,44.0,50.0,6.0,100.0,1552.0
erc0102,40.0,46.0,13.0,15.0,1682.0
GrishaKiev,55.0,35.0,10.0,100.0,1819.0
vaiizxv,55.0,43.0,2.0,100.0,1858.0
Dr_BEGGER_2023,50.0,50.0,0.0,36.0,1179.0
RiddarCato,56.0,40.0,4.0,100.0,1387.0
jlkinglion,50.0,43.0,7.0,100.0,2352.0
TheStav,46.0,49.0,5.0,100.0,1773.0
jeskz,45.0,53.0,2.0,100.0,1685.0
fflu,56.0,40.0,3.0,100.0,1942.0
OveRathlos,55.0,43.0,2.0,100.0,878.0
younes23567787,50.0,46.0,4.0,100.0,1943.0
codepressed,47.0,47.0,4.0,69.0,2134.0
ChiragBhojwani,50.0,44.0,6.0,100.0,1246.0
MFadlallaM999,52.0,40.0,8.0,100.0,1976.0
mastersurur,56.0,38.0,6.0,100.0,1470.0
chess_and_donut,53.0,42.0,5.0,100.0,1749.0
Nofear0063,43.0,43.0,12.0,48.0,1698.0
accxp,41.0,55.0,4.0,100.0,1535.0
Janu1412,66.0,33.0,0.0,9.0,1731.0
DarkestMatt,57.0,42.0,0.0,42.0,1705.0
rybak7,56.0,39.0,4.0,100.0,2131.0
Scarymovy,42.0,48.0,10.0,100.0,1488.0
Legend7Abdou,45.0,53.0,2.0,100.0,1209.0
alireza1360teymori,66.0,16.0,16.0,18.0,2353.0
takishan,100.0,0.0,0.0,3.0,1908.0
thusjustin,42.0,49.0,9.0,100.0,837.0
getrektedandshrekted,46.0,50.0,4.0,100.0,1297.0
msn1981,35.0,63.0,2.0,100.0,1667.0
Russians_the_best,52.0,46.0,2.0,100.0,1378.0
aristarx22,49.0,48.0,3.0,100.0,1471.0
jcdosax,33.0,66.0,0.0,18.0,1884.0
Juventus1983,51.0,46.0,3.0,100.0,1209.0
Maxthumbwood01,48.0,48.0,4.0,100.0,1185.0
KaioZelz,100.0,0.0,0.0,3.0,1648.0
oidualc,53.0,44.0,3.0,100.0,1209.0
JonEsser,100.0,0.0,0.0,3.0,1290.0
AYYUB6969,47.0,41.0,10.0,65.0,1987.0
haqqui,51.0,48.0,1.0,100.0,976.0
msc73,46.0,48.0,6.0,100.0,1602.0
Kirill9391,22.0,66.0,11.0,27.0,1373.0
MONADEE_12,0.0,100.0,0.0,12.0,830.0
LEARNEDSAGE,50.0,44.0,6.0,100.0,1404.0
Ogwhun,52.0,43.0,5.0,100.0,1621.0
Ahmedov1971,54.0,40.0,6.0,100.0,2331.0
smart1025,46.0,51.0,3.0,100.0,1653.0
Joseph-Blackburne10,49.0,50.0,1.0,100.0,1699.0
legenr22318,25.0,60.0,15.0,100.0,1797.0
eyesofhorus,48.0,45.0,5.0,35.0,1866.0
Emaysix11,54.0,39.0,7.0,100.0,1909.0
pacorromas,41.0,57.0,1.0,100.0,1834.0
rub3ns,50.0,50.0,0.0,100.0,1365.0
blueblack42,53.0,44.0,3.0,100.0,2072.0
Dmitry_kharkov,48.0,48.0,4.0,100.0,1686.0
holagu,33.0,58.0,8.0,36.0,1660.0
Zix3mk,49.0,45.0,6.0,100.0,1603.0
cara234,47.0,49.0,4.0,100.0,1833.0
jonela0777,42.0,57.0,0.0,21.0,1757.0
timeless19,52.0,46.0,2.0,100.0,1358.0
Tree_2,45.0,52.0,3.0,100.0,1389.0
AtheistzPrahy,35.0,60.0,5.0,60.0,1746.0
Xalexan,44.0,54.0,2.0,100.0,2046.0
dr_surgeon,49.0,39.0,12.0,100.0,1606.0
nadhia_18,54.0,43.0,3.0,100.0,1749.0
BlackManChessShhh,51.0,43.0,6.0,100.0,1377.0
kengooroo,58.0,41.0,0.0,51.0,1672.0
VadimRS,42.0,53.0,5.0,100.0,1466.0
Zeinab66,0.0,100.0,0.0,5.0,948.0
AGueg1,48.0,48.0,4.0,100.0,1738.0
attosi,48.0,44.0,8.0,100.0,1369.0
Aneesh_b07,39.0,56.0,5.0,100.0,1389.0
DanilaMaster3105,35.0,63.0,2.0,100.0,1448.0
Silli83,46.0,41.0,13.0,100.0,1090.0
goikolaketic,61.0,37.0,2.0,100.0,2289.0
goldair2222,46.0,47.0,7.0,100.0,1875.0
Gylron,54.0,40.0,6.0,100.0,1994.0
tine121,40.0,50.0,10.0,30.0,1044.0
Gonidon,45.0,52.0,3.0,100.0,1830.0
maNu_hz,50.0,50.0,0.0,24.0,1224.0
matmat89a,35.0,59.0,6.0,100.0,1093.0
amjad_69,51.0,49.0,0.0,100.0,1083.0
Cloudtzyy,51.0,44.0,5.0,100.0,1289.0
alessandro_bardelli,43.0,50.0,7.0,100.0,1170.0
MSVleon6,49.0,47.0,4.0,100.0,2013.0
mathlover66,52.0,48.0,0.0,100.0,1760.0
SanyaterKa,54.0,39.0,7.0,100.0,2185.0
UDii99,16.0,66.0,16.0,18.0,1808.0
Elomotmeid,100.0,0.0,0.0,6.0,2040.0
v2u22as,30.0,70.0,0.0,20.0,1391.0
Rais_Sakhabeev,72.0,26.0,2.0,100.0,2099.0
TheVisionSplendid,55.0,40.0,5.0,100.0,1624.0
hiskytree,47.0,52.0,1.0,100.0,979.0
serge77,41.0,56.0,3.0,100.0,1563.0
Michael_876,37.0,62.0,0.0,24.0,1209.0
Vrishank_Mishra,40.0,40.0,20.0,15.0,789.0
seyhunsaygili,47.0,52.0,1.0,100.0,1542.0
jmyhill,42.0,50.0,8.0,100.0,1644.0
abaylon5,52.0,46.0,2.0,100.0,1668.0
Artur_Climaco_Br,47.0,46.0,7.0,100.0,1080.0
MarkusEssen,55.0,40.0,5.0,100.0,1794.0
Gaston818,46.0,49.0,5.0,100.0,1623.0
nicknameam,49.0,48.0,3.0,100.0,1214.0
tulito,48.0,45.0,7.0,100.0,1968.0
Gotterhammer,51.0,47.0,2.0,100.0,2031.0
dityaanyar,43.0,55.0,2.0,100.0,1357.0
Chessphile,51.0,35.0,14.0,100.0,2277.0
Mathman-Black,30.0,50.0,20.0,30.0,1768.0
SHESU0Nya,0.0,100.0,0.0,1.0,1500.0
IKapitonov,50.0,47.0,3.0,100.0,1304.0
Drugwolf,48.0,47.0,5.0,100.0,1063.0
jerardo_17,62.0,36.0,2.0,100.0,1562.0
Dog_Chow,49.0,50.0,1.0,100.0,1558.0
harrycuttle,51.0,45.0,4.0,100.0,1555.0
marcure,46.0,50.0,4.0,100.0,1606.0
davl135792468,43.0,47.0,10.0,100.0,944.0
jayoumans,51.0,44.0,5.0,100.0,1051.0
Blue_Rider69,28.0,57.0,14.0,21.0,1925.0
vinayakvtg,40.0,60.0,0.0,45.0,1528.0
piccolokaspa,52.0,43.0,5.0,100.0,1114.0
YahyaAlakbarov,50.0,45.0,5.0,100.0,1746.0
GoodSpoort,41.0,54.0,5.0,100.0,1512.0
Vladimir_Galochkin,49.0,46.0,5.0,100.0,1152.0
takumica,45.0,48.0,7.0,100.0,1968.0
DuaaShad,49.0,48.0,3.0,100.0,1037.0
Rodrivivo,50.0,50.0,0.0,100.0,1582.0
Erdyneev,47.0,50.0,3.0,100.0,1317.0
redjeb,49.0,46.0,5.0,100.0,1667.0
Boldness2,47.0,44.0,9.0,100.0,1071.0
Humaxity,71.0,23.0,6.0,100.0,2452.0
jamesblunder,54.0,38.0,8.0,100.0,2101.0
mousai1337,48.0,46.0,6.0,100.0,1752.0
APOVIS,47.0,48.0,5.0,100.0,1351.0
Parelina1,45.0,55.0,0.0,100.0,1310.0
ird4me,48.0,50.0,2.0,100.0,822.0
IsMatt1015,52.0,46.0,2.0,100.0,1816.0
harrymaguire29,66.0,33.0,0.0,45.0,1652.0
Max_Atn,40.0,53.0,7.0,100.0,1812.0
ALANBZAROV88,52.0,43.0,5.0,100.0,1404.0
Fedorov-1965,52.0,46.0,2.0,100.0,1687.0
Marietje,41.0,55.0,4.0,100.0,1324.0
Olikeje,47.0,52.0,1.0,100.0,1376.0
badboy1986,100.0,0.0,0.0,3.0,1160.0
santopiripillo,60.0,38.0,2.0,100.0,1632.0
Trucknguy,43.0,37.0,18.0,48.0,1626.0
SantiFariasGomez,49.0,46.0,5.0,100.0,1849.0
AhaULose,44.0,54.0,2.0,100.0,1146.0
dario1962,39.0,56.0,4.0,100.0,1851.0
yprodigy,51.0,48.0,1.0,100.0,1634.0
Dododods,53.0,43.0,4.0,100.0,1486.0
Anlach,46.0,38.0,15.0,39.0,1845.0
KoboldMikesch,49.0,49.0,2.0,100.0,1213.0
balthom,49.0,47.0,4.0,100.0,1801.0
ashokbot,33.0,66.0,0.0,3.0,1500.0
SALOMO2024,84.0,6.0,10.0,100.0,1961.0
antilove,46.0,54.0,0.0,100.0,1116.0
EilemitFeile,47.0,47.0,6.0,100.0,1940.0
joebouncing,46.0,47.0,7.0,100.0,2180.0
PompeiusMagnus,46.0,51.0,3.0,100.0,1849.0
goalis2k,54.0,40.0,6.0,100.0,2078.0
hasan-pshik,56.0,40.0,4.0,100.0,1640.0
hishamelmorsix,30.0,61.0,7.0,26.0,650.0
Kairat_chess,45.0,49.0,6.0,100.0,1946.0
Halleluwah,0.0,66.0,33.0,9.0,1470.0
SamanoFischer,46.0,43.0,11.0,100.0,2091.0
SergSergSerg78,48.0,48.0,4.0,100.0,1485.0
Parvinder34,38.0,56.0,5.0,100.0,1600.0
maestrofigo,35.0,61.0,4.0,100.0,1972.0
mrXabq,44.0,50.0,6.0,100.0,1662.0
helloer,41.0,54.0,4.0,72.0,1533.0
Mr_Satan_666,64.0,28.0,7.0,42.0,1894.0
Ataur71,25.0,68.0,6.0,96.0,1364.0
Yusuf_Yakub,39.0,61.0,0.0,100.0,1631.0
mehdivet,50.0,45.0,5.0,100.0,1196.0
Fitz_Chivalry,40.0,56.0,4.0,100.0,1103.0
mdb17,100.0,0.0,0.0,11.0,2064.0
Washingtonium,40.0,52.0,8.0,100.0,1087.0
DrMaque,56.0,33.0,10.0,100.0,2319.0
Linteo,36.0,60.0,4.0,100.0,1562.0
dream9kk,53.0,41.0,6.0,100.0,1295.0
a18u,52.0,43.0,5.0,100.0,1968.0
YLVC,50.0,48.0,2.0,100.0,927.0
nazokat82,45.0,52.0,3.0,100.0,1674.0
sipkes,52.0,46.0,2.0,100.0,1961.0
angellotus,38.0,61.0,0.0,63.0,850.0
valera56-56,46.0,51.0,3.0,100.0,1809.0
rgpv,41.0,53.0,6.0,100.0,1309.0
ozinahutu,48.0,45.0,7.0,100.0,1572.0
LevGutman,50.0,38.0,12.0,100.0,2396.0
Airdemon,49.0,44.0,7.0,100.0,1119.0
shridhara1,34.0,65.0,1.0,100.0,1617.0
Keroek,45.0,51.0,4.0,100.0,1063.0
SalemAlharbi,47.0,49.0,4.0,100.0,2183.0
cray_3000,61.0,27.0,11.0,54.0,2115.0
Avetbaghdasaryan,55.0,38.0,7.0,100.0,2107.0
javyerhav,46.0,44.0,10.0,100.0,1805.0
RaphaelSCTD,100.0,0.0,0.0,3.0,1845.0
Dmitry125,52.0,46.0,2.0,100.0,1182.0
neil2017,55.0,42.0,3.0,100.0,2215.0
NatiqVahabov,45.0,47.0,8.0,100.0,1989.0
Nanashion,44.0,50.0,6.0,100.0,1127.0
behemoth1437,47.0,51.0,2.0,100.0,1484.0
Champion_best,37.0,56.0,6.0,100.0,2384.0
raduremus85,39.0,54.0,7.0,100.0,1854.0
xurshidbek007,48.0,49.0,3.0,100.0,1251.0
hamdibf1974,50.0,44.0,6.0,100.0,1768.0
saeednejatiyan,45.0,51.0,4.0,100.0,2044.0
