user_id,user_op,game_result,blitz_rating
raghavsagar92,Anvika653,1,1590.0
harsha99_jalagam,Alexandr-123,1,751.0
Arman077,Yannd440,-1,1082.0
JuSem,coach36,-1,2403.0
banwalah,Icemansquared,-1,1387.0
TuroAliyev,drralfx,-1,2215.0
crazyhouserules,,401,1500.0
JBQM39,bismar-2017,-1,1245.0
Bulkano42,choi_curry,1,1780.0
Evgen1204,Mofaschach,-1,1246.0
Kabin16,LittleHorse78,-1,1552.0
bp000001,d0n4th,1,1733.0
imdenis,Kazzy21,-1,1140.0
darkknight_8,minde99,-1,1704.0
haijumpa,googleek,-1,1492.0
xavns,Planeta28,1,1359.0
Sarvesh_15082015,wildpicks,0,1358.0
vandass,PitPat,-1,1354.0
Meepro,umr123,-1,1029.0
A_L_E_X_1,kivi12,1,2283.0
wofi_chess,mathteacher64,0,2121.0
fabiii87,Ahmed19601960,-1,1314.0
chesstbn,msmaryjoyc,-1,1650.0
Oskarfat,Msr_Oogway,-1,2071.0
Anton1000,Magnus_misr,-1,2426.0
Maksim2341,coolister,1,1231.0
grandmasterflashgp,farantura,-1,1660.0
yessino15,KB8888,-1,1025.0
Mr-1Google,Arman_Veranyan,1,2128.0
VK20,yayast,-1,1226.0
mtsalshabibi,Aziz_nur,-1,940.0
meirammmbek,Borx48,1,1863.0
juanpvcp,Jonnieeb,-1,1770.0
buywivai,Babasili,-1,2340.0
KingOswi,INBHA,-1,1684.0
KingOswi,INBHA,-1,1684.0
Nanasiu,Vladimir_Phrolov,-1,2085.0
ChessQueenMaker,raysolos1,0,1735.0
baluga05081991,SquareGripper27,1,2262.0
Trzaskalik,sehahaf,-1,1642.0
Primba,MAI45,1,1763.0
johnathonmando57,utawasthi,1,
maruthus,Vafina_rayana2016,-1,1049.0
guesswhoisbackback,,401,1500.0
N_A_ss_A_R,,401,1500.0
fufaradwan,Deepdiver,1,1867.0
julius373737,fugli,1,1422.0
CharlesMonroe,Android1980,-1,1802.0
Rod_Villa_Zambo,pilsnerhell,0,1919.0
HatricKMesh,tomekpiotrczyk,-1,2001.0
varuncarlsen,sarasisehansa1,-1,1115.0
Kondangj,Federch,1,920.0
l_-A-_l,Sakkmester1948,-1,1836.0
VZavaleta,AghaArmanKhan,-1,1333.0
i_a_goncharov,ghoba,1,1190.0
carlos-miranda,Munro84,-1,782.0
Irfankaan,KAFUSU,-1,1191.0
Speedrock,Amjed84,-1,1925.0
petropick,BuddyChristos,1,1053.0
Alfred_527,WaterCeiling65,1,1323.0
mehtarimehdi,Shehan_0123,1,1388.0
rishanth29,Tnchamp02,-1,2083.0
TitanYuri,DanieLgav,1,1205.0
jjjooonas,drEpV,-1,1500.0
Matthew002,bakiliii,-1,1930.0
Suptotthita,Denspok,1,1153.0
RaBuDa,edwardws,1,1348.0
ChrisKoenig,AAdrian,1,1729.0
Indigirka23,Genyu_Odds,0,1705.0
kashibafc,MFcastilloo,1,1353.0
boccuto,Joseph7Nj,1,1073.0
opalo93,ieverton007,1,2012.0
PabloZa,CblBOPOTKA,0,2031.0
Wayzata-Soto,,401,1500.0
Jesus_Fistus,,401,1500.0
kashina,uberjaggin,1,1002.0
nhjjsanss,LapatinN,1,1105.0
kkparisa,LEB2008,-1,775.0
demoebius,Konstantin_cherkas,-1,1427.0
sambradenq,elifo2016,1,1117.0
CharilaosK,armen63,-1,1650.0
FKN2015,,401,1500.0
H80K,,401,1500.0
Tactical_Bharati,Renaud32,-1,1408.0
Imburaking,Erdikici,-1,1238.0
Samarthmahajan14,shrishrimayank108,1,1541.0
bredev,Oleshulg,1,1765.0
themadiz,Engboodka,-1,1489.0
N0_bra1n,AlexeyPersh,-1,2317.0
maz1956,niltonsalina,-1,1602.0
maz1956,niltonsalina,-1,1602.0
albertony,Sethesis,-1,1125.0
ebarrebarr,Alderman_Haveron,0,887.0
sttuxxz,ony88,-1,1358.0
MasterBlasterz,Meedzz,-1,1554.0
ForzaAzzurri,Aziz1127,-1,1651.0
baiyibai,hamedazad2001,-1,1759.0
shacharen,SergeyShil,1,1444.0
bobbythekingofchess,Beautiful_Disaster,1,2439.0
LioN_10,Zhenin59,1,2230.0
vijchauhan,Cryptohumanoid,-1,2108.0
vojtafuka10,rengucarlsen,-1,1771.0
SeriyVasiliy,ravan987654321,-1,2202.0
MB-21,Alobar79,-1,1514.0
katkoot106,beevx,-1,1248.0
EdwardNewG,Montrose02,-1,1247.0
Pranav17052014,seyyit_41,1,891.0
Toinou,Caschmirr,1,2503.0
Du6,btomcuk,-1,1156.0
EnmanuelPLC,Artur2805-5,1,1700.0
Mortoxmard3000,VanThanhPCC,-1,2631.0
DurgaDeepak,simerinhio,1,1883.0
Kuba_93,XxvlkxX,0,1477.0
dolphinman8,Almir1973,1,1998.0
Alf19,Unrealos,1,1421.0
Bulanova1993,Koi_Karpfen,1,1673.0
beyfendi38,Caco_5,1,1421.0
OllieParker,Mahendarjohn,-1,1834.0
KuLjoT95,mariaanaa2016,1,750.0
celtec,ALEXIDROGO_UNPRG,-1,1846.0
tahadinc43,Brsylmz87,0,1208.0
Trishankumar300410,DKing1,0,1356.0
Shiv-09,PouetM,-1,1090.0
LeonBABICH,,401,1500.0
slimcool48,,401,1500.0
Suzannecris83,JTBS2020,-1,1950.0
DemirhanIsHere,LazyBaby,1,1417.0
IshanSminesh123,UDnTmTtR_GiVeUp,-1,2195.0
Vassalos,AQUA_Artox,-1,972.0
DBento,BDK1948,1,1939.0
saisadasivarao,Kotohod,1,1342.0
Dima_chess_2015,ypunch67,-1,2023.0
iam27_Russia,paparealsmooth,1,1382.0
Rudi_27,kpearlkmanic,-1,1289.0
shreekar157,ahmedchess70,-1,1645.0
elektron01,sinkla,-1,1672.0
parfumdreams,ismail17100,-1,1595.0
Uno_nunca_sabe,danauv0912,-1,1674.0
FedorSulin,,401,1500.0
elkieyhady,,401,1500.0
parth704,Nekhudzhigahe,-1,2007.0
W3rty_Pl,karaoke7777,1,1329.0
masoud13611361,daronlu49,-1,1527.0
Camargo293,XOKINS,-1,1239.0
abi_id26,RACHELLEB,1,1250.0
swper,lucasalvesz,1,1163.0
malma2020,vikiturbulent,-1,1705.0
Kostya0413,jtown778,0,915.0
elheraldo,rajupagla,-1,1188.0
CoachJohn,MarcusAV,1,2262.0
playOnlyWhenIdrunk,BruceWaynE_0,1,991.0
KKRFan,tanavbarve,1,1129.0
PedroPedro,bdchmie,0,1671.0
ghodagadiwala,VaskoZaba,-1,1560.0
blueista,Viveka2023,-1,1784.0
chesster05,SamarthSjoshi,1,1473.0
ClovenKane23,Jk_Luis_G2,1,1648.0
angel_46_Mrax_pro,mr_el_mouden,-1,1528.0
NonaJeje,adolgov00,-1,2043.0
Orlandrd2,Ogomah_MD,-1,1892.0
takanoyama,german11,1,1362.0
MarcosdeCarvalho,castleless_king,1,1763.0
potsane,tovesk,-1,1086.0
zzpuzza,Marietje,0,1319.0
TSYLex,SALIMKAMEL,1,1955.0
Vili111,iiiob2,-1,1454.0
VENOMMONEV,alvisinger,1,1770.0
Srinidhi14710,Pandamoniy,-1,1077.0
gayathrirajesh,PNandi,1,1191.0
stirmax,Alex-1982shev,0,1559.0
i6ixxxxx,Younka1,1,1071.0
alfarizi_15,,401,1500.0
TrippleTJohn,,401,1500.0
betgo,Heuler07,-1,1489.0
Minhquang-THschool,tungnguyen2016,-1,1658.0
BigDogue,walid2024,1,1169.0
andr1981,Duban_Alejandro,1,1920.0
Faru2131,GyanAplayschess,1,1383.0
dariomm_7,bast86,1,1082.0
WonderTharrshini,Inexist,-1,800.0
MisterSlash,kami1,-1,1480.0
barrioni,PhantomGambit,1,1696.0
Mpumzatheknight12,LittleLionMan,1,1212.0
AhmedFromAmerica,joseipg,1,1699.0
JuvenaaGomes,Bar79Fr,1,1020.0
Batman20046,,401,1500.0
ManueldeReyes,,401,1500.0
SiyahOrfe,Fl0mb3y,1,1063.0
MagnusPalmi,MiguelRoberto,1,2308.0
RipeLemon,colo1234,-1,1789.0
hawkij12,KantoAndria,-1,1771.0
MarkTLT,MAkdalin,-1,1484.0
Zeitraum,Vaniasoad,-1,1014.0
Andreikudrya,derda_ari,-1,1332.0
Johnwick1234,astani,-1,1600.0
Johnwick1234,astani,-1,1600.0
Katleho-Pitso,ncc613,1,2065.0
peterackland,Hannes187,-1,1324.0
TUTIO123,RudyCR7,-1,1972.0
TUTIO123,RudyCR7,-1,1972.0
Nikkisif,ssegeo,1,1848.0
Claudiman,Whatislov3,-1,1160.0
yolan1thenob,lemonchelloo,1,1168.0
Makabusung07,Beribubintang,-1,2040.0
himanshgothwal,Kaan_Bedir71,-1,766.0
karpasparov,TheRookOnTheHill,1,2295.0
checkmate2428,One_Capi,-1,2201.0
nehasri1989,captain-pio,-1,1945.0
tschorodrick,Abholzung55,-1,2058.0
StampLW,Goce54,1,1768.0
Myschina1,,401,1500.0
whitetigerkingpro123,,401,1500.0
Salvarode,jzpeh,-1,1659.0
Midnight_seven,Fawy_2005,1,1126.0
crystallizer222,Dertop76,-1,1393.0
CarlaATBrains,lung80,-1,928.0
xandercarlsen,addhaher,-1,1529.0
oy42507,kothacker,-1,1738.0
socojay,alexaakhan,1,1348.0
Pilot-Danya,Vivekanand211074,1,1539.0
Reshma_786,fritzinger42,-1,762.0
wiosennydelfin,nunkin,1,1082.0
dob3120,Geni-64,-1,2252.0
ToyoGlumov,DerVielSchwitzer,-1,1086.0
Agmotex,Gabelflizzi,1,1047.0
CANKIYAK,Thrakia,1,1502.0
JCassChess,Oggi55,-1,1558.0
Starfin7,Fedanick_o,-1,958.0
SANIDHYA1301,PawnProgress,-1,1343.0
Nutzer5,R3hat,1,1205.0
theycallmegoddes,whendy01,1,1826.0
arzu44,Lolochess77,1,1696.0
barnaba03,Mahi_mastermind_0707,1,1207.0
trivia-L,cyber_hunter101,1,1579.0
paddieflynne,WolfShaker,1,1833.0
EVERMASTER,Rocketrodney9,0,1969.0
nedirtkm,CHESSAMS,1,2252.0
zoro_oni,cazemir,-1,914.0
ezzzlily,EgYrInA,-1,1173.0
bja555,F2-freestyle,1,2461.0
bja555,F2-freestyle,1,2461.0
MaartenWie,AlbertasAkmene,-1,2060.0
Demyd_Havrylenko,Overbeek,-1,1523.0
YaroslavTsypkin,hall88,-1,1854.0
PankajKshirsagar,SERGEY_S-2018,-1,1821.0
M3chi,herbert_barrios,1,1380.0
Titov_SF,HansWagner,1,1973.0
Anriudh,Dezza-DvD,-1,2183.0
drsnglu,Alehandroooo,1,1073.0
Kratos_B05,Szachistka73,-1,1749.0
LeiZ123321,klintosik,1,2212.0
pavest,peruotto,1,1574.0
carloo_3,ttnick,1,1413.0
Arian_Eydisani,Temacho,-1,1060.0
arcadian,RLeeP,-1,1246.0
xpe6a,DeadJester22,1,1626.0
MuazAlagib,Smaa-89,-1,1942.0
Mainrival,Ryzen9_5950x,1,2619.0
Futbolist789,THEGREATCASTLE01,1,1967.0
Lev_2008,miladyusefy,-1,1815.0
fs_Ahmed,mnagi1,1,1431.0
Hirus2002,bennyp3,1,1282.0
Kurosama35,Beschuetzer,1,2337.0
contago,Boogeyfan,1,2008.0
btahtabas,Pumita14,1,740.0
JoshuaWoodward,malabaro,1,1188.0
Pelanos,SirDaja,-1,1010.0
Jobaboun,MiloslavX,-1,1208.0
markopk,calvario19,1,1440.0
Schacher100,vasekpaulus,-1,2262.0
alfados,mycowan,-1,1360.0
Swanse,Ivan-Abramov_89,-1,913.0
jumentol,Keser_07,1,1214.0
aftabmengal,EternalKnight-1,1,2115.0
Drabaden,ispa_chess,-1,1226.0
trunghieuyt,Malachyob,-1,1214.0
enchochoyt,Deathwedgie,-1,1486.0
Isac_Moreira,iortega17,-1,1331.0
chess21411510,TJ5,1,2291.0
zincate,RitabrataDas,-1,1544.0
atoll53,ramabiswal77,-1,1582.0
Sanul-P1C,secondsherlockhome,-1,1085.0
vinicius_sass,ReinsDaily84,1,1389.0
FaultierB,Flexah,1,1288.0
colebn,Agutin007,1,910.0
parhamalinezhad1395,Migdol,1,1621.0
Anoopindian,slavinpupok,-1,746.0
creddy0001,OneDarkNight,-1,1920.0
Khairul_arif_amsyar,fredy77777,-1,1530.0
uranoathos,Sreekanth-singaraju,-1,1542.0
Novichok754,amjad7777,-1,1543.0
noteblues444,polmorfi3946,-1,1862.0
Motherrussia_Yeehaw,gastros,-1,1768.0
startsevsergey,yavuz19750,1,1370.0
XLILM,thatchris,-1,1790.0
Toaster4u,Anissimo,-1,1382.0
Bykovskii_Boris,Ioann83,-1,1872.0
AmolTyagi,juju-beans,-1,1695.0
Pyscon,ajetre,-1,1731.0
Vladimir_99,Akashah01,1,1807.0
Dottore_LaFolgore,Romanoe,-1,1967.0
otiko2008,fachero,-1,1864.0
Smv-k,Tchoupiiii,1,2324.0
WittyChessPuns,MrBorsch,-1,1129.0
SirJccc,shurik888,1,1588.0
cayu,mrkowalczyk,1,1637.0
Bishwanathbts,Lotuseletre,1,1012.0
kabelo2006,Supu-Ya-Mtura,1,1805.0
ErFenomeno,Babalokhnath,-1,1775.0
Pewloka,Ahmed__Horus,1,2106.0
Raicker,Ulyanova_Elizaveta,1,1045.0
wolfepup,hopedieslast,-1,1214.0
diegoagustin,thannuk,1,1460.0
Resevilchess,Shcherbashin_Victor,1,2559.0
Crax26,EgorZakhar,1,1643.0
Gr1shaK,Lengox,-1,2360.0
Arteaga_felipe8,King12324,-1,1489.0
wamizo,,401,1500.0
Potang7171,,401,1500.0
sathvik1105,Vshokk,1,
FiliPPMEXiKO,gabrielstacy,0,905.0
KnightDescry,YagmurSule,1,906.0
SeregaVulkan,novikovcheckmates,1,1678.0
Shirinchess,So0o0o0zi,-1,2507.0
samuelsaga,Avram069046272,-1,947.0
Nofresi,Richard-Jonathan,-1,1993.0
SW02,scripted26,1,1575.0
manosj,Mikki_ru,-1,1779.0
doppelschlag,Karlmanu,-1,1278.0
Saprun1024,turkishgambiit,-1,1114.0
ShaneDaBrain29,Revan79,1,846.0
DragonfireZ,Riversea,-1,1596.0
Junkh34d,Dianos47,-1,1286.0
Artamonoverg,mehregan88,-1,1235.0
zkrepps,LouisCharlesMahe,-1,1804.0
alekhinnemanaba,arno111,-1,2441.0
Kot59,Owechkin_1962,-1,1636.0
USER-165,Jeffreyede,-1,1471.0
shahdhai,icumtears,-1,975.0
rrpeter,Aly_Haroon1790,1,1148.0
Mohammed_daozawy,pumas-barcelona,-1,1794.0
itschess01banyediaq,sergey36,1,1680.0
Lagoa-de-obidos,travbicklee,-1,1952.0
Kenorb666,VojskaRS,-1,2265.0
spiterozo01,GORArm2016,-1,1606.0
Artilerije,gaborkukac,-1,2252.0
HinDavid,Eduefd11111,-1,1144.0
Tamrin87,Mismaluna,1,2135.0
Tamrin87,Mismaluna,1,2135.0
ArsenBelarus,PacaWaca,-1,1903.0
dudaksizzz,sor_33,-1,1440.0
implay,AlekseiR,-1,1859.0
JPractice,Shoeyuz,-1,1791.0
Pblu35,Fildzan-bezbeli,1,2323.0
panteranegra2390,LightLove333,1,1875.0
elaganail,AzamRahim2017,-1,1726.0
Phontsha_1,Timslava,-1,1625.0
hitthebongjack,Zaurbek_Kheteev,-1,2271.0
KG77,CrispoOrbis,-1,2318.0
Dasharathisahoo,Manpacas-1976,-1,2077.0
groccc,Hussein3,1,1617.0
Dark_Fenix,Igor9999999,1,2374.0
CaptainAymanChess,BadrSherif,1,1553.0
llll_lllll,Monsiuu,1,1169.0
Presly_Fischer,diomarjesus,-1,1424.0
YAN2345,Tyy123,-1,1172.0
lucas_ar,Frantechec,-1,1611.0
akozlov002,Telmen68,-1,2075.0
LUQUETJC,Aneeqkky123,-1,1286.0
Saidislom33,Quaternionic_knight,1,1619.0
agrendallan,stephhoch2,-1,1747.0
jospascual,waisqarni,-1,1962.0
Peculiarity_ensuing,ashvin1958,1,1430.0
BatataWn,GRANDMASTERHTM,-1,1029.0
Clementpena-14,Zegarra,0,1956.0
Danielstrike,revan25,-1,1302.0
antrasi70,haudenhorst,1,1759.0
Abou26,semyonMo,0,1382.0
mehdialigol,Kamil_71,1,1886.0
Carlos-Ecuador,Jonasovich,1,1219.0
alireza500,testacc_2,1,1313.0
Pradeeppbt,IlTipoCurioso,-1,1348.0
txere,gio4321,1,1430.0
SergoZubr,entezar514,1,1770.0
walidxnasr,rlrodriguez,-1,1125.0
MAGNUSLEBARBARE,Marcus82,0,2010.0
RjadM,littlegad,1,827.0
Boris_2185,,401,1500.0
mdranjbar,,401,1500.0
Dadisalwaysgreat,dungeonmax,-1,1591.0
afshin80959,pixi041961,-1,1595.0
kameramen0,ldoud,1,1358.0
gamerblaze7639,Yojaaaaa,1,930.0
Daggeah,LifeGoesDown,1,1408.0
Daggeah,LifeGoesDown,1,1408.0
BlackDog888,gzedan58,-1,1176.0
I10qbest,Zakladka,-1,1365.0
Alfredo195,Egarranit-javier,1,
NURHISHAM07,Seytumer,-1,1415.0
Sergei_Kasakov,Sonhamle7,-1,1509.0
gluteus4maximus,Synaptronic,-1,932.0
Elajedrecistaguiller,reprwarrior,-1,2000.0
NoobKyller,CoolMan74,1,1660.0
Ronald-Tepan24,MARIO1962,-1,1522.0
chuchmek2008,MarcoF89,-1,2413.0
yassin-ahmed13,Joyboy2023,-1,1042.0
Arunithya,scubatron,-1,1371.0
petrkraus171,imfrei,-1,1445.0
jabanchic,Hussein_maeya97,-1,1460.0
NazRod15,LaLegenda0F7XYT,-1,1319.0
Maaz_js,Yeysi_luis,-1,1152.0
erdemirbasss,Homelander0,-1,1881.0
ClubArevalo,SHEFFFF,-1,2511.0
Daniil2558,JFFPedro,-1,714.0
AndruCaptain27UA,dlew23,-1,1214.0
mostafa_mando,YBT_Yaman-Bilgi-Tv,1,1602.0
VishagAdhav,parikshith_pradeep,1,1688.0
oaland,leadr_14,1,1338.0
AlexanderSh55,frankewofobe,1,1916.0
Semen-s-wysoty,Take8ook,-1,1075.0
Anderson712,WindBroke,1,991.0
phaeophycean,AliMohssen77,-1,1310.0
SomeGuy1117,Snake8318,1,1318.0
EvrenDogmus,ga_6ygeT_cBeT,-1,1748.0
Tekukur,Wolf_neville,-1,1554.0
rahul1117,lc0nstantin,-1,981.0
Danielskii,farsik,-1,1283.0
Zappanale,OlegKsnchk,1,1375.0
ldereyna,liwinz,-1,1251.0
klassik84,valeraua,-1,1964.0
moc1312010,leda1584,-1,1346.0
compozitor,arespk,1,1185.0
NITZEM,Sasha55776,1,1854.0
fafic,Pieter23,-1,1491.0
Bohner1996,david_middle,-1,1170.0
Cosianfiro,Zelmeira,-1,2050.0
demiryilmaz14,VEERMANI,-1,1851.0
zlinton8,CapibaraMaster,-1,1153.0
IAmTheSpeed,user_47,-1,1104.0
Ayoub67,Sprockel,-1,2434.0
tiltedRoc,Chithra-lal_123,-1,1341.0
drooksh,loosroman,1,1421.0
athe48,Megantara_Wowor,1,2105.0
Chekkonen,sahinbayar,1,1773.0
Gabriel81180,abwfares1965,1,978.0
Silva001,Jayruesir,-1,1898.0
shreemannarayana007,ABAD00N,1,1722.0
vexplorer,sjkim,1,951.0
asdiapotatisen,mijacho,1,2086.0
DufresneAndy,Lokomotiv_78,1,2209.0
subo333,Victorkrrizo,-1,1609.0
Vversipellis,BrankoShibarevic,-1,2400.0
anasse2869,Che_Vladimir,-1,1773.0
Sweetheart_Lollipop,Danny73,-1,1914.0
Albomba4444,AlfaBarbro,-1,2313.0
newacc_19711973,yanis22,-1,930.0
Zaplya,Lost_braincell,-1,2566.0
Zaplya,Lost_braincell,-1,2566.0
MihaiPavel,Anybodyhelpmeplz,1,1170.0
rithu_chess123,larrinaga92,-1,2042.0
arrested_development,the_old_one,-1,2085.0
YandelDC,Ps23-1,-1,1704.0
ozadin,Sebastian29111973,1,1479.0
Blacktrap303,Marcus678,-1,1559.0
postglobal,hitorilmao,1,1038.0
chieater00000007,pupilochess86,1,2647.0
chieater00000007,pupilochess86,1,2647.0
lovelyo,Gjilani,-1,1256.0
checkmate3212,ThreeMoons,-1,1647.0
nightmare7x,Krisschan,-1,1891.0
shubimuthal,Alammonjur,1,2217.0
ioooHoooi,Raptorist,-1,1811.0
ferhat_atbas36,sefaosm,-1,777.0
gfrancis_6,miyajeen,-1,1234.0
crazycrab,GMjorge13,1,1952.0
Justo73,Fermionicboson,-1,1087.0
AFERROB,King0fBlunder,-1,1551.0
fourknght,Vicky-Kirojan,-1,2114.0
pascalquartenoud,Mr_Liontas,-1,1337.0
Thomas_op13,ChrisHH24,-1,1439.0
GERAmini,Sokratis29,1,2197.0
NeworldsPS,mmmmaaa,1,1639.0
AllRino,Praveens1978,-1,1725.0
WarriorParth27,Yatti,-1,2190.0
rv1ces,masterleo81,1,1907.0
coolie95,Antecurs,-1,1949.0
MigueFernandez,Jurist111,-1,1962.0
Trader72,LoneCypress,-1,2604.0
SerbianEagle021,Sixboulots,1,1753.0
Danialnajuan111,hkteh5566,1,1349.0
aidotours,ermil,1,1431.0
roygbiv,ChrisMeyer,-1,1472.0
larastar,SegaSchach,0,1615.0
mariozivovic,zoronk,-1,1845.0
Lirzad,FantasticCabbage,-1,1430.0
Natanail,RandomChromics,0,1247.0
merterimtek,Vincenzo_E,1,1108.0
jibisme,SaveTheQueen2020,-1,1645.0
zacharyfeds,mawhob,-1,1956.0
alirezattavakoli,Sakkmatt2012,-1,1721.0
jonatan-jaguaretama,claudioxd,-1,1893.0
LWalden,ombajay,-1,1737.0
Mark_S_Ingcad,Ruschus,1,2230.0
Mayank0801,NetheredX,-1,1129.0
sukmibeautiful,surypratap_in,-1,1519.0
BonumPencsis,VasTer78,1,1300.0
tlomz,Linnegor,-1,2033.0
jloychin,,401,1500.0
username1826,,401,1500.0
graagon,Ahmeterarslan,1,1928.0
ja4516975,CheckmateOfMyopia,-1,1556.0
chamilton,slowride,-1,1641.0
bela-csi,Lucky_SLI,-1,2134.0
Akshi598,DHH2,-1,1008.0
blue_Air1,alessiodisiena,-1,1492.0
Zsolt1981,Maksi3,1,718.0
Kienbeo123,Luzi99,-1,1105.0
Dmitri1985,Eciu,-1,1769.0
gramrusjr,SumantaPattnaik,-1,1887.0
Almanueva93,Rookie1o1,-1,1946.0
Federico_0007,nemam_blage_veze,1,2452.0
icywhirlpool,Hisoka238,0,753.0
corsaru20,ojoloco11,-1,1174.0
PeReKaTaL,Kayu-Riku,-1,2500.0
nisg122,maskedavengerpjw,-1,1220.0
Cemalto,leon959,-1,1620.0
conrad0001,MrLepeshka,0,1524.0
Abishan99,Gomin_1964,1,2252.0
ceckel,Pousseurdebois77,1,1897.0
butsukolivlang,KeinVerlust,1,2281.0
RareCanvas,Sclass500,1,1600.0
Erdinch,NeptunMZ,-1,1828.0
kbnation,Verlierimmer,-1,1256.0
mimbletonja,OmarGlls_20,1,1716.0
CHESSRBOY,KENIOMENEZES,-1,1510.0
UD2022,GARZINNDHI,1,1327.0
carpino,Viaceslavas,0,1395.0
TomVig,AlexandreScacchi,-1,1356.0
marykush,JONGIN_JEON,1,1900.0
Dhruvinchovatiya_07,adacovsk,-1,1802.0
americpeter,M7al,1,965.0
Accrow,aleioannou,1,1613.0
SamuelRo-FICM,bgkuvguk,1,1257.0
A_ramuk,alisani_safar,0,1828.0
obbikenobbi,fayaz444,-1,1085.0
fatehadib,KrishRS,1,838.0
Elgordo31,roro91,-1,1759.0
Bhargava_Reddy,the_dmg,1,1175.0
AlekhineMyBeloved,beautiful_flyer,1,1590.0
shreyanbangera,Pelezinjosi,-1,1014.0
Spyros_44,kcuser1337,-1,2082.0
luckyoscuro,sneaky_ron82,-1,1809.0
Ali0lev,Yura812,-1,1084.0
thashwini__poojari,Kerei2024,-1,1283.0
Josh1109,Chess_srijit,-1,1320.0
sandip54,Edna_Moulic,-1,2230.0
karmaron,sacha1971,-1,1633.0
WolfgangWoller,Michael-2020,1,1464.0
Vandamdidam,Anarchil,-1,2326.0
themutiny,Bowflex3000,-1,1657.0
casiinoroyale,sushil_123,-1,1730.0
todor680816,Excoach57,-1,1913.0
Echecstourix94500,majidtirehkar,1,2083.0
Afifrayyan,,401,1500.0
mishayag,,401,1500.0
VanSh23,MagnusPolgar,1,2038.0
Chocolate626,Kaeshur,-1,1407.0
a1d2e3,sea_sight,-1,2006.0
warknow123,Nana007,1,1243.0
Laging_Talo,litorg22,1,1688.0
Itsezzy69420,SantiVeloso,0,1096.0
cubic987,PRABHU-JK,-1,852.0
rocket3016,Anonymoussamurai,1,2438.0
oguz89,muralikrishna1970,1,1216.0
Giachemo,Meseca,-1,1488.0
bookcase45,miriart,-1,921.0
aleks2510aaa,warpsmith,1,1769.0
ACarreroPUC,Chigrara,-1,1745.0
Chyren06,Darvykay,-1,1666.0
Alex_Harry,andreibgd11,-1,1395.0
ivantgm,rafadakota,-1,1381.0
Joak75,Faraday_767,-1,1097.0
RC390,Oddjobb,-1,1970.0
adig1211,dNz91,-1,1047.0
Whoa322,Isam12,1,719.0
SirConflexe,George55,-1,2003.0
brunobos94,ivanilyic,0,1618.0
phantomhell,LastPawn08,-1,1619.0
DavidMartPer,SharkKing31,-1,2102.0
Gaser15,,401,1500.0
prochesseur02,,401,1500.0
Dook10,longanizo,-1,2346.0
Yury_1961,Selfmade007,1,1668.0
saipranavdesai,JhojanMM,-1,
abobandit1337,Steilpass,-1,1358.0
mikle312,cHrom-v,1,1520.0
evgenevgenr,lolito59,1,1890.0
md_araf_hasan2009,Bakibuka19,-1,1334.0
Acidoliturgico,aminooie,-1,1920.0
oldman62,alex_bodnar,-1,2316.0
mahan90,eperne,1,2010.0
cvasile,Emerick2411,1,983.0
dejavu149,omaressa,1,1312.0
FC2038,HAYK81,-1,1641.0
mkmad777,DEMEGA2020,-1,1691.0
Abhinandan14,Darsin_123,1,1214.0
schultze,StrategyInLife,-1,1739.0
methnadaLISG,Rejecs,-1,1087.0
Taylanhebe,Bup17,-1,1157.0
Cobehamchoico,Scarl3t,1,1151.0
DonThie,DENONDP,-1,1797.0
ihavecoffee,Tesii,1,1861.0
roloevaa,pakillo,0,1579.0
Robinzulu,Sussa,-1,1841.0
SergMag3,Ricky32,1,1564.0
aal17,Yuuichi3697,-1,1000.0
Kushnir_Anton_Msk,Sulimov_Alexey_Msk,1,1345.0
clarkoclarko,Abosalah111,1,1157.0
Chase_Deadsize,bon444,-1,975.0
Zimbudzana,ambatochess2023,-1,1940.0
Hikri,alpercoskun,1,1456.0
MiguelFanego,juanjovca,-1,1246.0
dep123,NateBrady23,-1,1849.0
Kefir911,Ig4444,1,1882.0
Francescogull,ashton22,1,739.0
adrenalinedu83,Golfbuddy2929,1,1663.0
Vetvinod,TitiFeudus,-1,939.0
karkas1950,D3vonStack,1,1817.0
Zikok,kasatk50,1,1955.0
alcowa,Sofia_1711,1,1082.0
RienSePasse,jonycage15,-1,1902.0
Probe1,rajat_raju,1,1251.0
PurpleLynel,Spider0nWall,-1,1122.0
DodoyKrizVillareal,Pekaropa,1,2322.0
PaterRalf,ricardowill,-1,1263.0
Szymeczq,IsaacAniefiok,1,1714.0
sens235,beetle6821,-1,1250.0
Nemo_The_Fish,,401,1500.0
SuperSnikerS,Traxtibidox2002,1,1742.0
bojkata12,StavR,1,1693.0
DilnozaG,Age62,0,1708.0
Manosfighter,blind_io,-1,1855.0
Poulipabe,sashalil,1,1543.0
josepat,rc368,1,1915.0
metin4412,Djerdji,-1,1285.0
udgith_22,JlopD,-1,932.0
mesuli,Hperm,1,1454.0
MarcelDk,Luchon62,1,878.0
Kavlahkaff,Julian50,-1,1512.0
Faruku,Vyrubala73,-1,2403.0
Asuyutb,Cholochan,1,1802.0
altr4z,klimokrates,-1,1725.0
panayeet,RASS_X,1,2027.0
WolfMcCloud,masco_828,1,1104.0
aissamate,XavierSantos,-1,1349.0
Ybo123,sakia3,1,1234.0
