user_id,win_rate,lose_rate,draw_rate,game_count,blitz_rating,rating_bin,white_win_rate,white_lose_rate,white_draw_rate,white_game_count,black_win_rate,black_lose_rate,black_draw_rate,black_game_count,top_eco,second_eco,top_winrate_eco,second_winrate_eco,mate_winrate,resign_winrate,time_winrate,mate_lossrate,resign_lossrate,time_lossrate,average_game_len
NikitaChempion,47.0,48.0,5.0,100.0,1581.0,1580-1599,63.83,25.532,10.638,47.0,53.571,37.5,8.929,56.0,B01,nonStandard,D32,A11,0.367,0.4,0.167,0.576,0.03,0.394,520.0
beto55,50.0,47.0,3.0,100.0,1604.0,1600-1619,58.73,39.683,1.587,63.0,43.548,53.226,3.226,62.0,C50,C44,B07,B50,0.188,0.562,0.219,0.172,0.672,0.155,379.0
bowyer,56.0,40.0,4.0,100.0,1868.0,1860-1879,40.323,50.0,9.677,62.0,41.27,55.556,3.175,63.0,C50,D00,B10,D03,0.196,0.549,0.235,0.152,0.333,0.258,238.0
OmarAnssary,52.0,41.0,7.0,100.0,2162.0,2160-2179,63.934,29.508,6.557,61.0,60.938,35.938,3.125,64.0,B43,B01,B12,D03,0.09,0.679,0.231,0.195,0.537,0.268,266.0
aleinaf,42.0,55.0,3.0,100.0,1098.0,1080-1099,63.333,30.0,6.667,60.0,49.231,47.692,3.077,65.0,B10,C44,C65,B30,0.2,0.543,0.2,0.367,0.612,0.02,290.0
rovespieros_1789,51.0,46.0,3.0,100.0,1590.0,1580-1599,49.18,50.82,0.0,61.0,46.875,53.125,0.0,64.0,B50,C25,C02,B44,0.133,0.75,0.1,0.154,0.815,0.031,468.0
Cygnus_88,23.0,76.0,0.0,39.0,847.0,840-859,39.13,60.87,0.0,23.0,33.333,63.636,3.03,33.0,C20,C41,B00,A01,0.1,0.6,0.2,0.457,0.2,0.314,350.0
Brayola,66.0,33.0,0.0,45.0,1812.0,1800-1819,38.71,56.452,4.839,62.0,36.508,58.73,4.762,63.0,C50,B01,C47,D15,0.191,0.574,0.149,0.111,0.514,0.361,299.0
sa1ama,42.0,53.0,5.0,100.0,1719.0,1700-1719,60.0,36.923,3.077,65.0,40.0,55.0,5.0,60.0,D21,D06,D31,C30,0.254,0.429,0.302,0.456,0.474,0.035,229.0
Fohlen1900,52.0,47.0,0.0,69.0,1559.0,1540-1559,50.0,41.935,8.065,62.0,41.27,53.968,4.762,63.0,C00,D31,E92,A50,0.228,0.474,0.263,0.5,0.45,0.05,390.0
tigre_1968,40.0,54.0,6.0,100.0,1121.0,1120-1139,42.424,50.0,7.576,66.0,55.932,42.373,1.695,59.0,B20,D20,A00,D21,0.459,0.279,0.262,0.224,0.31,0.448,244.0
amiralit_91,22.0,70.0,7.0,81.0,1112.0,1100-1119,28.947,71.053,0.0,38.0,39.08,57.471,3.448,87.0,C50,B00,C46,C26,0.156,0.644,0.156,0.481,0.039,0.468,433.0
PavelStruk82,0.0,100.0,0.0,3.0,965.0,960-979,33.333,62.963,3.704,27.0,22.222,75.556,2.222,45.0,C50,A22,D07,C47,0.474,0.263,0.158,0.059,0.529,0.392,388.0
AquariusAquarius,49.0,47.0,4.0,100.0,1390.0,1380-1399,46.875,53.125,0.0,64.0,49.18,49.18,1.639,61.0,A40,C50,B21,B50,0.35,0.45,0.167,0.016,0.828,0.141,331.0
Pebchem,52.0,43.0,5.0,100.0,1650.0,1640-1659,58.065,35.484,6.452,62.0,53.968,42.857,3.175,63.0,B50,A40,D31,E64,0.071,0.7,0.2,0.163,0.776,0.061,300.0
slavyn81,50.0,50.0,0.0,100.0,1632.0,1620-1639,51.613,48.387,0.0,62.0,46.032,53.968,0.0,63.0,C70,C44,C24,B06,0.262,0.59,0.148,0.0,0.656,0.328,500.0
king_chess_2,12.0,75.0,12.0,24.0,880.0,860-879,0.0,100.0,0.0,1.0,14.286,71.429,14.286,7.0,C47,D00,D06,D00,0.0,1.0,0.0,0.333,0.667,0.0,312.0
IdeafixS,57.0,42.0,0.0,78.0,1737.0,1720-1739,60.938,32.812,6.25,64.0,54.098,44.262,1.639,61.0,A40,B00,A56,A43,0.25,0.444,0.292,0.229,0.542,0.229,352.0
MatejDlugos2013,22.0,66.0,11.0,27.0,1267.0,1260-1279,44.262,49.18,6.557,61.0,31.25,65.625,3.125,64.0,C00,B00,C48,B50,0.319,0.447,0.213,0.236,0.431,0.236,411.0
KrOOOt459,100.0,0.0,0.0,21.0,1226.0,1220-1239,59.701,28.358,11.94,67.0,60.345,34.483,5.172,58.0,B01,nonStandard,C43,B45,0.493,0.333,0.093,0.308,0.692,0.0,206.0
Cataklysme007,36.0,64.0,0.0,100.0,773.0,760-779,50.0,46.875,3.125,64.0,50.82,49.18,0.0,61.0,C42,C20,B32,C41,0.429,0.397,0.111,0.283,0.15,0.517,345.0
Cat_Chess_7,61.0,38.0,0.0,54.0,1808.0,1800-1819,46.774,45.161,8.065,62.0,52.381,38.095,9.524,63.0,A00,B40,A57,D15,0.194,0.581,0.226,0.192,0.712,0.096,320.0
CesarAugust77,50.0,50.0,0.0,30.0,1428.0,1420-1439,51.786,48.214,0.0,56.0,52.174,46.377,1.449,69.0,B40,C44,C20,D01,0.415,0.415,0.123,0.153,0.458,0.39,468.0
CELENGGULING,48.0,50.0,2.0,100.0,1615.0,1600-1619,58.73,38.095,3.175,63.0,43.548,53.226,3.226,62.0,A00,C00,A01,A02,0.344,0.391,0.219,0.439,0.035,0.439,241.0
acemage82,46.0,48.0,6.0,100.0,2234.0,2220-2239,58.065,40.323,1.613,62.0,46.032,47.619,6.349,63.0,B23,A45,B07,A43,0.138,0.677,0.185,0.055,0.8,0.145,235.0
aescudero32,49.0,47.0,4.0,100.0,1054.0,1040-1059,52.381,42.857,4.762,63.0,35.484,59.677,4.839,62.0,B02,C20,C46,C41,0.164,0.309,0.455,0.875,0.0,0.125,426.0
ce31,43.0,56.0,1.0,100.0,1360.0,1340-1359,48.387,50.0,1.613,62.0,39.683,58.73,1.587,63.0,D02,A40,B06,A20,0.364,0.4,0.218,0.397,0.338,0.235,231.0
Zoltankovacs,50.0,47.0,3.0,100.0,2201.0,2200-2219,55.224,40.299,4.478,67.0,51.724,44.828,3.448,58.0,A45,C02,B24,C43,0.224,0.627,0.134,0.038,0.717,0.226,399.0
Yehia_ElNashar106,53.0,44.0,3.0,100.0,1781.0,1780-1799,53.968,42.857,3.175,63.0,50.0,46.774,3.226,62.0,B01,D00,C34,B15,0.338,0.446,0.2,0.464,0.232,0.25,244.0
zish0106,12.0,87.0,0.0,24.0,1032.0,1020-1039,0.0,100.0,0.0,6.0,50.0,50.0,0.0,2.0,A00,C25,B02,C25,1.0,0.0,0.0,0.714,0.143,0.143,469.0
Spitzmaher,50.0,50.0,0.0,6.0,1490.0,1480-1499,46.154,50.0,3.846,26.0,52.0,44.0,4.0,25.0,B30,B20,A45,A40,0.4,0.48,0.04,0.375,0.208,0.208,423.0
Farzanenazari,46.0,51.0,3.0,100.0,1091.0,1080-1099,44.615,52.308,3.077,65.0,45.0,51.667,3.333,60.0,D00,A40,C20,C26,0.268,0.5,0.196,0.477,0.323,0.092,556.0
CheeeeseMan,48.0,38.0,14.0,100.0,1079.0,1060-1079,51.786,41.071,7.143,56.0,44.262,47.541,8.197,61.0,D00,B00,C22,D01,0.321,0.518,0.107,0.423,0.404,0.135,365.0
klepilini,46.0,53.0,1.0,100.0,1389.0,1380-1399,56.452,40.323,3.226,62.0,38.095,58.73,3.175,63.0,B00,A00,C40,D01,0.373,0.458,0.153,0.048,0.323,0.629,440.0
Buda1967,53.0,33.0,14.0,100.0,2328.0,2320-2339,43.548,40.323,16.129,62.0,44.444,44.444,11.111,63.0,B00,B22,C42,A28,0.036,0.673,0.291,0.113,0.736,0.151,419.0
gabi2004,52.0,43.0,5.0,100.0,1922.0,1920-1939,46.774,48.387,4.839,62.0,52.381,42.857,4.762,63.0,B01,B20,B14,A00,0.194,0.613,0.161,0.596,0.14,0.263,399.0
aahil_haq,33.0,33.0,33.0,9.0,686.0,680-699,25.0,66.667,8.333,12.0,30.769,69.231,0.0,13.0,C20,C24,A04,D00,0.857,0.143,0.0,0.471,0.353,0.059,397.0
Sonhamle7,47.0,53.0,0.0,100.0,1490.0,1480-1499,59.016,34.426,6.557,61.0,40.625,53.125,6.25,64.0,C50,B01,B40,C22,0.484,0.339,0.177,0.164,0.636,0.2,219.0
Facundox7x7,25.0,66.0,7.0,81.0,1237.0,1220-1239,46.154,52.308,1.538,65.0,48.333,48.333,3.333,60.0,B01,C50,D10,D11,0.458,0.424,0.119,0.317,0.048,0.587,345.0
LawrenceK1ng,49.0,48.0,3.0,100.0,1688.0,1680-1699,47.619,52.381,0.0,63.0,48.387,46.774,4.839,62.0,C30,B00,A46,B07,0.317,0.4,0.283,0.113,0.726,0.129,237.0
Neeleshm,26.0,67.0,6.0,61.0,887.0,880-899,44.828,51.724,3.448,58.0,47.761,50.746,1.493,67.0,C50,C42,C56,C25,0.552,0.224,0.138,0.438,0.516,0.016,260.0
galpet,52.0,46.0,2.0,100.0,1250.0,1240-1259,48.333,51.667,0.0,60.0,38.462,61.538,0.0,65.0,C44,D00,A02,B02,0.241,0.444,0.315,0.366,0.423,0.183,235.0
Ersin_k,53.0,40.0,6.0,45.0,1006.0,1000-1019,48.438,42.188,9.375,64.0,39.344,55.738,4.918,61.0,C20,B00,A01,D04,0.273,0.218,0.473,0.639,0.148,0.213,305.0
BrianGinsberg,51.0,48.0,1.0,100.0,1545.0,1540-1559,50.0,48.438,1.562,64.0,52.459,44.262,3.279,61.0,C23,C50,C21,A21,0.359,0.359,0.25,0.207,0.586,0.207,254.0
Barca10roni1,52.0,44.0,4.0,100.0,1900.0,1880-1899,46.774,51.613,1.613,62.0,41.27,53.968,4.762,63.0,B01,A40,D06,B50,0.182,0.673,0.127,0.061,0.758,0.106,169.0
Taccura,39.0,51.0,10.0,100.0,846.0,840-859,53.226,41.935,4.839,62.0,53.968,41.27,4.762,63.0,D02,A40,A49,A01,0.239,0.463,0.239,0.923,0.0,0.077,357.0
Binara_MC,30.0,59.0,11.0,100.0,1044.0,1040-1059,38.71,56.452,4.839,62.0,33.333,60.317,6.349,63.0,C50,B00,C60,C23,0.378,0.356,0.2,0.616,0.274,0.082,255.0
TroutHunter,43.0,50.0,7.0,100.0,1559.0,1540-1559,49.206,44.444,6.349,63.0,43.548,46.774,9.677,62.0,B27,A40,A41,E61,0.207,0.466,0.31,0.211,0.772,0.018,275.0
CharlySunday,55.0,42.0,3.0,100.0,1154.0,1140-1159,57.627,42.373,0.0,59.0,54.545,42.424,3.03,66.0,C42,C50,C58,C64,0.257,0.586,0.143,0.528,0.453,0.019,513.0
BeshenayaPehska,46.0,49.0,5.0,100.0,1578.0,1560-1579,46.875,53.125,0.0,64.0,50.82,42.623,6.557,61.0,A06,nonStandard,D02,B32,0.344,0.475,0.164,0.117,0.533,0.35,351.0
Czid,47.0,51.0,2.0,100.0,987.0,980-999,47.619,52.381,0.0,63.0,41.935,54.839,3.226,62.0,D00,A40,A41,D05,0.286,0.286,0.411,0.388,0.388,0.224,269.0
zts1976,63.0,36.0,0.0,66.0,1366.0,1360-1379,56.25,43.75,0.0,64.0,45.902,49.18,4.918,61.0,C02,B40,D30,C10,0.219,0.531,0.219,0.034,0.776,0.172,347.0
facunet,50.0,47.0,3.0,100.0,1911.0,1900-1919,54.098,39.344,6.557,61.0,45.312,53.125,1.562,64.0,B32,B10,B76,D02,0.161,0.565,0.274,0.224,0.621,0.155,588.0
jeronimestre,63.0,31.0,5.0,57.0,1602.0,1600-1619,49.206,47.619,3.175,63.0,51.613,43.548,4.839,62.0,B01,D00,D38,C02,0.254,0.556,0.143,0.298,0.684,0.018,509.0
Bootchun,43.0,55.0,2.0,100.0,1514.0,1500-1519,55.556,44.444,0.0,63.0,45.161,54.839,0.0,62.0,B10,B01,C26,D90,0.476,0.429,0.095,0.226,0.694,0.065,305.0
Ayeshu,52.0,42.0,6.0,100.0,1484.0,1480-1499,76.667,15.0,8.333,60.0,27.692,58.462,13.846,65.0,nonStandard,C50,C54,D05,0.625,0.203,0.062,0.191,0.723,0.043,166.0
K076Lungani,48.0,49.0,3.0,100.0,1627.0,1620-1639,44.444,49.206,6.349,63.0,43.548,53.226,3.226,62.0,A00,B06,A10,A01,0.327,0.455,0.182,0.516,0.141,0.344,272.0
Shamil1981,36.0,57.0,6.0,100.0,1203.0,1200-1219,42.623,55.738,1.639,61.0,54.688,40.625,4.688,64.0,C40,C42,B06,C21,0.295,0.541,0.098,0.517,0.3,0.183,204.0
LAV-U,42.0,52.0,6.0,100.0,1619.0,1600-1619,34.848,63.636,1.515,66.0,52.542,44.068,3.39,59.0,B06,B20,E70,A00,0.593,0.259,0.093,0.132,0.456,0.397,244.0
knyazkratok,51.0,46.0,3.0,100.0,1367.0,1360-1379,51.613,43.548,4.839,62.0,44.444,53.968,1.587,63.0,A40,D10,D06,C01,0.2,0.667,0.083,0.393,0.328,0.262,623.0
atishaycnova,25.0,75.0,0.0,24.0,1025.0,1020-1039,39.655,51.724,8.621,58.0,34.328,62.687,2.985,67.0,nonStandard,C23,C44,C41,0.543,0.261,0.087,0.444,0.361,0.083,246.0
Petma,40.0,53.0,7.0,100.0,1921.0,1920-1939,43.939,50.0,6.061,66.0,32.203,61.017,6.78,59.0,B01,B21,B07,B27,0.25,0.458,0.292,0.174,0.551,0.261,255.0
Bobj88,42.0,56.0,2.0,100.0,1935.0,1920-1939,60.938,35.938,3.125,64.0,40.984,55.738,3.279,61.0,B40,C25,B32,A02,0.234,0.672,0.094,0.0,0.667,0.316,316.0
Maria_Sok,54.0,45.0,1.0,100.0,1223.0,1220-1239,52.381,42.857,4.762,63.0,43.548,51.613,4.839,62.0,C44,B30,B27,A06,0.25,0.533,0.183,0.119,0.492,0.373,372.0
farshad777,30.0,65.0,3.0,78.0,946.0,940-959,33.333,61.404,5.263,57.0,45.588,48.529,5.882,68.0,A00,B02,B01,A02,0.28,0.6,0.08,0.353,0.397,0.25,375.0
Alexkhinine,70.0,25.0,5.0,100.0,1409.0,1400-1419,67.213,29.508,3.279,61.0,51.562,46.875,1.562,64.0,D00,A40,C70,C77,0.27,0.568,0.149,0.271,0.667,0.021,319.0
nhlm_777,43.0,54.0,3.0,100.0,798.0,780-799,49.18,49.18,1.639,61.0,39.062,59.375,1.562,64.0,C20,C41,B10,A04,0.509,0.291,0.091,0.147,0.088,0.618,339.0
slad,43.0,56.0,0.0,100.0,777.0,760-779,44.444,55.556,0.0,63.0,46.774,53.226,0.0,62.0,B01,C23,C25,B10,0.439,0.298,0.158,0.029,0.074,0.897,409.0
Demifacto,47.0,44.0,9.0,100.0,1644.0,1640-1659,56.25,39.062,4.688,64.0,45.902,42.623,11.475,61.0,B23,C50,C42,C40,0.188,0.578,0.234,0.216,0.588,0.137,346.0
Elritorno,39.0,46.0,15.0,100.0,2197.0,2180-2199,39.655,51.724,8.621,58.0,43.284,44.776,11.94,67.0,B01,A45,A17,B20,0.135,0.577,0.192,0.117,0.6,0.267,259.0
iandmcelroy,55.0,38.0,7.0,100.0,1601.0,1600-1619,59.677,33.871,6.452,62.0,49.206,44.444,6.349,63.0,B50,C50,B32,C40,0.25,0.456,0.235,0.347,0.531,0.102,370.0
HIGHJUMPER65,45.0,51.0,4.0,100.0,1852.0,1840-1859,46.774,50.0,3.226,62.0,34.921,58.73,6.349,63.0,B00,B20,A21,B44,0.353,0.549,0.078,0.456,0.412,0.132,378.0
Bulgin,48.0,44.0,8.0,100.0,1108.0,1100-1119,51.562,43.75,4.688,64.0,37.705,57.377,4.918,61.0,C21,C20,B54,B34,0.196,0.732,0.036,0.222,0.651,0.063,318.0
the_paradox_1729,40.0,53.0,6.0,45.0,1327.0,1320-1339,44.643,51.786,3.571,56.0,36.232,63.768,0.0,69.0,C41,B00,A05,A09,0.3,0.48,0.18,0.219,0.493,0.247,338.0
Wimvdvelden,45.0,49.0,6.0,100.0,1450.0,1440-1459,52.381,47.619,0.0,63.0,56.452,30.645,12.903,62.0,A40,D00,B21,A04,0.294,0.485,0.176,0.429,0.286,0.265,366.0
rayposta,42.0,56.0,2.0,100.0,1325.0,1320-1339,43.333,53.333,3.333,60.0,38.462,50.769,10.769,65.0,A00,D00,D35,C26,0.235,0.471,0.176,0.446,0.092,0.385,350.0
InflameSG,48.0,50.0,2.0,100.0,1822.0,1820-1839,49.206,46.032,4.762,63.0,35.484,61.29,3.226,62.0,B50,B21,D32,C30,0.151,0.585,0.208,0.313,0.567,0.119,378.0
Deepak7me,56.0,41.0,3.0,100.0,1777.0,1760-1779,47.541,50.82,1.639,61.0,54.688,42.188,3.125,64.0,B01,B00,B06,C05,0.344,0.531,0.125,0.207,0.19,0.586,256.0
Kartikay123,45.0,40.0,13.0,66.0,1149.0,1140-1159,53.226,40.323,6.452,62.0,31.746,58.73,9.524,63.0,D00,C50,C48,C42,0.34,0.434,0.189,0.387,0.387,0.113,296.0
uknown_user007,51.0,43.0,6.0,100.0,1250.0,1240-1259,54.688,39.062,6.25,64.0,39.344,50.82,9.836,61.0,B00,C62,B01,A06,0.39,0.356,0.254,0.321,0.464,0.125,237.0
FreddyOne,50.0,50.0,0.0,6.0,927.0,920-939,41.304,56.522,2.174,46.0,29.167,70.833,0.0,24.0,B01,C20,C30,B30,0.308,0.385,0.115,0.186,0.488,0.302,442.0
Peter383,45.0,50.0,5.0,100.0,1559.0,1540-1559,44.444,52.381,3.175,63.0,43.548,50.0,6.452,62.0,C02,C00,B00,A40,0.055,0.727,0.218,0.125,0.734,0.141,358.0
SoheiliM,62.0,36.0,2.0,100.0,1700.0,1680-1699,57.812,40.625,1.562,64.0,50.82,45.902,3.279,61.0,A45,C50,B33,C66,0.118,0.662,0.191,0.037,0.593,0.37,370.0
marsianinme,41.0,55.0,4.0,100.0,2057.0,2040-2059,50.0,45.161,4.839,62.0,36.508,55.556,7.937,63.0,A01,A20,D16,B10,0.111,0.63,0.222,0.016,0.873,0.095,398.0
smihir6,51.0,41.0,8.0,100.0,2630.0,2620-2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dima5120,16.0,83.0,0.0,6.0,685.0,680-699,0.0,100.0,0.0,3.0,33.333,66.667,0.0,3.0,D00,C50,C48,D00,1.0,0.0,0.0,0.8,0.2,0.0,430.0
richdaly,52.0,48.0,0.0,100.0,1558.0,1540-1559,50.0,48.387,1.613,62.0,41.27,57.143,1.587,63.0,D02,D00,C54,A45,0.561,0.351,0.088,0.258,0.545,0.197,232.0
Artem-Legenda,36.0,64.0,0.0,100.0,1367.0,1360-1379,48.529,47.059,4.412,68.0,43.86,52.632,3.509,57.0,nonStandard,A04,D35,D79,0.586,0.345,0.034,0.21,0.71,0.065,389.0
nima1010,41.0,53.0,6.0,100.0,1961.0,1960-1979,49.18,44.262,6.557,61.0,42.188,50.0,7.812,64.0,B23,C50,C26,A15,0.14,0.649,0.158,0.136,0.322,0.492,419.0
gugaglonti,48.0,48.0,4.0,100.0,1465.0,1460-1479,52.381,42.857,4.762,63.0,41.935,56.452,1.613,62.0,C50,C57,B01,B18,0.237,0.627,0.102,0.048,0.79,0.161,300.0
spiroulla,44.0,46.0,10.0,100.0,1355.0,1340-1359,44.262,50.82,4.918,61.0,39.062,54.688,6.25,64.0,C20,C42,B20,D20,0.25,0.538,0.192,0.303,0.333,0.273,385.0
armando-pelayo,43.0,51.0,6.0,100.0,1167.0,1160-1179,43.548,46.774,9.677,62.0,34.921,58.73,6.349,63.0,B01,D00,D02,A80,0.224,0.551,0.184,0.939,0.015,0.015,351.0
shankar97,42.0,56.0,2.0,100.0,1203.0,1200-1219,50.847,45.763,3.39,59.0,54.545,42.424,3.03,66.0,A01,B01,D06,D02,0.288,0.394,0.288,0.327,0.4,0.164,346.0
Spanish_Giri,54.0,38.0,8.0,100.0,1077.0,1060-1079,43.548,45.161,11.29,62.0,44.444,44.444,11.111,63.0,C50,C46,A01,B08,0.345,0.491,0.127,0.518,0.446,0.036,381.0
Sjb999,47.0,50.0,3.0,100.0,1254.0,1240-1259,60.317,38.095,1.587,63.0,54.839,41.935,3.226,62.0,C20,C41,C25,B06,0.375,0.431,0.153,0.4,0.32,0.22,335.0
hKurt35-5,100.0,0.0,0.0,3.0,1212.0,1200-1219,44.444,50.794,4.762,63.0,43.548,54.839,1.613,62.0,B01,C00,C01,C55,0.418,0.327,0.2,0.394,0.364,0.212,255.0
hainam1212,0.0,100.0,0.0,3.0,1229.0,1220-1239,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2.0,A00,D01,A00,D01,1.0,0.0,0.0,0.0,0.0,0.0,326.0
Advait0722,44.0,53.0,3.0,100.0,1006.0,1000-1019,50.0,50.0,0.0,26.0,35.714,60.714,3.571,28.0,C50,C44,A00,C34,0.696,0.087,0.13,0.733,0.0,0.2,465.0
LuisOsnayo_UNAP,0.0,100.0,0.0,3.0,906.0,900-919,23.81,76.19,0.0,21.0,26.667,73.333,0.0,15.0,C20,C00,B00,B01,0.556,0.0,0.444,0.519,0.074,0.407,476.0
koki101,53.0,45.0,2.0,100.0,1707.0,1700-1719,53.125,45.312,1.562,64.0,47.541,49.18,3.279,61.0,C41,C20,C25,C01,0.286,0.349,0.349,0.322,0.475,0.203,260.0
le_mozart_des_echecs,59.0,37.0,4.0,100.0,1986.0,1980-1999,60.317,31.746,7.937,63.0,58.065,35.484,6.452,62.0,C00,A01,C02,C41,0.23,0.514,0.216,0.024,0.69,0.286,239.0
Chemtails,46.0,53.0,1.0,100.0,1180.0,1160-1179,44.444,53.968,1.587,63.0,46.774,51.613,1.613,62.0,D00,B10,B13,A48,0.211,0.667,0.088,0.136,0.833,0.015,347.0
Forza_Chess_897,41.0,51.0,8.0,100.0,1500.0,1480-1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paffins,53.0,45.0,2.0,100.0,1684.0,1680-1699,58.462,36.923,4.615,65.0,33.333,65.0,1.667,60.0,B01,D06,D85,B06,0.138,0.672,0.155,0.159,0.651,0.095,482.0
Leandroverea,39.0,56.0,4.0,100.0,1451.0,1440-1459,43.077,52.308,4.615,65.0,48.333,48.333,3.333,60.0,B27,B20,C41,A43,0.333,0.526,0.105,0.19,0.54,0.048,427.0
dmw101,41.0,59.0,0.0,100.0,1469.0,1460-1479,29.231,67.692,3.077,65.0,35.0,61.667,3.333,60.0,A40,B13,D20,D07,0.225,0.425,0.25,0.235,0.58,0.148,302.0
Charith2010,57.0,28.0,14.0,42.0,1016.0,1000-1019,50.0,40.0,10.0,10.0,40.0,50.0,10.0,10.0,B00,C30,A41,B20,0.889,0.0,0.111,0.222,0.667,0.0,288.0
Yegonator,43.0,56.0,0.0,90.0,1326.0,1320-1339,51.471,45.588,2.941,68.0,35.088,63.158,1.754,57.0,C50,A40,A41,A46,0.2,0.655,0.073,0.269,0.507,0.209,357.0
Drafter54,39.0,59.0,2.0,100.0,1058.0,1040-1059,40.909,57.576,1.515,66.0,45.763,50.847,3.39,59.0,B10,A40,C00,B14,0.167,0.481,0.296,0.221,0.75,0.029,331.0
Malireza2400,50.0,47.0,3.0,100.0,1754.0,1740-1759,53.226,45.161,1.613,62.0,44.444,50.794,4.762,63.0,C50,B30,C44,C62,0.148,0.557,0.279,0.633,0.1,0.233,398.0
Dove_1ne,55.0,41.0,4.0,100.0,2092.0,2080-2099,47.619,46.032,6.349,63.0,46.774,43.548,9.677,62.0,C00,A00,B00,A19,0.153,0.593,0.237,0.375,0.143,0.482,291.0
antu_S,47.0,52.0,0.0,57.0,1093.0,1080-1099,54.545,45.455,0.0,11.0,30.0,70.0,0.0,10.0,C00,B10,B00,A01,0.333,0.556,0.111,0.417,0.417,0.167,366.0
kuhan2015,26.0,72.0,2.0,100.0,1567.0,1560-1579,42.857,53.968,3.175,63.0,46.774,51.613,1.613,62.0,C50,C46,C28,C47,0.411,0.339,0.179,0.576,0.379,0.045,297.0
EmmVen,46.0,51.0,3.0,100.0,1054.0,1040-1059,61.29,35.484,3.226,62.0,39.683,60.317,0.0,63.0,C41,C50,B02,C44,0.302,0.429,0.111,0.383,0.333,0.183,548.0
raga00,44.0,50.0,6.0,100.0,1926.0,1920-1939,50.0,43.548,6.452,62.0,53.968,39.683,6.349,63.0,C42,A40,D30,A13,0.138,0.569,0.262,0.154,0.808,0.038,224.0
ABU-TALHA,54.0,44.0,2.0,100.0,1429.0,1420-1439,46.774,50.0,3.226,62.0,52.381,42.857,4.762,63.0,C50,C44,D07,C54,0.194,0.581,0.161,0.207,0.603,0.138,432.0
PatserFasul,70.0,30.0,0.0,90.0,1213.0,1200-1219,50.877,45.614,3.509,57.0,41.176,52.941,5.882,68.0,A40,D00,C24,C44,0.316,0.561,0.105,0.581,0.258,0.161,335.0
timdelawe,44.0,53.0,3.0,100.0,1441.0,1440-1459,45.902,50.82,3.279,61.0,46.875,51.562,1.562,64.0,B10,B13,B01,B34,0.241,0.534,0.207,0.344,0.344,0.312,362.0
dutyedimduttubeni12,51.0,45.0,2.0,37.0,1500.0,1480-1499,47.368,47.368,5.263,19.0,55.556,44.444,0.0,18.0,A40,B50,D93,A22,0.526,0.158,0.316,0.588,0.294,0.118,317.0
CARL0S_MAGNUSSEN,54.0,45.0,1.0,100.0,1604.0,1600-1619,56.452,37.097,6.452,62.0,47.619,46.032,6.349,63.0,B01,A40,B40,A02,0.462,0.354,0.185,0.135,0.808,0.058,195.0
jesusmz69,51.0,49.0,0.0,100.0,1252.0,1240-1259,60.938,37.5,1.562,64.0,32.787,67.213,0.0,61.0,B01,C44,A45,B53,0.356,0.373,0.203,0.462,0.108,0.385,248.0
Igorij137,100.0,0.0,0.0,6.0,1672.0,1660-1679,50.0,41.935,8.065,62.0,36.508,52.381,11.111,63.0,B10,B12,D20,C20,0.241,0.611,0.148,0.034,0.492,0.475,608.0
UnBeMa,52.0,44.0,4.0,100.0,1270.0,1260-1279,49.206,46.032,4.762,63.0,50.0,45.161,4.839,62.0,A40,D02,A04,D06,0.177,0.5,0.306,0.368,0.614,0.018,326.0
jayjoshi9676,66.0,33.0,0.0,9.0,1025.0,1020-1039,45.161,51.613,3.226,62.0,27.273,72.727,0.0,55.0,A00,C20,A01,B20,0.349,0.302,0.302,0.528,0.306,0.083,226.0
VeganMU,49.0,48.0,3.0,100.0,1962.0,1960-1979,50.0,46.774,3.226,62.0,28.571,65.079,6.349,63.0,D00,C23,C41,C43,0.163,0.735,0.102,0.2,0.4,0.357,246.0
dkdkds,0.0,100.0,0.0,4.0,927.0,920-939,0.0,100.0,0.0,3.0,0.0,100.0,0.0,1.0,A00,C20,C20,A00,0.0,0.0,0.0,0.25,0.75,0.0,139.0
srinikrishnan,53.0,44.0,3.0,100.0,1303.0,1300-1319,52.308,43.077,4.615,65.0,45.0,46.667,8.333,60.0,C20,C41,D00,C25,0.18,0.541,0.246,0.286,0.625,0.089,341.0
Max_Blunders,47.0,45.0,8.0,100.0,1715.0,1700-1719,46.875,50.0,3.125,64.0,49.18,45.902,4.918,61.0,D00,A40,B35,A00,0.133,0.617,0.233,0.2,0.733,0.05,324.0
Ahmed024,49.0,46.0,5.0,100.0,1410.0,1400-1419,64.615,33.846,1.538,65.0,41.667,56.667,1.667,60.0,C20,B01,B06,B00,0.299,0.388,0.299,0.625,0.125,0.214,399.0
BartekGHG,40.0,55.0,3.0,81.0,1611.0,1600-1619,42.623,55.738,1.639,61.0,35.938,60.938,3.125,64.0,B12,B00,C29,C00,0.408,0.367,0.184,0.384,0.479,0.137,247.0
