user_op,game_result,op_win_rate,op_lose_rate,op_draw_rate,op_game_count
farshidchamani47,1,49.0,48.0,3.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
abojod2017,1,50.0,50.0,0.0,6.0
atti00,-1,0.0,0.0,0.0,0.0
Airton_Reis,1,42.0,55.0,3.0,100.0
tidYDog7827,-1,61.0,38.0,1.0,100.0
EoinHaugh,-1,48.0,44.0,8.0,100.0
yuy1238,1,45.0,51.0,4.0,100.0
PirateOfDubai,1,48.0,47.0,5.0,100.0
SIM193,-1,61.0,32.0,7.0,100.0
almondeyed,-1,49.0,44.0,7.0,100.0
haroldchopper97,1,52.0,48.0,0.0,100.0
rogeliotorres,-1,42.0,55.0,3.0,100.0
prolite5,1,56.0,42.0,2.0,100.0
Stdi56,-1,42.0,56.0,2.0,100.0
Stric1,-1,0.0,100.0,0.0,6.0
lechiy984,1,56.0,44.0,0.0,100.0
nayedh7,-1,52.0,46.0,2.0,100.0
Vinesline340,-1,50.0,42.0,8.0,100.0
ortos,1,0.0,0.0,0.0,0.0
Alexandr136,1,40.0,52.0,8.0,100.0
noa678,-1,0.0,0.0,0.0,0.0
prisionerodelTiempo,0,0.0,0.0,0.0,0.0
Zinklatan,-1,46.0,52.0,2.0,100.0
bf5352,1,20.0,62.0,16.0,72.0
Shree_Wani,-1,53.0,43.0,4.0,100.0
Kanjitsa,1,56.0,31.0,13.0,100.0
Platano_power,-1,36.0,62.0,2.0,100.0
Pitboss,-1,36.0,56.0,8.0,100.0
OnlyMyToys,1,51.0,46.0,3.0,100.0
Chuv1,-1,0.0,0.0,0.0,0.0
muhit14,-1,39.0,55.0,6.0,100.0
CapivaradoBrasilsil,-1,71.0,25.0,4.0,100.0
IIIIxScyzoryKxIIII,-1,42.0,56.0,1.0,100.0
Ger81,1,52.0,36.0,12.0,100.0
Timski123,1,50.0,49.0,1.0,100.0
schwedischerKoch,1,0.0,0.0,0.0,0.0
saria-shelleh,1,0.0,0.0,0.0,0.0
peter_falk,1,40.0,54.0,6.0,100.0
youngsam,1,52.0,44.0,4.0,100.0
Serg-1970,-1,45.0,50.0,5.0,100.0
farzinfrhm,1,0.0,0.0,0.0,0.0
Malook_li1,1,54.0,41.0,5.0,100.0
ZerkingQueen,-1,0.0,0.0,0.0,0.0
aleksv106,-1,47.0,50.0,3.0,100.0
LowZJ,1,22.0,77.0,0.0,27.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
katchaba,-1,54.0,40.0,6.0,100.0
PaulBeckwith,1,49.0,50.0,1.0,100.0
GRINGODECBA,-1,49.0,49.0,2.0,100.0
Polotskgas,-1,41.0,56.0,3.0,100.0
ishwar999,1,0.0,0.0,0.0,0.0
Boris_55,1,53.0,38.0,7.0,54.0
kmjro,-1,44.0,49.0,7.0,100.0
actraiser,-1,53.0,36.0,11.0,100.0
E_tohang,1,40.0,60.0,0.0,15.0
Kolnes,1,43.0,52.0,5.0,100.0
Amorzito2001,1,54.0,43.0,3.0,100.0
Rumezico,-1,48.0,47.0,5.0,100.0
shapesdragon,-1,0.0,100.0,0.0,6.0
mnavjeevan,1,0.0,0.0,0.0,0.0
Juantjmex,-1,0.0,0.0,0.0,0.0
harshbhatt98,-1,56.0,43.0,0.0,90.0
Arh_D,1,49.0,50.0,1.0,100.0
pietroantonuccio330,1,45.0,47.0,8.0,100.0
borninthesixties,-1,59.0,36.0,5.0,100.0
pvciento,-1,24.0,68.0,8.0,75.0
proeyking,1,56.0,38.0,5.0,100.0
Gregrlb,1,15.0,77.0,6.0,44.0
AlinT,1,49.0,47.0,4.0,100.0
heroku,-1,38.0,57.0,4.0,100.0
maicolcino,-1,47.0,49.0,4.0,100.0
BerkoProf,1,0.0,0.0,0.0,0.0
JoseSuanaUTP,-1,45.0,54.0,0.0,22.0
T_Candidatos_2025,-1,57.0,28.0,14.0,100.0
aa1234ty,-1,51.0,48.0,1.0,100.0
Dmitry408408,-1,48.0,51.0,1.0,100.0
casa47,-1,0.0,0.0,0.0,0.0
the_flash17,-1,40.0,53.0,7.0,100.0
zambeicardi,-1,52.0,45.0,3.0,100.0
pwmichael,-1,48.0,47.0,5.0,100.0
akelley52az,1,63.0,35.0,2.0,100.0
zagorcz,1,50.0,46.0,4.0,100.0
WolffvonGudenberg,-1,50.0,46.0,4.0,100.0
sayonara56,-1,51.0,43.0,6.0,100.0
hamouda1295,1,49.0,48.0,3.0,100.0
JerseyKnight68,-1,0.0,0.0,0.0,0.0
Din_Pro74,-1,52.0,45.0,3.0,100.0
Zta,-1,57.0,39.0,3.0,100.0
Yedrex,-1,100.0,0.0,0.0,12.0
buiduc02,1,46.0,48.0,6.0,100.0
jm62119,-1,45.0,53.0,2.0,100.0
NIC0LEKRIVICH,-1,0.0,0.0,0.0,0.0
playmobil_special,1,53.0,40.0,7.0,100.0
lalit6784,-1,46.0,51.0,3.0,100.0
Vix_Hoy-27,-1,39.0,48.0,13.0,100.0
BAYONT,1,40.0,56.0,3.0,100.0
KimuraTrap,1,56.0,41.0,3.0,100.0
AlejandroPert,-1,45.0,55.0,0.0,100.0
TabrizAzizov,-1,54.0,44.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
mcapt13,1,46.0,49.0,5.0,100.0
Peedrosian,-1,0.0,0.0,0.0,0.0
nhtoz,-1,56.0,43.0,0.0,100.0
Burak6262,1,45.0,48.0,7.0,100.0
abdo_akkk,-1,54.0,30.0,16.0,100.0
Cazzandra86,1,40.0,60.0,0.0,15.0
Becks-11,1,47.0,49.0,4.0,100.0
Turuzyan,0,51.0,43.0,6.0,100.0
serko2011,1,38.0,54.0,6.0,72.0
patatabullida,-1,51.0,48.0,1.0,100.0
javinigue,-1,0.0,0.0,0.0,0.0
sahalihosseini,-1,45.0,51.0,4.0,100.0
Anonimus93,-1,0.0,0.0,0.0,0.0
Foster_01,1,45.0,54.0,1.0,100.0
mudanza,1,0.0,0.0,0.0,0.0
mert_tm,-1,0.0,0.0,0.0,0.0
Lundorf,1,0.0,0.0,0.0,0.0
v_aasu,-1,49.0,43.0,8.0,100.0
TheTr1ckst3r,1,55.0,44.0,0.0,27.0
enzomilano,-1,33.0,60.0,7.0,100.0
marciomura,-1,48.0,48.0,4.0,100.0
HCAHCS2,1,50.0,50.0,0.0,48.0
makeacer,1,35.0,57.0,7.0,42.0
noflector,1,40.0,57.0,2.0,100.0
DimaCh1969,-1,0.0,0.0,0.0,0.0
Fatta-den1,-1,50.0,50.0,0.0,6.0
Demolutionman,1,45.0,49.0,6.0,100.0
damonachey,-1,57.0,36.0,6.0,100.0
lefebvrj,-1,53.0,46.0,1.0,100.0
perznoe378,1,50.0,48.0,2.0,100.0
Reynaldo14,1,45.0,52.0,3.0,100.0
dippambaby,1,0.0,0.0,0.0,0.0
iliya_63,1,0.0,100.0,0.0,6.0
Emirrosales,-1,0.0,0.0,0.0,0.0
FreddyUSB,1,0.0,0.0,0.0,0.0
Iman_Maulana,-1,46.0,47.0,7.0,100.0
xgravity,1,0.0,0.0,0.0,0.0
Jennii_24,1,0.0,75.0,25.0,12.0
bendre,-1,50.0,48.0,2.0,100.0
Alex0m,1,0.0,0.0,0.0,0.0
parsa136565,1,52.0,43.0,5.0,100.0
eao79,1,42.0,49.0,9.0,100.0
Lubz_Manyana,0,41.0,56.0,3.0,100.0
Kratoulin,1,47.0,44.0,9.0,100.0
bigwhang05,-1,52.0,46.0,2.0,100.0
alja219,-1,43.0,51.0,6.0,100.0
DampSalad,-1,49.0,49.0,2.0,100.0
nobbybu,-1,56.0,43.0,0.0,100.0
andrej10,1,0.0,0.0,0.0,0.0
adawgoeswoof,1,42.0,42.0,14.0,21.0
SMP43PLG,-1,55.0,42.0,3.0,100.0
yellowfish22,-1,42.0,55.0,3.0,100.0
Will_Terner1608,1,0.0,0.0,0.0,0.0
FastFrets,1,0.0,0.0,0.0,0.0
raizam,1,33.0,66.0,0.0,99.0
fethmus,-1,46.0,52.0,2.0,100.0
kicknasun,-1,47.0,48.0,5.0,100.0
e_boechat,1,0.0,0.0,0.0,0.0
Gritan54,-1,45.0,53.0,2.0,100.0
yashchopra1,1,56.0,38.0,6.0,100.0
hanagakitakemichi1,-1,42.0,53.0,5.0,100.0
ZALVARINIS,-1,0.0,0.0,0.0,0.0
Echt20,1,0.0,0.0,0.0,0.0
JCFER,-1,0.0,0.0,0.0,0.0
Jonerov,1,49.0,49.0,2.0,100.0
capa49,-1,38.0,59.0,3.0,100.0
Erbacattiva,1,0.0,0.0,0.0,0.0
assasinnn,-1,0.0,0.0,0.0,0.0
malencik,-1,49.0,48.0,3.0,100.0
euriviri,-1,40.0,55.0,5.0,100.0
Trialbyfire321,1,49.0,48.0,3.0,100.0
siwalej,-1,39.0,60.0,1.0,100.0
B000S,1,0.0,0.0,0.0,0.0
sltan9811,-1,37.0,50.0,12.0,24.0
Metzel,-1,0.0,0.0,0.0,0.0
ladycoucou,-1,46.0,50.0,4.0,100.0
Aleksei_Smirnov2014,1,0.0,50.0,50.0,12.0
ajayv13,1,0.0,0.0,0.0,0.0
Gennadii1957,-1,68.0,30.0,2.0,100.0
AugustLeon,1,51.0,44.0,5.0,100.0
mrnajafi,-1,0.0,0.0,0.0,0.0
JSorel37,-1,49.0,42.0,9.0,100.0
nimsowichnew,1,46.0,48.0,6.0,100.0
chewburka,1,48.0,49.0,3.0,100.0
Meerkatze,-1,0.0,100.0,0.0,6.0
volkan0692,-1,50.0,50.0,0.0,100.0
Dinas06,-1,43.0,54.0,3.0,100.0
roethli,-1,0.0,0.0,0.0,0.0
AnneR,1,38.0,57.0,4.0,100.0
pens56,0,35.0,57.0,7.0,100.0
Bobunaga,1,37.0,62.0,0.0,24.0
Pichirulievsky,-1,35.0,61.0,4.0,100.0
CatDevURandom,1,41.0,53.0,6.0,100.0
christianledos,1,47.0,52.0,0.0,69.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
chessdude15,1,46.0,40.0,13.0,45.0
leachimR_cudanin,-1,0.0,0.0,0.0,0.0
TimAlesha,-1,44.0,53.0,3.0,100.0
Caligarigsf,1,50.0,45.0,5.0,100.0
Darshan_Jadhao,-1,0.0,0.0,0.0,0.0
atlant1974,1,40.0,56.0,4.0,75.0
Tiagofilo,1,0.0,0.0,0.0,0.0
Laom01,1,44.0,53.0,3.0,100.0
thomas-coffee,-1,51.0,47.0,2.0,100.0
eshaanjaggi,0,51.0,44.0,5.0,100.0
Salnes,-1,0.0,0.0,0.0,0.0
Toromata,0,42.0,56.0,2.0,100.0
ahmedelzedy,-1,0.0,0.0,0.0,0.0
ThinkTank123,1,34.0,61.0,3.0,78.0
Dervista,-1,50.0,47.0,3.0,100.0
The_Kalich,1,41.0,53.0,6.0,100.0
Aabhash69,-1,56.0,40.0,4.0,100.0
Luislin,-1,0.0,0.0,0.0,0.0
DashHardeen,-1,49.0,45.0,6.0,100.0
ReppyJ,-1,38.0,53.0,7.0,78.0
luemmi,-1,51.0,44.0,5.0,100.0
FuenteA1,-1,59.0,35.0,6.0,100.0
veda71,-1,43.0,56.0,0.0,48.0
EugeneFurman,1,36.0,63.0,0.0,33.0
bonaventure23,-1,56.0,44.0,0.0,100.0
cabud99,-1,46.0,49.0,5.0,100.0
knight1427,1,0.0,0.0,0.0,0.0
Het_bariya,0,44.0,53.0,3.0,100.0
albert0750,1,0.0,0.0,0.0,0.0
ForzaLive,1,75.0,25.0,0.0,36.0
IbrahimpH,-1,39.0,61.0,0.0,100.0
yuri69696969,-1,40.0,59.0,1.0,100.0
KurtisChun,-1,43.0,50.0,7.0,100.0
Jbarone,1,41.0,55.0,4.0,100.0
hidratosugar,-1,0.0,0.0,0.0,0.0
EGF,1,54.0,42.0,4.0,100.0
Minria,0,48.0,47.0,5.0,100.0
VzElKl,-1,45.0,50.0,5.0,100.0
SESE3211,-1,0.0,0.0,0.0,0.0
XXXXXXLL,-1,49.0,48.0,3.0,100.0
La_gota,-1,43.0,55.0,2.0,100.0
ATAKAN_SARI1,-1,0.0,0.0,0.0,0.0
MAHYA22india,1,52.0,46.0,2.0,100.0
DeDodgingEse,1,42.0,50.0,8.0,100.0
Andyy231,-1,59.0,39.0,2.0,100.0
Ricardo1045,-1,45.0,49.0,6.0,100.0
albertfi684,1,49.0,51.0,0.0,100.0
Sartascn,-1,43.0,54.0,3.0,100.0
Romeoxavier,1,40.0,55.0,5.0,100.0
awk34,-1,50.0,41.0,9.0,100.0
Vladislav2342,-1,28.0,70.0,2.0,100.0
EvgenLuti,-1,50.0,48.0,1.0,64.0
Sakibhasan06,1,47.0,52.0,1.0,100.0
misamisa12,1,0.0,0.0,0.0,0.0
kambercan,1,0.0,0.0,0.0,0.0
Biochoker,-1,54.0,39.0,7.0,100.0
NickyRush,-1,51.0,46.0,3.0,100.0
EchecBidon,1,47.0,50.0,3.0,100.0
Profitt,1,54.0,43.0,3.0,100.0
dauren_irgiz,-1,61.0,37.0,2.0,100.0
innerTranquility,-1,60.0,35.0,5.0,100.0
itzikPich,-1,48.0,49.0,3.0,100.0
elemento4,-1,25.0,50.0,25.0,12.0
DTXtip,1,0.0,100.0,0.0,2.0
Balonjoje01,-1,0.0,0.0,0.0,0.0
Everyoneknows,1,52.0,42.0,6.0,100.0
chessnow000,1,25.0,75.0,0.0,100.0
oleksiial,-1,54.0,45.0,0.0,33.0
Zippy11,1,59.0,39.0,2.0,100.0
Rahul-gandhi2312013,1,45.0,50.0,4.0,72.0
Go_khan777,-1,45.0,43.0,12.0,100.0
rchihota,-1,41.0,56.0,2.0,100.0
adamchuk,1,51.0,40.0,9.0,100.0
ZakiEgypt,-1,44.0,56.0,0.0,100.0
alexey1947,-1,84.0,11.0,5.0,100.0
GreatYatagarasu,1,0.0,0.0,0.0,0.0
Cole_Cu_de_Piru,-1,44.0,55.0,1.0,100.0
behzadmfs,-1,49.0,47.0,4.0,100.0
Cazenga111,-1,52.0,46.0,2.0,100.0
andrestradaaf,-1,50.0,50.0,0.0,36.0
ValNicolai,-1,56.0,43.0,0.0,100.0
thebabo70,-1,45.0,51.0,4.0,100.0
amn_t,1,100.0,0.0,0.0,3.0
BelyankinDmitriy,-1,65.0,34.0,0.0,69.0
Bashir_06,-1,100.0,0.0,0.0,6.0
Dragerton,-1,54.0,45.0,1.0,100.0
Giovanni_06,-1,44.0,55.0,0.0,87.0
Zoomma,-1,33.0,66.0,0.0,9.0
duykhanhdept,1,0.0,0.0,0.0,0.0
BusseN98,-1,0.0,0.0,0.0,0.0
Nic-Cage,-1,0.0,0.0,0.0,0.0
Ersk,1,60.0,20.0,20.0,15.0
kuku78dudu80,1,48.0,49.0,3.0,100.0
Antonio_conmigo,-1,44.0,54.0,2.0,100.0
Maciel_07,1,43.0,53.0,4.0,100.0
cleber_x,0,100.0,0.0,0.0,9.0
KAV1312,1,53.0,41.0,6.0,100.0
IDKWHYIGENIUS,1,51.0,48.0,1.0,100.0
Vl-1,-1,38.0,57.0,4.0,100.0
Reflection_Pure,1,0.0,0.0,0.0,0.0
AvoidZombification,-1,0.0,0.0,0.0,0.0
accruedacumen,1,0.0,100.0,0.0,6.0
cabeto133,1,46.0,44.0,10.0,100.0
Solomeoazul,-1,0.0,0.0,0.0,0.0
emmitakemetomoon,1,29.0,66.0,4.0,72.0
Vinicius_Ornelas_PMW,-1,0.0,0.0,0.0,0.0
KaraKartal123,1,60.0,36.0,4.0,100.0
Yaroslav_Zilinskiy,1,46.0,42.0,11.0,78.0
danothemano352,1,40.0,55.0,5.0,100.0
Besher_17,1,0.0,0.0,0.0,0.0
Angel_Ramirezz_7,1,34.0,62.0,3.0,29.0
patrijmc,-1,36.0,61.0,3.0,100.0
Vinshiata,1,0.0,0.0,0.0,0.0
letarion,1,0.0,50.0,50.0,6.0
Nervachess,-1,47.0,50.0,3.0,100.0
ayn100,-1,45.0,49.0,6.0,100.0
glitchhead,-1,0.0,0.0,0.0,0.0
rene_aregger,-1,47.0,51.0,2.0,100.0
Stas_Vovk,-1,0.0,0.0,0.0,0.0
Bhiergov,1,0.0,0.0,0.0,0.0
yakari_523401,1,43.0,47.0,8.0,69.0
Gertrude_Weichsel,-1,62.0,33.0,4.0,72.0
safwan2,-1,43.0,54.0,3.0,100.0
EliasSTD,-1,42.0,56.0,2.0,100.0
RectoMacaso45,-1,0.0,0.0,0.0,0.0
HiromasaSaito,1,40.0,46.0,13.0,45.0
Looking4angels,-1,54.0,44.0,2.0,100.0
Jeronimo_24,0,46.0,52.0,2.0,100.0
Frizzelhautern,-1,47.0,49.0,4.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Tager70,-1,42.0,52.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Baijigit,-1,56.0,38.0,5.0,100.0
bcvarak,-1,52.0,43.0,5.0,100.0
yasss_dannaa04,-1,48.0,46.0,6.0,100.0
Ankabananka,-1,0.0,0.0,0.0,0.0
SavageKiller0,1,48.0,50.0,2.0,100.0
Vsevolobb,-1,51.0,48.0,1.0,100.0
cottuncandy,-1,29.0,58.0,11.0,51.0
WooHooHeeHee,-1,50.0,50.0,0.0,6.0
Tomis92,1,49.0,48.0,3.0,100.0
Rei_da_Surra,-1,42.0,54.0,4.0,100.0
AvtonomovS61,-1,54.0,45.0,1.0,100.0
Bishop28gt,-1,51.0,46.0,3.0,100.0
MindBenders,-1,45.0,51.0,4.0,100.0
Thorn1983,1,0.0,0.0,0.0,0.0
Imnietacceptabel,1,73.0,25.0,2.0,100.0
Beiteuil,-1,52.0,43.0,5.0,100.0
varvara03,-1,54.0,45.0,0.0,66.0
igitgor,-1,42.0,50.0,8.0,100.0
Minervus49,1,0.0,0.0,0.0,0.0
Jukian51,-1,52.0,44.0,4.0,100.0
Kumareshsiva,-1,47.0,52.0,0.0,51.0
omkar345,1,0.0,0.0,0.0,0.0
vector099,1,0.0,0.0,0.0,0.0
Kviai,-1,47.0,46.0,7.0,100.0
GambitBrett1,0,49.0,36.0,15.0,100.0
drunkonthetrain,-1,0.0,0.0,0.0,0.0
burakyalcn,-1,50.0,47.0,3.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
ViolaRobertos,1,51.0,42.0,7.0,100.0
MiltonMatos,-1,40.0,59.0,1.0,100.0
sisker,1,42.0,54.0,4.0,100.0
GustavoWenzel,1,62.0,37.0,0.0,24.0
Thekeshari,1,50.0,50.0,0.0,24.0
Etmagic,1,48.0,51.0,1.0,100.0
Diogenesse,-1,0.0,0.0,0.0,0.0
Elsinor,1,49.0,46.0,5.0,100.0
neznakomka25,-1,54.0,42.0,4.0,100.0
i_Trevor,-1,48.0,47.0,5.0,100.0
Ace122555,-1,0.0,0.0,0.0,0.0
Deeptanshu18,-1,49.0,49.0,2.0,100.0
Estartu,1,47.0,35.0,18.0,100.0
ashishmishra5,1,50.0,50.0,0.0,42.0
CHERIFMAGINA,0,0.0,0.0,0.0,0.0
interblade,-1,46.0,46.0,7.0,39.0
ngor1976,1,45.0,49.0,6.0,100.0
lakaaskaas,1,56.0,42.0,2.0,100.0
Juan7294,1,0.0,50.0,50.0,6.0
memphoid53,1,0.0,0.0,0.0,0.0
ravedeath,1,45.0,50.0,5.0,100.0
Dilewskil,1,0.0,0.0,0.0,0.0
samchess18,1,50.0,49.0,1.0,100.0
raghadassaad,-1,28.0,71.0,0.0,21.0
Nebulous-Duality,-1,48.0,48.0,4.0,100.0
ignatvvv,1,37.0,45.0,18.0,100.0
Vladimirborisovichu,-1,82.0,17.0,1.0,100.0
slowgambit,1,0.0,0.0,0.0,0.0
AFOlier99,-1,0.0,0.0,0.0,0.0
Namaey,-1,35.0,58.0,5.0,51.0
Tejaspatil1175,-1,39.0,56.0,4.0,100.0
charleswghk,1,51.0,48.0,1.0,100.0
Tall13,-1,50.0,45.0,5.0,100.0
OMGImSoSick,-1,57.0,36.0,6.0,100.0
chesswala20,-1,66.0,27.0,7.0,100.0
AliGebik,1,39.0,56.0,5.0,100.0
dustin633,-1,0.0,0.0,0.0,0.0
Jyassen,-1,47.0,49.0,4.0,100.0
DahmanAB3,1,43.0,52.0,5.0,100.0
rahal707,-1,0.0,66.0,33.0,9.0
darre100,1,0.0,0.0,0.0,0.0
GermanHarriet,-1,53.0,43.0,4.0,100.0
FJPretorius,1,40.0,60.0,0.0,100.0
OSGOT,-1,0.0,0.0,0.0,0.0
fajalille,-1,49.0,46.0,5.0,100.0
sachindrakumar,-1,0.0,0.0,0.0,0.0
Jester-s_Tear,-1,46.0,48.0,6.0,100.0
illadner,0,0.0,0.0,0.0,0.0
Imran2012,-1,51.0,47.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
xman978,1,41.0,50.0,9.0,100.0
ahmed5121986,0,47.0,47.0,6.0,100.0
Threeminutesgame,1,47.0,46.0,7.0,100.0
Wearykahn,-1,77.0,22.0,1.0,100.0
kitrino575,-1,52.0,48.0,0.0,100.0
miad98,-1,0.0,0.0,0.0,0.0
Joseph_1432,-1,0.0,0.0,0.0,0.0
Yokeshkumar,1,42.0,42.0,14.0,21.0
rix,-1,56.0,38.0,6.0,100.0
Musshin,-1,0.0,0.0,0.0,0.0
DR1LLL,0,0.0,0.0,0.0,0.0
TRUFFE68,1,0.0,0.0,0.0,0.0
Alexandr3004,1,34.0,56.0,8.0,69.0
dtyvZ,-1,48.0,46.0,6.0,100.0
zikoly,-1,55.0,41.0,4.0,100.0
Thommesss,-1,49.0,44.0,7.0,100.0
Lecler2008,1,46.0,50.0,4.0,100.0
golgehan,-1,45.0,50.0,5.0,100.0
Serdgo82,0,66.0,19.0,14.0,21.0
kopilot31,1,0.0,0.0,0.0,0.0
VLTS8030,-1,0.0,0.0,0.0,0.0
Enriquevl09,-1,43.0,51.0,6.0,100.0
Beatovic,-1,0.0,0.0,0.0,0.0
Superachess,1,47.0,48.0,5.0,100.0
STELVAN,1,27.0,70.0,3.0,100.0
JustKiddingLoL,-1,44.0,52.0,4.0,100.0
Azizjon0006,1,52.0,42.0,6.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
prash2212,1,52.0,46.0,2.0,100.0
MVegaL,-1,0.0,0.0,0.0,0.0
agocer17,1,43.0,55.0,2.0,100.0
spartak_32,1,41.0,52.0,7.0,100.0
Qaisra,1,0.0,100.0,0.0,3.0
AVladich,0,44.0,53.0,3.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
viach_1,1,47.0,51.0,2.0,100.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
JKL-AmbitiousMaster,-1,36.0,63.0,0.0,90.0
vavke,-1,54.0,41.0,5.0,100.0
frankeliarrey052119,-1,47.0,51.0,2.0,100.0
OwensTR,1,0.0,0.0,0.0,0.0
Estimadomatias,1,0.0,100.0,0.0,3.0
emmahewitt,-1,43.0,39.0,17.0,69.0
Frantz5,-1,0.0,100.0,0.0,12.0
JavierChauras,-1,60.0,38.0,2.0,100.0
wynn265,-1,50.0,47.0,3.0,100.0
miralinka,1,0.0,100.0,0.0,3.0
rjaybee,1,45.0,55.0,0.0,100.0
Ariachloe,0,0.0,0.0,0.0,0.0
Habib_Rahaman,1,100.0,0.0,0.0,3.0
timofey_bogolyubov,-1,54.0,34.0,12.0,100.0
nosro123,1,50.0,43.0,6.0,90.0
CristianIC,-1,0.0,100.0,0.0,3.0
marcacoxl,-1,41.0,52.0,7.0,100.0
cast_iron_48,-1,48.0,47.0,5.0,100.0
The-Good-Knight,-1,61.0,33.0,6.0,100.0
Ludonissa,0,50.0,42.0,8.0,100.0
prolificjaguar1017,-1,0.0,0.0,0.0,0.0
EdgarDanielF,-1,35.0,60.0,5.0,100.0
JLYI,1,50.0,44.0,6.0,100.0
Eidderf,-1,41.0,54.0,5.0,100.0
ElnaBogordo,-1,41.0,48.0,11.0,100.0
Lulidrenicaku,-1,56.0,40.0,3.0,100.0
Ragnar_123,1,43.0,56.0,0.0,100.0
AlexD64,-1,55.0,28.0,17.0,100.0
zumarosa,-1,47.0,39.0,13.0,69.0
reno_relicologist,1,0.0,0.0,0.0,0.0
AlejandroX7,-1,60.0,39.0,0.0,69.0
vl2021,-1,43.0,49.0,8.0,100.0
Fastwhale,1,59.0,37.0,4.0,100.0
rahulraj7952,-1,0.0,0.0,0.0,0.0
konstm59,-1,55.0,41.0,4.0,100.0
yuuki-asuna,-1,0.0,0.0,0.0,0.0
Rholle,-1,53.0,44.0,3.0,100.0
leiso,-1,0.0,0.0,0.0,0.0
Cleberson,1,0.0,0.0,0.0,0.0
abedolah,-1,16.0,66.0,16.0,18.0
Raedharb,-1,42.0,55.0,3.0,100.0
gholaworks,-1,0.0,100.0,0.0,3.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Stas19821501,1,0.0,0.0,0.0,0.0
Panaxeh,-1,0.0,0.0,0.0,0.0
Kuharigor1959,-1,15.0,85.0,0.0,100.0
wizcheck,1,0.0,100.0,0.0,3.0
ehorewahin,1,47.0,51.0,2.0,100.0
Zohre2,0,41.0,54.0,5.0,100.0
Andrey_Prober,-1,56.0,40.0,3.0,100.0
commodore6502,-1,0.0,0.0,0.0,0.0
Leeuw7,1,0.0,0.0,0.0,0.0
EternalVibes_123,-1,55.0,41.0,4.0,100.0
Frankhes,-1,43.0,55.0,2.0,100.0
Cagribey53,-1,44.0,46.0,10.0,100.0
XJle6_Ha_Cylllu,-1,0.0,0.0,0.0,0.0
Okidokio,-1,49.0,46.0,5.0,100.0
Diplodo,1,0.0,0.0,0.0,0.0
R52,1,0.0,0.0,0.0,0.0
Frimzy814,1,49.0,46.0,5.0,100.0
lanzaga,0,50.0,45.0,5.0,100.0
yeter422,-1,100.0,0.0,0.0,3.0
,401,0.0,0.0,0.0,0.0
,401,0.0,0.0,0.0,0.0
Flame87,1,51.0,46.0,3.0,100.0
Txarlisin,1,50.0,44.0,6.0,100.0
Trbusanac95,-1,44.0,51.0,5.0,100.0
monstermax2,-1,54.0,43.0,3.0,100.0
Mon-Mov62,1,35.0,56.0,8.0,100.0
Pramiii,-1,42.0,54.0,4.0,100.0
ebonichess,1,0.0,0.0,0.0,0.0
Shar99,-1,50.0,47.0,3.0,100.0
ehsign,-1,60.0,40.0,0.0,100.0
mastergemblong,-1,48.0,41.0,11.0,100.0
m97ezzat,-1,0.0,0.0,0.0,0.0
DmSh26,1,51.0,49.0,0.0,100.0
artem222583,-1,25.0,75.0,0.0,4.0
drvenky77,1,49.0,47.0,4.0,100.0
TheGrandTurco,1,59.0,40.0,1.0,100.0
RoGeR_007,-1,48.0,51.0,1.0,100.0
maektisoff,1,45.0,52.0,3.0,100.0
Mandalore_the_Red,1,45.0,41.0,14.0,100.0
tegirum,-1,57.0,39.0,3.0,100.0
Flynch95,1,40.0,59.0,0.0,49.0
shamistan1988,1,48.0,49.0,3.0,100.0
mecroy393939,1,52.0,45.0,3.0,100.0
muhammed1998,0,50.0,40.0,10.0,60.0
Thymothy,0,50.0,45.0,5.0,100.0
mantu12,1,43.0,54.0,3.0,100.0
C14VD1VS,1,49.0,48.0,3.0,100.0
boxxxer,0,0.0,0.0,0.0,0.0
JonasPradoLobo,0,50.0,35.0,15.0,100.0
marceloc,1,0.0,0.0,0.0,0.0
WallaceStevens,-1,44.0,55.0,1.0,100.0
MagicGauss,-1,52.0,47.0,0.0,51.0
zicchess,-1,52.0,47.0,1.0,100.0
JIPMERplayer,-1,66.0,27.0,5.0,54.0
ms2725,-1,53.0,46.0,1.0,100.0
Anandino,1,49.0,47.0,4.0,100.0
