user_op,op_win_streak_current,op_win_streak_max,op_loss_streak_current,op_loss_streak_max
elifsuunaldi,0.0,0.0,0.0,2.0
stracca,3.0,10.0,0.0,11.0
Robo46,0.0,11.0,3.0,8.0
ypunch67,3.0,14.0,0.0,15.0
AndyBFO,0.0,7.0,2.0,8.0
GSV-13,0.0,9.0,7.0,12.0
Abdul7y,0.0,1.0,1.0,3.0
pemocli,0.0,10.0,1.0,11.0
Manya2708,0.0,20.0,1.0,10.0
Eliolhenry,1.0,8.0,0.0,9.0
gimon10,1.0,10.0,0.0,11.0
fidelmaxi1,2.0,12.0,0.0,11.0
MusieRosario,1.0,5.0,0.0,6.0
LupitaRL,0.0,10.0,3.0,21.0
Aaahhh67,0.0,10.0,2.0,14.0
brakinggnus,2.0,12.0,0.0,16.0
milailda,0.0,4.0,1.0,4.0
Oleksiy_Romanovych,0.0,2.0,3.0,3.0
Nikolay9999,0.0,9.0,1.0,10.0
Luth29,0.0,9.0,1.0,11.0
fell_in_love,0.0,9.0,5.0,12.0
lustigerBauer,0.0,10.0,2.0,6.0
,0.0,0.0,0.0,0.0
Mikachu82,3.0,10.0,0.0,8.0
lindenice,0.0,15.0,1.0,11.0
Akzhan-87,2.0,7.0,0.0,18.0
merluret32,1.0,13.0,0.0,15.0
AnandMahajan,5.0,10.0,0.0,9.0
,0.0,0.0,0.0,0.0
RedNosede,4.0,9.0,0.0,9.0
Tomster123,1.0,14.0,0.0,9.0
,0.0,0.0,0.0,0.0
irokez33,2.0,13.0,0.0,14.0
NomadRook,1.0,10.0,0.0,9.0
LeonidStein24,5.0,14.0,0.0,7.0
REKATREDNU,0.0,3.0,2.0,7.0
RustLee,0.0,15.0,0.0,14.0
Chessplayerspb,0.0,5.0,2.0,4.0
cooldzr,1.0,7.0,0.0,5.0
GodsonChad,0.0,5.0,7.0,13.0
arve83,0.0,8.0,1.0,8.0
darkda3mon,2.0,16.0,0.0,13.0
masearatti999,1.0,7.0,0.0,7.0
Jedidiah932,1.0,25.0,0.0,13.0
WYZmo,2.0,21.0,0.0,6.0
night471,1.0,7.0,0.0,12.0
galillio,2.0,8.0,0.0,10.0
Ercangiresun,3.0,10.0,0.0,11.0
Mansour_G1988,0.0,14.0,3.0,14.0
Glardhamion,1.0,9.0,0.0,9.0
Alexandr_212,4.0,8.0,0.0,12.0
ladyrose1,2.0,24.0,0.0,9.0
monsienne,7.0,23.0,0.0,15.0
Sarhane87,3.0,11.0,0.0,12.0
AlexanderSkripnik,0.0,2.0,1.0,3.0
ZangarbeK_1,0.0,9.0,1.0,1.0
jcuevaglosalamosedup,1.0,1.0,0.0,6.0
Chessminatorator69,3.0,9.0,0.0,10.0
Kik208,0.0,11.0,1.0,15.0
NubikfromEkat,0.0,10.0,1.0,10.0
Tuxus,1.0,17.0,0.0,8.0
titanshahmat2003,1.0,21.0,0.0,14.0
antro10,0.0,10.0,1.0,11.0
sergned,0.0,12.0,2.0,12.0
Jemiiiiiii,0.0,12.0,1.0,7.0
Pluto450,0.0,11.0,4.0,14.0
hadriantico,0.0,4.0,1.0,4.0
THE_KILLER1,0.0,10.0,1.0,9.0
siga1,3.0,14.0,0.0,74.0
Diviacus,0.0,12.0,1.0,10.0
Dostojewskij,1.0,10.0,0.0,9.0
ThorButtucks,3.0,10.0,0.0,10.0
flo50,1.0,20.0,0.0,17.0
Porgy,0.0,15.0,3.0,15.0
Ahmed_king3,2.0,17.0,0.0,13.0
Ahomuz,2.0,3.0,0.0,11.0
JLS85,0.0,10.0,0.0,14.0
Incorrigiblefires,1.0,12.0,0.0,11.0
kimyaci-61,0.0,14.0,3.0,8.0
pato_2019,0.0,11.0,4.0,9.0
grregorio,3.0,7.0,0.0,6.0
Dato11,2.0,11.0,0.0,11.0
Connemara14,2.0,15.0,0.0,14.0
benyoussefchedli,0.0,11.0,1.0,11.0
dallap,1.0,10.0,0.0,24.0
petitziya,2.0,9.0,0.0,7.0
HisamiTouji,1.0,3.0,0.0,8.0
a939203,1.0,11.0,0.0,7.0
Maxpch2188,2.0,13.0,0.0,11.0
Zenathan-A,0.0,4.0,1.0,7.0
tisvak,0.0,8.0,2.0,8.0
Kanskje_meg,0.0,10.0,3.0,19.0
hammer_of_destiny,2.0,10.0,0.0,11.0
Prickly,0.0,4.0,2.0,18.0
HuyHo132,0.0,5.0,1.0,3.0
zyxon,0.0,21.0,1.0,6.0
miladmosleh74,1.0,12.0,0.0,9.0
Kirill25022012,1.0,19.0,0.0,13.0
Vostanin,2.0,19.0,0.0,7.0
Chepakh,5.0,8.0,0.0,11.0
Superkike70,1.0,16.0,0.0,22.0
vkonadkov,3.0,11.0,0.0,17.0
mohamedgameeeel,1.0,6.0,0.0,4.0
ChiCago24,0.0,12.0,1.0,11.0
Cuervofv,1.0,11.0,0.0,12.0
metan0ia,3.0,12.0,0.0,8.0
Miguelcifuente,0.0,19.0,0.0,8.0
Rayngulo,0.0,10.0,3.0,12.0
Abbasghorbani0939,1.0,12.0,0.0,7.0
GendyKL,8.0,18.0,0.0,7.0
derson,0.0,12.0,2.0,12.0
Chesstastrophe,1.0,4.0,0.0,6.0
moodinlove,0.0,8.0,2.0,7.0
La8Bestia,0.0,13.0,2.0,19.0
marioSepulvedaA,0.0,13.0,2.0,12.0
outoftheblu,0.0,18.0,5.0,10.0
SENCER23,0.0,8.0,2.0,10.0
derwerter,0.0,13.0,2.0,8.0
francescotal,0.0,10.0,1.0,13.0
Gandalf_Le_Blanc,1.0,8.0,0.0,11.0
Jorgeking2,0.0,7.0,1.0,11.0
reilug,1.0,9.0,0.0,12.0
RainLago,1.0,7.0,0.0,13.0
NateGraham,0.0,13.0,3.0,9.0
Tomorob,1.0,9.0,0.0,11.0
Kelevra90,0.0,12.0,1.0,13.0
iwillwinandyoulose,1.0,8.0,0.0,7.0
Suryso,1.0,13.0,0.0,12.0
thatislife,0.0,16.0,4.0,10.0
mia_v,2.0,11.0,0.0,9.0
LocoPineapple,0.0,4.0,2.0,6.0
GeorgeMas,1.0,7.0,0.0,18.0
Turbofish15,2.0,13.0,0.0,9.0
Kondorchess,0.0,14.0,5.0,18.0
mmish,1.0,9.0,0.0,9.0
iffan600,0.0,9.0,1.0,9.0
CNASH15,0.0,0.0,0.0,0.0
Trinitytrey,4.0,11.0,0.0,14.0
TorreRey,3.0,13.0,0.0,21.0
DarkDavid008,2.0,2.0,0.0,3.0
Supimaster,1.0,8.0,0.0,15.0
trashr0x,1.0,12.0,0.0,8.0
krlos66,1.0,11.0,0.0,11.0
ssgro,0.0,8.0,2.0,10.0
ni30shreya,3.0,3.0,0.0,5.0
nebulo89,0.0,13.0,1.0,9.0
Edmoundo,0.0,15.0,2.0,12.0
rastel1973,0.0,12.0,5.0,13.0
chessmachine02,0.0,10.0,0.0,16.0
beaubonbean,1.0,11.0,0.0,6.0
deniaferz,0.0,9.0,3.0,8.0
ks77777,0.0,7.0,3.0,11.0
Mr_Chicagoo,0.0,13.0,1.0,17.0
Khusni_Mt19,1.0,7.0,0.0,8.0
serchvc17,1.0,11.0,0.0,12.0
munkhuubold,2.0,17.0,0.0,11.0
DoctorNo34,3.0,13.0,0.0,7.0
troodos,1.0,16.0,0.0,35.0
Pompeychav657,3.0,10.0,0.0,12.0
,0.0,0.0,0.0,0.0
fabian_lavayen,0.0,12.0,0.0,9.0
kannan01,0.0,1.0,1.0,3.0
joint_pain,2.0,44.0,0.0,11.0
minminv,0.0,14.0,1.0,11.0
albini2,3.0,32.0,0.0,28.0
Rialvare,1.0,12.0,0.0,10.0
T1m_15,2.0,11.0,0.0,10.0
Storm782,0.0,4.0,3.0,9.0
AltanMar,0.0,0.0,1.0,2.0
Gontran000,0.0,4.0,1.0,6.0
Leks31,0.0,8.0,3.0,7.0
Achim040368,0.0,7.0,1.0,17.0
marvz07,0.0,22.0,1.0,8.0
,0.0,0.0,0.0,0.0
TRafil291,0.0,9.0,0.0,7.0
Schlafzugfuehrer,3.0,8.0,0.0,7.0
ThePatrick27,1.0,11.0,0.0,15.0
Defendiendome,2.0,15.0,0.0,12.0
sukuu,0.0,17.0,0.0,9.0
ilamughil1,1.0,9.0,0.0,15.0
Sego1966,0.0,12.0,2.0,12.0
MarkRiley,1.0,3.0,0.0,3.0
SachaBoey30M,0.0,15.0,1.0,5.0
vikiblack,0.0,14.0,3.0,10.0
soscl0,1.0,11.0,0.0,11.0
chasingthewind,2.0,10.0,0.0,8.0
issamber,0.0,12.0,5.0,17.0
AhmedMohammed2222,0.0,6.0,6.0,9.0
Isaivlz21,2.0,13.0,0.0,10.0
Khaled0101_1,2.0,10.0,0.0,7.0
JohnnyGatto,3.0,7.0,0.0,12.0
ItIsAsItIs,1.0,12.0,0.0,5.0
Arnab2317004,1.0,8.0,0.0,5.0
Zubrrr,14.0,84.0,0.0,5.0
Nutepunecuzohan71,6.0,10.0,0.0,7.0
FallingFlying,0.0,10.0,1.0,11.0
lalm123,0.0,8.0,1.0,7.0
dobricovek,0.0,5.0,1.0,8.0
Widiru,0.0,14.0,2.0,15.0
yanleng29,1.0,10.0,0.0,13.0
ferenc63,0.0,10.0,2.0,11.0
Judamaster,0.0,12.0,1.0,14.0
Soledadense,4.0,12.0,0.0,17.0
bokibole,1.0,12.0,0.0,11.0
kazak_52,0.0,3.0,11.0,15.0
Raysheung20161230,5.0,6.0,0.0,5.0
PetroChess,2.0,12.0,0.0,13.0
PabloMinda,0.0,13.0,4.0,17.0
AmanUpadhyay55,0.0,3.0,1.0,7.0
afifior,1.0,12.0,0.0,8.0
Mini_9276,0.0,9.0,3.0,18.0
verdepicchio,2.0,7.0,0.0,10.0
szus,1.0,21.0,0.0,11.0
The_Nuclear_Weapon,1.0,10.0,0.0,6.0
kristof2810,0.0,11.0,5.0,12.0
L_Jezuz,1.0,8.0,0.0,10.0
gladkovi84,1.0,31.0,0.0,8.0
DorisF,0.0,14.0,1.0,9.0
kemalrecep16,0.0,2.0,3.0,4.0
alex_qwazi,2.0,11.0,0.0,11.0
mobinchess098,3.0,12.0,0.0,15.0
f4nt1k104,0.0,7.0,1.0,11.0
LinconLuz,0.0,7.0,3.0,9.0
B-e-six,4.0,10.0,0.0,8.0
Hector_Moreno,2.0,18.0,0.0,11.0
BeBee1,5.0,7.0,0.0,10.0
DriveMax,1.0,10.0,0.0,16.0
nuca1992,0.0,9.0,1.0,5.0
apueuo,0.0,12.0,3.0,13.0
Zakharov_s_d,1.0,10.0,0.0,13.0
hpgregory,3.0,5.0,0.0,5.0
claudio_chessmood,0.0,8.0,1.0,12.0
uuaauu,0.0,9.0,0.0,8.0
NitinSaini27,3.0,9.0,0.0,7.0
Cristoesvida,0.0,16.0,1.0,13.0
AkimGol,0.0,11.0,1.0,12.0
ukindtner,0.0,10.0,1.0,10.0
Hassan2083,2.0,16.0,0.0,11.0
notGmPolyak,1.0,11.0,0.0,10.0
Yerlan-Ra,0.0,13.0,4.0,8.0
KulikBera123,0.0,9.0,1.0,5.0
pufferfish,1.0,6.0,0.0,2.0
qsnuggle,4.0,8.0,0.0,6.0
dallap,1.0,10.0,0.0,24.0
alekhinehorsey,0.0,10.0,3.0,25.0
gladkovi84,1.0,31.0,0.0,8.0
Abdelghafour55,2.0,13.0,0.0,11.0
murk3000,0.0,7.0,3.0,4.0
Nightmarish_Pawn,3.0,12.0,0.0,12.0
kzroma,0.0,13.0,1.0,8.0
NeMath,1.0,10.0,0.0,10.0
Fedanza,1.0,12.0,0.0,11.0
prof28,1.0,18.0,0.0,11.0
TitleKiller,0.0,12.0,2.0,10.0
cashflow125,0.0,3.0,2.0,3.0
CYBERCATCHER,0.0,12.0,1.0,9.0
MFadlallaM999,0.0,8.0,1.0,9.0
TimeBurnersLee,0.0,10.0,3.0,10.0
imbungjwala,4.0,9.0,0.0,9.0
Brass67,0.0,10.0,2.0,8.0
oscarito1913,0.0,13.0,1.0,13.0
OyyyyNoyyyy,0.0,11.0,4.0,8.0
Bimaniv,1.0,21.0,0.0,9.0
FakesR2P,0.0,16.0,1.0,6.0
Avenger82,3.0,18.0,0.0,9.0
jacobskretta,1.0,8.0,0.0,12.0
Oreyes,1.0,12.0,0.0,9.0
wiflchess,1.0,10.0,0.0,8.0
pleaseresignnow,0.0,28.0,0.0,6.0
BubnilkaZ,0.0,9.0,3.0,10.0
bug6274,0.0,8.0,1.0,7.0
kaik_gomeszzz,0.0,2.0,1.0,1.0
mosco19,0.0,10.0,1.0,10.0
,0.0,0.0,0.0,0.0
papo1984,0.0,19.0,2.0,31.0
Zholaman-87,0.0,11.0,3.0,13.0
vkjha,1.0,7.0,0.0,10.0
DrAurelius,0.0,4.0,3.0,3.0
Kreopter,2.0,14.0,0.0,9.0
elbispoagentedoble,0.0,25.0,2.0,8.0
brazil01,1.0,14.0,0.0,13.0
RONIN6207,0.0,10.0,3.0,13.0
Propolis1984,0.0,6.0,2.0,8.0
Esteban_Legui,,,,
yarbik10,0.0,11.0,2.0,12.0
Toprak0987,0.0,9.0,0.0,9.0
ryogrande,0.0,11.0,2.0,11.0
Gastings84,0.0,7.0,1.0,7.0
okriak,1.0,16.0,0.0,8.0
mick_chapman,0.0,1.0,2.0,2.0
smaskaras,0.0,21.0,2.0,11.0
SingularityHorizon,0.0,18.0,1.0,8.0
Doccentio,0.0,8.0,0.0,14.0
AlexGP20,1.0,11.0,0.0,11.0
pac78,0.0,14.0,0.0,11.0
brijwhiz,1.0,12.0,0.0,13.0
varishpanjabi,0.0,3.0,3.0,11.0
sonolillo,1.0,5.0,0.0,6.0
straybullet,3.0,21.0,0.0,10.0
jmgstl,0.0,13.0,3.0,15.0
Jeyranyan_07,2.0,6.0,0.0,10.0
Abdukhamid_18,0.0,8.0,4.0,9.0
ModernDefence,3.0,12.0,0.0,9.0
nathan67,0.0,3.0,0.0,11.0
JohnSucks,0.0,0.0,1.0,1.0
fishgame,3.0,15.0,0.0,9.0
MoechtegernLatso,0.0,7.0,3.0,10.0
XaxaTyH11,0.0,13.0,3.0,9.0
Vadim_Valerievich,2.0,22.0,0.0,11.0
Soualhiasaadan19,0.0,10.0,0.0,19.0
adiprasetya,1.0,10.0,0.0,9.0
AiratAiratAirat,0.0,9.0,0.0,11.0
claude76600,1.0,9.0,0.0,24.0
vitrenks,1.0,9.0,0.0,14.0
Uppsala555,0.0,6.0,2.0,10.0
ChessPlayer1361,0.0,0.0,1.0,1.0
Gus2105,2.0,7.0,0.0,2.0
InopSF,0.0,7.0,3.0,7.0
Pinotdepinot,0.0,8.0,1.0,9.0
asuihduiasfduisadfhu,0.0,0.0,0.0,0.0
QuietQuitter,3.0,3.0,0.0,1.0
MatrimonyVine,3.0,9.0,0.0,8.0
RicardoRama58,1.0,13.0,0.0,11.0
PARCEMON2025,0.0,9.0,1.0,9.0
neosackq,0.0,7.0,4.0,4.0
XTony84,0.0,7.0,3.0,7.0
hordeyucel,0.0,7.0,1.0,11.0
,0.0,0.0,0.0,0.0
Retrospective911,0.0,10.0,2.0,13.0
Gennadiy_Sinenko,0.0,14.0,1.0,10.0
Selenus,3.0,24.0,0.0,9.0
GMshooter96,0.0,16.0,2.0,10.0
Ashrafelrayes_0,2.0,14.0,0.0,12.0
,0.0,0.0,0.0,0.0
BestRock,2.0,13.0,0.0,9.0
LucasdelosSantosPerd,,,,
yehya2828,0.0,13.0,2.0,10.0
EmirGamis,1.0,13.0,0.0,14.0
Michael90_32,0.0,11.0,1.0,10.0
Rinks,0.0,12.0,1.0,12.0
SlawekKurp,1.0,11.0,0.0,7.0
BULA03,0.0,10.0,2.0,5.0
solkim86,0.0,23.0,2.0,8.0
izabakana,0.0,12.0,4.0,15.0
mundu61,1.0,13.0,0.0,15.0
chessloversunav24,0.0,2.0,1.0,2.0
jepd,0.0,11.0,0.0,13.0
Tac10,1.0,14.0,0.0,12.0
Mohamed_Chess,0.0,13.0,2.0,10.0
TosattoSaurusRex,2.0,10.0,0.0,14.0
Juan_sosa,0.0,5.0,3.0,3.0
Hulk-10,0.0,11.0,3.0,8.0
Bobmoth,3.0,14.0,0.0,9.0
Nine609sixtY,0.0,8.0,8.0,8.0
Old1974,2.0,12.0,0.0,16.0
shishmi,0.0,0.0,0.0,0.0
BorChessIs,0.0,9.0,1.0,11.0
Wellington1_2,0.0,12.0,2.0,12.0
anant7373,2.0,11.0,0.0,10.0
pluvian,2.0,11.0,0.0,13.0
evilreturns,3.0,18.0,0.0,9.0
sky_p,0.0,8.0,5.0,13.0
gafoorMNR,5.0,8.0,0.0,10.0
tonycurra,0.0,11.0,1.0,11.0
Noconx,0.0,15.0,6.0,15.0
WongeeTongee,0.0,3.0,3.0,3.0
Kolinx01,0.0,15.0,2.0,13.0
Paramesh4478,0.0,12.0,1.0,11.0
Ben_KL,3.0,16.0,0.0,14.0
Neilgado1992,0.0,15.0,1.0,17.0
Tunartank,1.0,14.0,0.0,12.0
drake097,1.0,9.0,0.0,9.0
Fialed,1.0,11.0,0.0,10.0
Cedg2015,0.0,12.0,3.0,19.0
Artem_chess01,0.0,12.0,2.0,10.0
juan2611,1.0,6.0,0.0,13.0
RexGildo100,3.0,11.0,0.0,7.0
Hengki_2003,0.0,9.0,0.0,8.0
BasTienSeb,2.0,5.0,0.0,6.0
dxdiag2233,0.0,13.0,2.0,12.0
KingofEnglund,1.0,9.0,0.0,10.0
CheckNaka,0.0,4.0,2.0,9.0
kennymc01,1.0,4.0,0.0,6.0
Mikhail_Linker,0.0,10.0,2.0,7.0
Mrda,7.0,13.0,0.0,13.0
fs7yfiu3h6rtfuwgjha5,0.0,9.0,1.0,11.0
DrOrfeo,4.0,16.0,0.0,11.0
DAISYCHAN,4.0,5.0,0.0,10.0
sbarrot,0.0,12.0,2.0,10.0
Bondkuse,,,,
exeena1,0.0,7.0,4.0,14.0
Emrah694,2.0,6.0,0.0,4.0
lexnowling108,0.0,6.0,1.0,8.0
Vito_Teofilo,1.0,8.0,0.0,11.0
permitmail,0.0,21.0,16.0,16.0
macerem,4.0,11.0,0.0,10.0
firemonkey11,0.0,17.0,1.0,11.0
men_nos,0.0,3.0,2.0,7.0
sss6567,0.0,12.0,3.0,15.0
Mitin_Vadim2009,1.0,11.0,0.0,19.0
lamagia007,1.0,26.0,0.0,8.0
Slowmindit,0.0,14.0,4.0,16.0
Airdaniel1,2.0,11.0,0.0,10.0
Akash_Mandal2002,0.0,4.0,4.0,6.0
MrSOK,2.0,34.0,0.0,26.0
Rainielflores,0.0,1.0,1.0,3.0
Barys74,2.0,21.0,0.0,11.0
a_boring_username,8.0,12.0,0.0,8.0
VanDame251281,0.0,13.0,2.0,17.0
sdg1966,2.0,13.0,0.0,11.0
Cardsfan006,1.0,11.0,0.0,11.0
PeterToshiba,1.0,1.0,0.0,5.0
hugo41,0.0,14.0,2.0,13.0
AdnanNuruddin,0.0,20.0,1.0,11.0
Vnebo,7.0,88.0,0.0,11.0
Scabapo,0.0,7.0,3.0,6.0
JohnKramer369,0.0,4.0,1.0,3.0
Savit11,0.0,8.0,0.0,11.0
rasadnuwan,0.0,10.0,2.0,12.0
MrSOK,2.0,34.0,0.0,26.0
derdimcokanacan,1.0,23.0,0.0,11.0
,0.0,0.0,0.0,0.0
onepunchbomb32,0.0,0.0,0.0,0.0
Mustafa_Kavlak,3.0,10.0,0.0,5.0
maymay777,1.0,5.0,0.0,7.0
grumpyold,3.0,12.0,0.0,12.0
Gattamelata,1.0,12.0,0.0,10.0
NikitaTarasov,0.0,2.0,14.0,14.0
Posichef,2.0,11.0,0.0,9.0
Strengthensmental555,4.0,6.0,0.0,4.0
natali_nasti,0.0,13.0,1.0,12.0
madzibaba_immoTAL,0.0,13.0,1.0,11.0
dukejevwe,0.0,13.0,1.0,13.0
Vikgross1968,0.0,10.0,1.0,14.0
Astoniano,5.0,11.0,0.0,18.0
Baltazar1906,5.0,10.0,0.0,7.0
RNV65,0.0,8.0,2.0,8.0
payback31,0.0,10.0,1.0,12.0
dntknow10,0.0,6.0,4.0,9.0
K_S_V,3.0,10.0,0.0,9.0
AshWB,0.0,9.0,3.0,12.0
alexeygr,0.0,13.0,1.0,11.0
TomDill,0.0,9.0,1.0,10.0
tipor,0.0,11.0,4.0,12.0
Serdobsk-2023,0.0,0.0,2.0,2.0
mugila003,1.0,3.0,0.0,5.0
radenikoloski,3.0,13.0,0.0,11.0
BILLOU1,3.0,11.0,0.0,14.0
anquelito,2.0,6.0,0.0,7.0
Arielxsjla,2.0,2.0,0.0,3.0
KnightVision20,0.0,7.0,1.0,5.0
KnightAndMagic,2.0,9.0,0.0,5.0
maymay2862,0.0,4.0,1.0,5.0
trappade,0.0,11.0,3.0,8.0
Exito76,0.0,13.0,2.0,8.0
coemgen29,2.0,12.0,0.0,9.0
TerentievVladimir,0.0,0.0,6.0,6.0
agus_carrer,2.0,11.0,0.0,10.0
Wasted_Youth,0.0,11.0,2.0,15.0
Kartapoux,0.0,19.0,1.0,14.0
blackdiamond3,0.0,4.0,3.0,3.0
miamers,0.0,3.0,3.0,4.0
Oroigor,4.0,10.0,0.0,9.0
MarioVillanueva,4.0,21.0,0.0,11.0
Ho-tur_1,2.0,10.0,0.0,10.0
sanjan2012,0.0,7.0,1.0,3.0
vipaldua,0.0,15.0,1.0,14.0
michy3119,0.0,4.0,0.0,24.0
kotokrokodyl,5.0,24.0,0.0,20.0
Vaibhav26104,1.0,12.0,0.0,13.0
NiceIceEyes,0.0,11.0,2.0,6.0
Rabian,0.0,7.0,2.0,9.0
alexiscueva1997,1.0,8.0,0.0,11.0
Uzuul,0.0,12.0,2.0,15.0
Gian-203,1.0,1.0,0.0,4.0
blunderman1,0.0,10.0,1.0,11.0
SuperSpazio,1.0,12.0,0.0,15.0
nizmo20,6.0,12.0,0.0,63.0
aristarx22,1.0,11.0,0.0,14.0
M_hani,2.0,14.0,0.0,14.0
supertolchok,0.0,15.0,1.0,17.0
ArtMoch,0.0,4.0,2.0,7.0
Pera-64,1.0,16.0,0.0,19.0
soumrdb,0.0,9.0,5.0,10.0
Jeboy02,3.0,10.0,0.0,6.0
GMshooter96,0.0,16.0,2.0,10.0
besnikvaraki,1.0,7.0,0.0,7.0
pixelares,2.0,13.0,0.0,8.0
DauletShapanayev,0.0,12.0,1.0,10.0
LegendofTea,0.0,5.0,2.0,8.0
SurgePlayzYT,0.0,4.0,1.0,4.0
LarryMatejka,0.0,9.0,2.0,5.0
AAFouad,1.0,14.0,0.0,10.0
mijin1777,0.0,11.0,3.0,18.0
RostVV,1.0,12.0,0.0,13.0
ftalkan,0.0,10.0,1.0,9.0
Alvise1,0.0,11.0,5.0,12.0
MikuHatsune01,4.0,13.0,0.0,6.0
omair,0.0,12.0,7.0,12.0
manh123kg,1.0,8.0,0.0,5.0
alpergmstkn061426,0.0,9.0,6.0,13.0
,0.0,0.0,0.0,0.0
IgnaRomera,1.0,8.0,0.0,8.0
rahn_lebt,1.0,13.0,0.0,14.0
Segui22,2.0,12.0,0.0,17.0
JANGELR,0.0,11.0,1.0,11.0
Djpiksi,2.0,11.0,0.0,15.0
OgaNaMaster,0.0,13.0,2.0,13.0
zali16,0.0,4.0,4.0,29.0
hmgraham45,2.0,6.0,0.0,4.0
percyflorescruz46,,,,
Balckgaming,0.0,13.0,5.0,13.0
AkimSochi,0.0,1.0,2.0,2.0
BentengPmasyarakatan,0.0,18.0,1.0,10.0
Petrgoff,0.0,13.0,4.0,12.0
MiniBenHur,0.0,7.0,1.0,7.0
Lucida17,1.0,30.0,0.0,8.0
Hrasnica70,0.0,15.0,2.0,10.0
omeed_87,0.0,11.0,6.0,11.0
Kamo_Gurtovoy85,1.0,15.0,0.0,10.0
Adro81,0.0,15.0,1.0,10.0
rohitraj_iit,1.0,12.0,0.0,11.0
ashraf-ouda1,8.0,9.0,0.0,13.0
HSV4everandever,1.0,15.0,0.0,7.0
training_account2024,0.0,0.0,0.0,0.0
methylenio,2.0,9.0,0.0,12.0
Noobibii,1.0,9.0,0.0,5.0
kocoIIy3bIj,2.0,9.0,0.0,9.0
Pescaderocalvo,1.0,12.0,0.0,11.0
jyrxx,0.0,8.0,2.0,13.0
Rubens19,2.0,11.0,0.0,13.0
justinsloan,1.0,9.0,0.0,9.0
bryanmagnym,0.0,0.0,0.0,0.0
Turbofish15,2.0,13.0,0.0,9.0
cantux,0.0,10.0,2.0,8.0
BlueDreamers,2.0,8.0,0.0,15.0
DrEstranged,6.0,29.0,0.0,11.0
Ree1215,0.0,12.0,1.0,7.0
osbah,0.0,9.0,1.0,13.0
Nikita1580,1.0,9.0,0.0,7.0
BillGrig,0.0,14.0,2.0,9.0
branimir1955,0.0,12.0,1.0,9.0
kermitdfrog,0.0,13.0,2.0,16.0
knightLight10,0.0,9.0,2.0,9.0
Naoberke,0.0,24.0,1.0,7.0
vrobi,2.0,28.0,0.0,8.0
JoaoPauloFaxinal,1.0,5.0,0.0,9.0
A7bois,5.0,8.0,0.0,11.0
Neandertaler303,1.0,15.0,0.0,11.0
CrAlexIZ,7.0,16.0,0.0,11.0
Prowestperson,0.0,0.0,3.0,3.0
vaibhavgadre,4.0,12.0,0.0,12.0
MRCHESS1983,1.0,17.0,0.0,11.0
q123451,0.0,13.0,4.0,8.0
drpns,0.0,6.0,1.0,8.0
Evgenij-031,0.0,13.0,1.0,11.0
akokek,1.0,8.0,0.0,7.0
,0.0,0.0,0.0,0.0
Summer-Drummer,1.0,15.0,0.0,12.0
Maigouda,0.0,22.0,0.0,12.0
KaiPeng,0.0,5.0,0.0,2.0
Mirek_O,0.0,15.0,4.0,11.0
phuongtra_280415,0.0,3.0,1.0,6.0
lufsig,0.0,9.0,1.0,9.0
Plvdv_bg,0.0,11.0,1.0,12.0
JSMatharoo,0.0,7.0,1.0,6.0
Baltazar33,6.0,12.0,0.0,6.0
JoshuaAugustine,1.0,12.0,0.0,11.0
chgen86phone,0.0,16.0,2.0,17.0
Dr_Nezard,2.0,14.0,0.0,7.0
zeynabtabatabaiyan,0.0,6.0,1.0,9.0
Andrey_Klymchuk,2.0,26.0,0.0,10.0
Lev2507,0.0,4.0,6.0,9.0
erava,0.0,12.0,1.0,11.0
ni30shreya,3.0,3.0,0.0,5.0
Oztkr,0.0,9.0,1.0,33.0
Oleg-Che86_Chess,3.0,18.0,0.0,9.0
jobertosting,1.0,10.0,0.0,9.0
insuffi,1.0,17.0,0.0,8.0
sotva,0.0,33.0,0.0,10.0
Taya_BKD,0.0,16.0,2.0,12.0
Eugene1981,2.0,12.0,0.0,9.0
radebatinica,0.0,12.0,3.0,15.0
Sanchezajedrez14,0.0,12.0,1.0,27.0
jmariobarajas,1.0,5.0,0.0,2.0
Gozoba,2.0,9.0,0.0,9.0
houthakker78,0.0,17.0,3.0,11.0
marky0,0.0,11.0,2.0,12.0
yusufali,0.0,11.0,3.0,12.0
ZeroThesis,0.0,8.0,3.0,7.0
markadiy,0.0,14.0,3.0,15.0
amzadams,3.0,22.0,0.0,15.0
Agrawal71,0.0,16.0,1.0,13.0
HA59,0.0,7.0,1.0,16.0
ha_p717,1.0,7.0,0.0,5.0
NoseAsusthek,2.0,10.0,0.0,11.0
JavierGutier,1.0,11.0,0.0,13.0
CAT23,1.0,13.0,0.0,11.0
Hvitrev,2.0,10.0,0.0,7.0
nfspor,0.0,8.0,1.0,9.0
,0.0,0.0,0.0,0.0
Averone,0.0,11.0,3.0,16.0
farnamtehran,0.0,14.0,1.0,11.0
LV2007199331101996,2.0,15.0,0.0,5.0
lol3getown,2.0,11.0,0.0,11.0
Gianliuk8529,0.0,8.0,2.0,8.0
Saidaev_88,1.0,15.0,0.0,10.0
MelonWick,0.0,6.0,2.0,3.0
ralf_dragon,5.0,13.0,0.0,13.0
Stevehola,1.0,13.0,0.0,15.0
anticevval,0.0,0.0,0.0,0.0
Dabar1,4.0,13.0,0.0,10.0
