user_id,win_streak_current,win_streak_max,loss_streak_current,loss_streak_max
Toilet_Seat_Chess,0.0,12.0,6.0,11.0
rosdianapungki,0.0,9.0,1.0,7.0
regisbourjiac,2.0,12.0,0.0,9.0
YoungDruid,2.0,9.0,0.0,7.0
OliveriBulgari,2.0,12.0,0.0,23.0
illegal_soul,1.0,9.0,0.0,9.0
Cianten,0.0,8.0,1.0,7.0
LuanLuiz,0.0,0.0,2.0,2.0
Avishi160212,0.0,1.0,3.0,8.0
sourabhab7,1.0,11.0,0.0,9.0
Elysium5,1.0,7.0,0.0,8.0
tonosevi,0.0,9.0,2.0,8.0
Nguyenhuyduc20182434,0.0,10.0,1.0,9.0
funtorpikus,0.0,9.0,4.0,4.0
pawnhubdotedu,1.0,10.0,0.0,13.0
OmarMXE,0.0,11.0,1.0,11.0
hexman813,0.0,8.0,1.0,26.0
drakejiang10,0.0,5.0,1.0,5.0
shura-H,0.0,21.0,2.0,7.0
wiliam21,1.0,10.0,0.0,14.0
klowin23,,,,
MyStudiesAccount,1.0,11.0,0.0,14.0
Dzon_Vejn,0.0,16.0,2.0,15.0
Cannonbird,0.0,9.0,1.0,4.0
Empireme,0.0,9.0,0.0,8.0
tascisatranc,0.0,14.0,2.0,9.0
bsmail,1.0,24.0,0.0,12.0
fderivative1,1.0,14.0,0.0,11.0
msh925,1.0,12.0,0.0,12.0
ilya_ivantsov,0.0,1.0,0.0,6.0
domore,0.0,11.0,1.0,18.0
Erossem,0.0,11.0,2.0,17.0
giuliocatinella,2.0,9.0,0.0,10.0
Heiserberg-Kaz,0.0,12.0,1.0,4.0
Sinerkin,0.0,7.0,2.0,9.0
DJTILLU,0.0,10.0,1.0,9.0
Torfnase,0.0,7.0,1.0,11.0
fullpott,0.0,9.0,2.0,9.0
FEN59,3.0,11.0,0.0,12.0
MRtareqFa,0.0,9.0,0.0,6.0
ByAz6,1.0,8.0,0.0,7.0
gorecki3,,,,
Nfattakhov2001,1.0,9.0,0.0,9.0
leekenshi,0.0,5.0,1.0,9.0
KingArmand,0.0,14.0,3.0,14.0
pourya1387,0.0,9.0,3.0,15.0
mrSWoOBS,2.0,19.0,0.0,29.0
StarFunKull,5.0,5.0,0.0,4.0
BadMoves51,0.0,11.0,1.0,13.0
Mostiska47,0.0,6.0,1.0,8.0
ART_V_G,0.0,10.0,2.0,14.0
Nagpriya,2.0,4.0,0.0,6.0
chess_wizard3000,0.0,11.0,1.0,7.0
JJGoodIdea,,,,
Perez5,2.0,9.0,0.0,10.0
Blunderful44,1.0,18.0,0.0,12.0
Bisclavret1993,0.0,12.0,1.0,15.0
StarOfFireCatStorm15,0.0,21.0,1.0,5.0
iker2013GG,0.0,0.0,0.0,0.0
Lone-Wolf,0.0,10.0,1.0,8.0
speedstar19,0.0,11.0,3.0,14.0
Strange_people,0.0,11.0,1.0,9.0
AlexD64,1.0,12.0,0.0,8.0
tahirqkhan,1.0,17.0,0.0,13.0
PekkaM,0.0,6.0,12.0,46.0
rrem,1.0,11.0,0.0,13.0
DenizArel62,0.0,0.0,0.0,0.0
trstenicanin,0.0,8.0,3.0,13.0
Spiderodisha,0.0,11.0,5.0,11.0
Matias_Quijano,3.0,7.0,0.0,6.0
Dredziarz,2.0,9.0,0.0,9.0
DEIUYWUIWY,3.0,3.0,0.0,4.0
begemotika,1.0,9.0,0.0,11.0
halfprice,5.0,16.0,0.0,12.0
auhmm,0.0,16.0,5.0,12.0
Valentin_59,1.0,9.0,0.0,9.0
Terceiraidade,0.0,10.0,4.0,52.0
Newlevel462,,,,
KineticKing,2.0,12.0,0.0,13.0
suhang1993,0.0,0.0,1.0,1.0
kingotto0106,5.0,12.0,0.0,14.0
PierPaolo1963,1.0,8.0,0.0,9.0
Joker849,1.0,8.0,0.0,8.0
medievil,0.0,7.0,1.0,14.0
Urre,0.0,13.0,3.0,10.0
Rolfclarion,0.0,2.0,1.0,5.0
Heri72,0.0,18.0,2.0,10.0
stefbesbar,1.0,9.0,0.0,8.0
HarryHaller1,0.0,9.0,0.0,7.0
eco48ru,0.0,10.0,2.0,9.0
MKaladinStormblessed,0.0,9.0,3.0,8.0
InvincibleCheckk,0.0,9.0,1.0,4.0
Saperda_carcharias,0.0,10.0,5.0,11.0
Tierra_Del_Fuego,5.0,9.0,0.0,8.0
StanislasBE,2.0,17.0,0.0,22.0
Pijotrek,0.0,12.0,6.0,10.0
Jorgeluislavao,0.0,12.0,4.0,10.0
Han2122,0.0,0.0,0.0,0.0
PERFORMER43,0.0,11.0,3.0,10.0
VictorRodinovich54,1.0,12.0,0.0,11.0
tornado2023,0.0,16.0,1.0,9.0
CiasnaMarietta69,0.0,8.0,2.0,12.0
De_Maracay,1.0,7.0,0.0,8.0
Wtc111,0.0,0.0,0.0,0.0
Sfuli,0.0,7.0,2.0,9.0
peltor,1.0,19.0,0.0,6.0
DmSh26,1.0,10.0,0.0,11.0
edneicorrea,5.0,5.0,0.0,6.0
magentamango,2.0,30.0,0.0,11.0
amine84,1.0,11.0,0.0,7.0
heavydime,2.0,2.0,0.0,13.0
royer1,1.0,11.0,0.0,9.0
JOO557,0.0,8.0,2.0,7.0
Shourya_Tare,0.0,3.0,2.0,8.0
tempodrone,1.0,10.0,0.0,12.0
gmchess100,1.0,17.0,0.0,12.0
arda200571,0.0,9.0,3.0,14.0
jmartin21,0.0,11.0,1.0,10.0
MehdiTayebi1352,0.0,12.0,2.0,13.0
Ophelia074,0.0,10.0,2.0,10.0
bikehelmet,2.0,5.0,0.0,5.0
mandhiri05,0.0,0.0,1.0,1.0
lIlIllllIllllIII,0.0,8.0,4.0,9.0
Nabin12,3.0,13.0,0.0,11.0
MeneerMandje,0.0,26.0,1.0,11.0
martindale,1.0,11.0,0.0,6.0
Bisha777,3.0,13.0,0.0,11.0
simochess7,0.0,9.0,1.0,6.0
EduCL2,1.0,41.0,0.0,9.0
razvanivascu,0.0,9.0,0.0,9.0
snowwpi,0.0,5.0,1.0,7.0
ndrekabashi,0.0,9.0,3.0,5.0
LaYucaReyChess,2.0,17.0,0.0,15.0
thisgameissohard,0.0,10.0,2.0,9.0
abdelghanimastouri,0.0,9.0,2.0,7.0
Atavatansever,0.0,10.0,3.0,6.0
Flixbuser,0.0,7.0,2.0,8.0
polk-2020,0.0,15.0,1.0,8.0
Kamiliccccc,0.0,11.0,2.0,11.0
Schorsch41,0.0,10.0,6.0,17.0
JAV13R_5OL15,0.0,11.0,3.0,19.0
Ultraman2,0.0,12.0,0.0,4.0
Escandinavo2,0.0,13.0,4.0,9.0
MarkoKarol,0.0,11.0,3.0,8.0
Varun2001,0.0,10.0,1.0,8.0
Stevehola,1.0,13.0,0.0,15.0
Zakyska,0.0,12.0,1.0,12.0
unnamedjawn,0.0,12.0,4.0,13.0
hgreenberg,0.0,9.0,1.0,9.0
unknowniannn,0.0,0.0,1.0,1.0
Aprenderdenuevo,0.0,10.0,2.0,9.0
Kolesnikov_Viktor,4.0,12.0,0.0,8.0
saraban66,2.0,10.0,0.0,12.0
SonJay2609,0.0,18.0,1.0,10.0
veneteanuc,0.0,15.0,0.0,9.0
EGOR_400,2.0,11.0,0.0,10.0
JustForFun28,0.0,8.0,2.0,10.0
isolatedpawn13,0.0,8.0,2.0,9.0
Bierpaul,3.0,11.0,0.0,7.0
Nudelband,0.0,14.0,2.0,10.0
Mandrows,0.0,10.0,4.0,9.0
valerar22,1.0,14.0,0.0,13.0
Strenzo,0.0,7.0,7.0,7.0
Der_Kuchenmann,2.0,14.0,0.0,8.0
NeVyacheslav,0.0,6.0,3.0,5.0
Moriarty333333,0.0,6.0,1.0,5.0
Isofix,0.0,9.0,1.0,9.0
Hulk-10,0.0,11.0,0.0,8.0
SMIGOEL,1.0,10.0,0.0,9.0
ssturkg,1.0,10.0,0.0,11.0
Canerbaycan41,0.0,8.0,0.0,10.0
H3chiz3n,0.0,14.0,2.0,10.0
Mr-ZeQ,1.0,13.0,0.0,12.0
Sacrificial_land,0.0,9.0,2.0,11.0
Krank00,2.0,12.0,0.0,12.0
aruran,0.0,18.0,4.0,15.0
jdwong58,0.0,23.0,1.0,8.0
davasam,4.0,12.0,0.0,13.0
adrianlqq,9.0,12.0,0.0,10.0
ferhat_atbas36,1.0,5.0,0.0,6.0
chesscoach-20,0.0,10.0,2.0,7.0
crazycrazycrazycrazy,2.0,2.0,0.0,4.0
ikinat,0.0,11.0,3.0,3.0
abhishek_2312,2.0,9.0,0.0,10.0
Ulysses999,0.0,14.0,4.0,15.0
JeffreyJimenez22,1.0,17.0,0.0,10.0
wraithmaster,0.0,10.0,3.0,10.0
literallywho,2.0,12.0,0.0,7.0
Jazzyjef,1.0,97.0,0.0,7.0
S_boviri,0.0,10.0,0.0,10.0
komodothedragon,0.0,10.0,4.0,4.0
Platzierung,0.0,11.0,0.0,9.0
amanshivi0102,2.0,2.0,0.0,15.0
aoufU,1.0,9.0,0.0,12.0
sicki,1.0,14.0,0.0,12.0
i_n_kennedy,0.0,11.0,3.0,11.0
Dioksis,1.0,8.0,0.0,14.0
Honest_1976,4.0,13.0,0.0,6.0
Strelkov_Andrew,0.0,19.0,8.0,10.0
hiem1212,0.0,0.0,1.0,1.0
BavarianLion1974,0.0,5.0,1.0,7.0
i1i1i1i1i1i1i1i,0.0,9.0,1.0,19.0
schaakam,1.0,17.0,0.0,12.0
ryuga133,0.0,0.0,2.0,2.0
CenationTaker,,,,
frdeswaq,0.0,3.0,1.0,2.0
Narsil737,0.0,12.0,2.0,7.0
MOZZ,4.0,5.0,0.0,10.0
GKANSK,0.0,38.0,1.0,5.0
Rowkir,2.0,11.0,0.0,10.0
Afra_asadi2012,0.0,2.0,1.0,15.0
Dr_DarkNightVader,0.0,8.0,2.0,6.0
Anon_ym_ous,4.0,12.0,0.0,7.0
Karafani,0.0,11.0,1.0,12.0
mikeeeNd,3.0,9.0,0.0,7.0
VassilDimitrov,0.0,11.0,3.0,10.0
Krishnaarora1586,1.0,4.0,0.0,6.0
crockett51,0.0,7.0,1.0,7.0
Thirdnight,2.0,15.0,0.0,11.0
Za-Ru-Ba,0.0,9.0,0.0,12.0
Continental_77,1.0,19.0,0.0,9.0
pulchrum,3.0,12.0,0.0,16.0
Yamete456,0.0,13.0,0.0,9.0
TheBroskey,3.0,4.0,0.0,5.0
Joseph_Bodino,1.0,16.0,0.0,10.0
Jamacuco2024,,,,
Kasparov1096,2.0,9.0,0.0,13.0
gaaravhinz,0.0,12.0,1.0,11.0
farshid_m,0.0,13.0,1.0,8.0
fitz321,0.0,0.0,0.0,0.0
queensgambitdecline,0.0,5.0,1.0,14.0
Vishwa_2013,0.0,3.0,1.0,3.0
bineinfettesmammut,0.0,8.0,2.0,11.0
NitinSaini27,3.0,9.0,0.0,7.0
mantza,0.0,11.0,1.0,12.0
LDOCaoSang1973,0.0,8.0,2.0,7.0
goat-sama,0.0,7.0,4.0,5.0
baulitar,0.0,10.0,1.0,14.0
FloatingFluffly,2.0,5.0,0.0,10.0
S2rob,2.0,7.0,0.0,8.0
kristya24681,0.0,13.0,3.0,14.0
keesofazant,0.0,10.0,1.0,10.0
toivok3,7.0,29.0,0.0,7.0
IvannKulikov,0.0,6.0,1.0,8.0
Omethkithnuka,0.0,5.0,2.0,8.0
mutdpro,0.0,38.0,0.0,17.0
spiritualwarrior,0.0,26.0,1.0,6.0
RatmirKreon,0.0,9.0,3.0,10.0
musa2104,0.0,12.0,3.0,18.0
Dgita35492,0.0,35.0,3.0,10.0
Bogloo,0.0,21.0,3.0,8.0
raj8262,0.0,6.0,1.0,6.0
maximkazakov,1.0,7.0,0.0,7.0
chupaachuper,3.0,7.0,0.0,5.0
mumin11,2.0,12.0,0.0,13.0
KingAnto,0.0,4.0,1.0,33.0
Keelgara,1.0,22.0,0.0,15.0
JoeyLIM2015,0.0,0.0,1.0,1.0
Chessanonymous1,0.0,12.0,1.0,6.0
babilon_eusebio,5.0,10.0,0.0,12.0
KarlOz_AlexandroS,0.0,10.0,3.0,11.0
SamaraNovichok,0.0,5.0,3.0,9.0
zabey5,2.0,9.0,0.0,9.0
squar3D64,0.0,10.0,1.0,13.0
UnderpromotionK,1.0,12.0,0.0,7.0
datamorg,0.0,15.0,2.0,9.0
Razvanicius,0.0,13.0,1.0,11.0
Alexiy111,2.0,10.0,0.0,10.0
Amitrano,0.0,0.0,0.0,0.0
Kiravik,1.0,17.0,0.0,10.0
manfroi-alexander,0.0,11.0,1.0,11.0
AlxSub,0.0,0.0,0.0,0.0
Schaffhauserplatz,2.0,10.0,0.0,7.0
Odikasigbue,2.0,10.0,0.0,12.0
PawnByDesign,1.0,12.0,0.0,10.0
CasheW29,2.0,9.0,0.0,23.0
Nayana1000,0.0,6.0,0.0,9.0
Ak_143,0.0,10.0,6.0,9.0
quinnjerman,1.0,9.0,0.0,12.0
chesscrown1557,0.0,6.0,1.0,6.0
alfilnegrox1,3.0,15.0,0.0,18.0
gmfercho,0.0,14.0,1.0,11.0
ozkanbozzzz,0.0,6.0,2.0,8.0
Nikolai_1957-1954,6.0,6.0,0.0,7.0
Jose_Luisx,1.0,9.0,0.0,11.0
soumashis,1.0,8.0,0.0,6.0
aryamannkid,0.0,14.0,1.0,14.0
JayantChouhan,0.0,8.0,1.0,7.0
Anna_Khrebtenko,0.0,3.0,0.0,4.0
xx13131313,1.0,12.0,0.0,11.0
Fatih4722,0.0,11.0,3.0,72.0
the7tig3r,0.0,1.0,2.0,2.0
water-witch,1.0,10.0,0.0,4.0
nessie022,0.0,5.0,4.0,5.0
Ruminor13,0.0,9.0,1.0,8.0
MityshevS,0.0,14.0,3.0,20.0
PK1606,0.0,12.0,1.0,13.0
dmsea,0.0,12.0,2.0,9.0
HandsomeCentury,0.0,8.0,1.0,11.0
Mohamadmanar1992,3.0,10.0,0.0,10.0
Amiiiiiiiirrrrrrrr,0.0,8.0,2.0,12.0
mehmet488,0.0,12.0,1.0,11.0
A3a4em,2.0,16.0,0.0,13.0
RookHunter,2.0,16.0,0.0,11.0
ghasemialief,0.0,10.0,3.0,13.0
Jkjkjp,0.0,1.0,1.0,2.0
PepedeHuelva,0.0,13.0,3.0,12.0
Mannynoir,0.0,9.0,1.0,11.0
lobolove2024,0.0,4.0,2.0,2.0
Yvonne68,0.0,9.0,1.0,12.0
Like2Learn,2.0,18.0,0.0,15.0
radon2012,0.0,21.0,1.0,14.0
Objectif_trop_fort,2.0,8.0,0.0,6.0
bja555,0.0,17.0,1.0,36.0
EstoFidelis,3.0,8.0,0.0,12.0
PalaciosLlF,2.0,23.0,0.0,9.0
Oleksandr_11,2.0,12.0,0.0,13.0
Dare_Mage,0.0,8.0,4.0,5.0
renzorl98,1.0,11.0,0.0,10.0
tonystark696969,4.0,10.0,0.0,5.0
jhailesx,1.0,6.0,0.0,7.0
musito2001,0.0,15.0,1.0,12.0
Willyzi,2.0,12.0,0.0,14.0
UcanTosbaga,1.0,7.0,0.0,17.0
El_Precisione,2.0,19.0,0.0,8.0
Ekvip,0.0,10.0,3.0,16.0
haggytheman,3.0,21.0,0.0,13.0
Youssef_Emad,0.0,20.0,3.0,27.0
AprendizJesus,1.0,10.0,0.0,9.0
shr2kor,0.0,5.0,1.0,6.0
MQMartin,0.0,13.0,1.0,14.0
Barkinhiev_Ahmed,0.0,9.0,8.0,13.0
amirmoro,3.0,15.0,0.0,12.0
gousia786,0.0,12.0,2.0,20.0
Kazlaft-Bublock,0.0,14.0,5.0,11.0
MarathonGo2700,2.0,33.0,0.0,10.0
nightfall1941,0.0,9.0,0.0,9.0
TopRamenUSA,2.0,13.0,0.0,7.0
nakajuma,,,,
Rettcar,0.0,12.0,1.0,28.0
Oceanblue32,1.0,10.0,0.0,8.0
hiammagii,1.0,6.0,0.0,8.0
Turolman,0.0,0.0,0.0,0.0
nOOb_2-O,1.0,9.0,0.0,8.0
oriad,0.0,7.0,4.0,8.0
MarcosMiguel2012,0.0,6.0,2.0,18.0
hadesin,2.0,17.0,0.0,11.0
SuyudSPt,0.0,0.0,1.0,1.0
rss3398,1.0,15.0,0.0,13.0
Mariwombat,0.0,3.0,2.0,5.0
Damarin86,0.0,15.0,5.0,11.0
lokival,3.0,17.0,0.0,12.0
Mickey1918,0.0,15.0,2.0,13.0
stlbucket,0.0,13.0,1.0,13.0
Asilmirjen,0.0,3.0,2.0,4.0
ChessPlayerUSSR,3.0,14.0,0.0,9.0
Alphavite,2.0,12.0,0.0,12.0
trompsk,0.0,7.0,1.0,12.0
SarkarRajAS,1.0,5.0,0.0,4.0
Choc-Mint-Chip,0.0,6.0,1.0,18.0
Anastasia_wa,0.0,10.0,3.0,8.0
wezisendama,0.0,11.0,1.0,12.0
Mavi_Alpha,4.0,20.0,0.0,10.0
SaSeg,0.0,12.0,1.0,13.0
Dynastyyyy3323,1.0,10.0,0.0,11.0
spielbrecher,1.0,16.0,0.0,5.0
crazydiamond88,0.0,7.0,0.0,10.0
Mujer21,0.0,11.0,1.0,11.0
Yazan_Alqadi,1.0,16.0,0.0,8.0
colochorompealmoadas,0.0,11.0,0.0,14.0
Saltanunc,0.0,14.0,2.0,17.0
arvind01,1.0,1.0,0.0,2.0
Mr3berk4,1.0,7.0,0.0,6.0
warrik2,0.0,5.0,1.0,6.0
C2H5OH3,0.0,25.0,5.0,17.0
A972,0.0,10.0,1.0,9.0
jotawatt,1.0,10.0,0.0,12.0
Den1970Den1970,0.0,0.0,0.0,0.0
SiusBunga,0.0,24.0,0.0,14.0
amarjith2,0.0,9.0,1.0,11.0
ThePlagueDoctor01,0.0,12.0,1.0,15.0
trollbobbi,0.0,10.0,2.0,11.0
secretaccounthabibi,5.0,13.0,0.0,11.0
malamarea,0.0,10.0,2.0,11.0
rednivrug15,0.0,10.0,4.0,8.0
nikmal_ft,0.0,11.0,3.0,19.0
TarasDina,0.0,9.0,3.0,9.0
mf_pizz,0.0,20.0,1.0,6.0
MartInPlus2,1.0,11.0,0.0,19.0
DipDen,0.0,10.0,1.0,9.0
john2025,0.0,3.0,9.0,13.0
Mazhad,0.0,12.0,1.0,10.0
shahram1928,1.0,9.0,0.0,12.0
a-t-5,0.0,1.0,3.0,3.0
lelicman,0.0,0.0,0.0,0.0
camenj,0.0,8.0,1.0,9.0
budderl,0.0,11.0,3.0,8.0
uglygram,0.0,10.0,3.0,57.0
CK_1886,1.0,8.0,0.0,12.0
r2d2w2,0.0,13.0,5.0,11.0
Denis280110,0.0,11.0,2.0,8.0
flanta,,,,
capy_chess777,2.0,8.0,0.0,8.0
shuuichitoicho,0.0,6.0,4.0,5.0
Magnus40,0.0,16.0,2.0,10.0
Batu48,0.0,9.0,1.0,9.0
Javpine597,3.0,17.0,0.0,10.0
VoroninNikita,2.0,4.0,0.0,4.0
RaphaelTraining1,0.0,4.0,1.0,20.0
Tanuj_purswani,1.0,7.0,0.0,6.0
Amuuu,0.0,12.0,2.0,9.0
TimAstier,1.0,27.0,0.0,14.0
Oginbogin,1.0,11.0,0.0,8.0
Chip113,1.0,13.0,0.0,10.0
yagizegecelep,0.0,1.0,2.0,8.0
resolute-rook,2.0,15.0,0.0,12.0
DIBO,0.0,14.0,1.0,18.0
poseidon2121,0.0,10.0,3.0,6.0
Punno22,1.0,12.0,0.0,13.0
Toprotroja,0.0,0.0,1.0,1.0
MarkG514,0.0,13.0,1.0,14.0
a74bh,0.0,10.0,0.0,10.0
jack_be_nimble,0.0,17.0,1.0,18.0
betoi31,1.0,20.0,0.0,9.0
sapphire_phoenix,0.0,16.0,2.0,11.0
NISMEC,0.0,4.0,6.0,24.0
NothinghamLace,0.0,11.0,3.0,12.0
ignatiushorreili,0.0,33.0,1.0,9.0
Mudrovfedor,3.0,12.0,0.0,22.0
sathism,2.0,5.0,0.0,7.0
kiarashf1989,0.0,4.0,2.0,4.0
sergeititkov,0.0,11.0,3.0,13.0
Tiopujio,1.0,15.0,0.0,11.0
Renatobaca,0.0,10.0,2.0,23.0
Kolonel007,0.0,9.0,2.0,20.0
TommoX,1.0,7.0,0.0,13.0
ereid07,1.0,8.0,0.0,8.0
DEBAPRABHO,1.0,10.0,0.0,7.0
Krivitskiy_Aleksandr,0.0,16.0,0.0,6.0
pvapva,2.0,13.0,0.0,11.0
miki_train,4.0,13.0,0.0,12.0
Carey59,1.0,1.0,0.0,4.0
HUGOS01,0.0,14.0,2.0,11.0
Doctor_check_99,0.0,24.0,0.0,7.0
yuri_9090,0.0,10.0,2.0,10.0
Lanc39,1.0,16.0,0.0,12.0
soupdoyou,1.0,9.0,0.0,4.0
zamboni-69,0.0,10.0,1.0,12.0
the_amirhossein,0.0,6.0,4.0,9.0
Movaro,0.0,10.0,6.0,11.0
Gabrielguerrero1,0.0,3.0,1.0,14.0
Nikolay29rus,0.0,0.0,1.0,1.0
quentin87,3.0,11.0,0.0,12.0
BertiJones,0.0,6.0,1.0,6.0
DRD2024,0.0,0.0,1.0,1.0
SuperLoop,0.0,17.0,2.0,10.0
TarekElhanafy,0.0,7.0,4.0,9.0
emirchess7,0.0,9.0,2.0,13.0
petergo,2.0,14.0,0.0,12.0
burekmentolov,4.0,14.0,0.0,14.0
Pranjul96,2.0,56.0,0.0,11.0
hanc26,1.0,9.0,0.0,12.0
Morrelo,2.0,12.0,0.0,10.0
jeromeovich,1.0,14.0,0.0,9.0
robychess,1.0,16.0,0.0,7.0
bonaventure23,0.0,15.0,1.0,15.0
AV_Zikov5262,2.0,14.0,0.0,17.0
Favas123,0.0,6.0,1.0,7.0
Socioaldeano,0.0,12.0,1.0,8.0
reapingrook,0.0,12.0,3.0,12.0
zahidenevval,0.0,9.0,1.0,10.0
tashkentka,1.0,12.0,0.0,11.0
mahmoud_abdellatif,0.0,9.0,0.0,8.0
astute1982,0.0,13.0,1.0,12.0
GoodChessPlayer3,0.0,8.0,0.0,10.0
TRafil291,0.0,9.0,2.0,7.0
BiblerKlewin,3.0,25.0,0.0,6.0
Tima1939,1.0,2.0,0.0,7.0
ChinmayShibuKumar,0.0,7.0,0.0,9.0
Ioveeelyyy,0.0,6.0,1.0,5.0
Kamikaze0w0,0.0,7.0,6.0,9.0
Ahmedoo542,1.0,12.0,0.0,8.0
Egor_Vladimirovich,4.0,17.0,0.0,11.0
nezaras2000,0.0,5.0,1.0,4.0
abchess1307,,,,
DemonDegroit,3.0,11.0,0.0,10.0
Kjetil_Lie80,1.0,22.0,0.0,7.0
relet,0.0,9.0,1.0,10.0
Jugadordebil,0.0,15.0,3.0,16.0
EljuanGG,1.0,7.0,0.0,6.0
Ahmedebrahim2,0.0,10.0,0.0,15.0
Invitari,0.0,6.0,0.0,9.0
Bardyk01,1.0,21.0,0.0,9.0
royzmanalex,1.0,15.0,0.0,16.0
JayPi4c,3.0,30.0,0.0,12.0
Gibbous64,0.0,13.0,1.0,12.0
larolarolang,1.0,7.0,0.0,13.0
mikhailtal20100,1.0,13.0,0.0,7.0
amigo-sa,0.0,17.0,0.0,11.0
Hpsk,1.0,12.0,0.0,13.0
dactin,0.0,7.0,0.0,7.0
renzonx,0.0,7.0,5.0,12.0
MaloR,1.0,13.0,0.0,8.0
Shahed1448,0.0,14.0,7.0,13.0
hamsini1,1.0,7.0,0.0,6.0
bored_billionaire,1.0,19.0,0.0,15.0
blackwood87,0.0,13.0,1.0,8.0
kwatov,4.0,28.0,0.0,9.0
Sedoi-1963,0.0,15.0,2.0,15.0
nigtking,0.0,10.0,1.0,9.0
Vadim1935,2.0,11.0,0.0,12.0
GeorgeSteiner,0.0,13.0,1.0,13.0
ajcortez,2.0,4.0,0.0,39.0
ASHOKSAWNA,0.0,9.0,1.0,5.0
jacobk17,0.0,13.0,1.0,11.0
swguynos,0.0,1.0,4.0,4.0
Karteus,0.0,14.0,4.0,13.0
Jedoneration,0.0,9.0,1.0,6.0
Blunderboy64,2.0,12.0,0.0,8.0
jatin16yo,0.0,2.0,2.0,5.0
Sarpeed,0.0,11.0,3.0,8.0
pphani,0.0,11.0,2.0,10.0
dryabchuk,0.0,9.0,2.0,8.0
Gargarrag,1.0,12.0,0.0,15.0
Daskevich,0.0,29.0,1.0,8.0
Natsonj,1.0,6.0,0.0,7.0
Arabidopsisthaliana,0.0,11.0,1.0,37.0
beliviski,0.0,14.0,2.0,10.0
Andriy2006,0.0,26.0,1.0,9.0
gefuehlter_FM,5.0,39.0,0.0,17.0
Nemfertritr,0.0,15.0,1.0,14.0
aldjlad,0.0,12.0,1.0,12.0
darlinchess,2.0,12.0,0.0,10.0
Adjustor,0.0,15.0,1.0,16.0
kaminskil,0.0,12.0,3.0,14.0
StephenWilly,0.0,30.0,1.0,11.0
YACKAL,2.0,16.0,0.0,6.0
Kawaski,0.0,4.0,2.0,8.0
juliuszaesi,0.0,15.0,1.0,10.0
ethanrachel,0.0,11.0,7.0,13.0
Coman_Nutu,0.0,11.0,2.0,12.0
mepardoc,0.0,2.0,5.0,9.0
chess_for_real,3.0,15.0,0.0,4.0
matteoferdinando63,1.0,12.0,0.0,11.0
nacho1412,3.0,7.0,0.0,11.0
Koanoz,0.0,10.0,3.0,39.0
StochasticVolatility,0.0,9.0,6.0,13.0
Carlsen13,0.0,8.0,1.0,15.0
Habichuela,0.0,26.0,1.0,7.0
Mustapekka,1.0,12.0,0.0,36.0
RadosCal,1.0,15.0,0.0,10.0
amirhossin1380,0.0,9.0,1.0,16.0
ph74150,3.0,16.0,0.0,14.0
Rommel_Sismo-An_06,1.0,13.0,0.0,16.0
GoblinSS,3.0,11.0,0.0,10.0
Skycrek,4.0,14.0,0.0,16.0
Winquitter,1.0,13.0,0.0,15.0
CalvinKlein,2.0,9.0,0.0,6.0
aaronagp20,0.0,17.0,2.0,18.0
mahmoud_hossam001,0.0,6.0,1.0,7.0
mahyoong,0.0,13.0,1.0,14.0
gomelbel,0.0,9.0,1.0,9.0
Ahmedfathi1958,0.0,14.0,1.0,11.0
awsed9986,0.0,9.0,1.0,9.0
Hyuudoro,0.0,47.0,1.0,6.0
Qbomb5,0.0,9.0,1.0,6.0
quiendice75,1.0,15.0,0.0,12.0
novak9,0.0,11.0,1.0,14.0
adpinto93,0.0,8.0,2.0,9.0
Cat_down,1.0,8.0,0.0,8.0
gatots,0.0,12.0,2.0,10.0
Yuriplay,1.0,9.0,0.0,18.0
CAMOKAT,0.0,10.0,3.0,14.0
PVZ1971,0.0,14.0,1.0,14.0
momot74,1.0,10.0,0.0,9.0
Oleg_Vereshchagin_49,0.0,7.0,1.0,10.0
Raciborz-dzistek,1.0,12.0,0.0,9.0
Rehan-khan5146,0.0,2.0,1.0,1.0
ZeRevenanT,5.0,13.0,0.0,10.0
Iluminaze,0.0,12.0,1.0,9.0
Zmey90,1.0,12.0,0.0,12.0
jv197,0.0,14.0,1.0,7.0
stod,1.0,10.0,0.0,9.0
AHoffman,0.0,14.0,13.0,13.0
guibussadori,1.0,10.0,0.0,20.0
Mubus42,0.0,12.0,1.0,12.0
MistDragon525,0.0,4.0,2.0,6.0
Mohieeeldab3,1.0,9.0,0.0,8.0
catalinmihaila,2.0,13.0,0.0,9.0
maherhshas,0.0,12.0,6.0,11.0
Mordeus,0.0,12.0,4.0,11.0
Maximov33,2.0,10.0,0.0,9.0
bhav05,0.0,12.0,2.0,8.0
Temps799,2.0,6.0,0.0,10.0
Anapher,1.0,11.0,0.0,6.0
jromeroh,0.0,17.0,1.0,12.0
Mashul,1.0,25.0,0.0,9.0
Lamatal,0.0,12.0,1.0,9.0
Kanigia,0.0,11.0,1.0,15.0
SacSacSacSacMate,2.0,13.0,0.0,14.0
drunk_frank,3.0,10.0,0.0,14.0
Almat06,0.0,7.0,3.0,8.0
depaz17,0.0,12.0,2.0,10.0
KyleRobertson,1.0,6.0,0.0,4.0
ed007007,1.0,5.0,0.0,12.0
edward121995,0.0,11.0,1.0,10.0
kaye86,1.0,9.0,0.0,12.0
