user_op,op_win_rate,op_lose_rate,op_draw_rate,op_game_count,op_blitz_rating,op_white_win_rate,op_white_lose_rate,op_white_draw_rate,op_white_game_count,op_black_win_rate,op_black_lose_rate,op_black_draw_rate,op_black_game_count,op_top_eco,op_second_eco,op_top_winrate_eco,op_second_winrate_eco,op_mate_winrate,op_resign_winrate,op_time_winrate,op_mate_lossrate,op_resign_lossrate,op_time_lossrate,op_average_game_len,op_user_rating_deviation,op_blitz_total_games,op_best_win_1,op_best_win_2,op_best_win_3
Cleosanto42,50.0,45.0,5.0,100.0,1240.0,40.323,56.452,3.226,62.0,61.905,31.746,6.349,63.0,B00,C23,C60,C34,0.297,0.375,0.297,0.491,0.491,0.018,350.0,45.15,2676.0,1410.0,1401.0,1394.0
onyong007,45.0,52.0,3.0,100.0,1897.0,53.968,42.857,3.175,63.0,46.774,51.613,1.613,62.0,B30,B32,B40,B02,0.254,0.54,0.19,0.322,0.237,0.441,450.0,45.1,3116.0,2059.0,2052.0,2022.0
mohammad1153,58.0,37.0,4.0,72.0,2121.0,50.82,42.623,6.557,61.0,35.938,59.375,4.688,64.0,B21,C00,B20,D79,0.204,0.5,0.296,0.156,0.391,0.391,386.0,49.58,1643.0,2504.0,2470.0,2450.0
RajAkash,0.0,100.0,0.0,3.0,1030.0,0.0,100.0,0.0,2.0,0.0,100.0,0.0,1.0,B00,C20,B00,C20,0.0,0.0,0.0,0.0,0.333,0.667,277.0,191.78,3.0,0.0,0.0,0.0
anylaury21,37.0,59.0,4.0,100.0,1793.0,40.323,56.452,3.226,62.0,50.794,46.032,3.175,63.0,A00,C00,A01,A04,0.228,0.526,0.211,0.109,0.625,0.266,250.0,45.01,49799.0,2475.0,2471.0,2468.0
Mahmoudkh31,49.0,48.0,3.0,100.0,1356.0,53.226,41.935,4.839,62.0,57.143,42.857,0.0,63.0,B40,B20,D38,A06,0.13,0.667,0.145,0.17,0.623,0.17,480.0,45.08,7014.0,1625.0,1606.0,1601.0
lutsonuba,42.0,50.0,8.0,100.0,1758.0,62.5,29.688,7.812,64.0,34.426,55.738,9.836,61.0,B22,B10,B07,D13,0.148,0.59,0.246,0.094,0.736,0.17,381.0,45.05,6714.0,1976.0,1951.0,1948.0
GentleHunter,41.0,55.0,4.0,100.0,1996.0,56.452,41.935,1.613,62.0,53.968,39.683,6.349,63.0,A40,C58,E10,D37,0.42,0.261,0.304,0.314,0.176,0.51,207.0,45.94,6900.0,2748.0,2613.0,2547.0
perriscal,51.0,43.0,6.0,100.0,1723.0,53.125,40.625,6.25,64.0,37.705,50.82,11.475,61.0,A02,B29,A08,A56,0.298,0.561,0.123,0.088,0.772,0.14,374.0,45.02,13535.0,1950.0,1933.0,1929.0
Ryanoreily1453,48.0,49.0,3.0,100.0,1575.0,50.0,45.312,4.688,64.0,42.623,55.738,1.639,61.0,C23,A40,C67,D06,0.345,0.379,0.276,0.444,0.54,0.016,210.0,45.58,5573.0,1674.0,1664.0,1646.0
kingsg,55.0,42.0,3.0,100.0,1699.0,46.774,51.613,1.613,62.0,52.381,46.032,1.587,63.0,C50,A00,B08,C26,0.242,0.548,0.145,0.213,0.279,0.492,259.0,45.08,32948.0,2113.0,2086.0,1993.0
KeanuReads109,49.0,47.0,4.0,100.0,1283.0,42.188,54.688,3.125,64.0,55.738,42.623,1.639,61.0,B10,B12,B31,C40,0.197,0.541,0.246,0.541,0.197,0.164,344.0,52.41,246.0,1614.0,1481.0,1412.0
dllbnk,56.0,40.0,3.0,100.0,1719.0,56.25,40.625,3.125,64.0,52.459,44.262,3.279,61.0,B50,A40,C49,C50,0.441,0.279,0.235,0.17,0.717,0.094,334.0,48.78,2066.0,2026.0,2011.0,2009.0
mistagarndmasta,46.0,53.0,1.0,100.0,1516.0,47.619,52.381,0.0,63.0,41.935,54.839,3.226,62.0,D02,A40,A43,A01,0.375,0.375,0.232,0.164,0.582,0.254,243.0,46.94,350.0,1708.0,1706.0,1695.0
George120,28.0,60.0,11.0,100.0,1233.0,33.871,59.677,6.452,62.0,33.333,57.143,9.524,63.0,C00,nonStandard,B46,C44,0.238,0.381,0.286,0.466,0.438,0.082,217.0,46.68,245.0,1856.0,1579.0,1567.0
laerr,59.0,38.0,3.0,100.0,1678.0,51.562,46.875,1.562,64.0,52.459,40.984,6.557,61.0,D00,B10,B15,C50,0.092,0.708,0.169,0.309,0.509,0.145,376.0,45.76,2351.0,2045.0,1788.0,1750.0
AdamDennenburg,47.0,42.0,11.0,100.0,1890.0,48.387,37.097,14.516,62.0,49.206,41.27,9.524,63.0,C50,B01,B44,A46,0.246,0.328,0.41,0.837,0.122,0.041,266.0,45.11,4026.0,2167.0,2132.0,2100.0
K_srinivas,48.0,43.0,9.0,100.0,1573.0,36.508,55.556,7.937,63.0,48.387,46.774,4.839,62.0,B30,B20,C23,C40,0.283,0.434,0.264,0.125,0.469,0.375,249.0,45.26,11671.0,1916.0,1875.0,1870.0
bgk7,47.0,47.0,6.0,100.0,1966.0,49.206,47.619,3.175,63.0,51.613,40.323,8.065,62.0,D02,C30,A08,C77,0.111,0.556,0.302,0.109,0.782,0.109,361.0,45.11,2175.0,2155.0,2148.0,2139.0
rhdef,41.0,57.0,1.0,100.0,982.0,55.0,43.333,1.667,60.0,44.615,55.385,0.0,65.0,A06,C50,C44,B30,0.29,0.452,0.21,0.242,0.758,0.0,356.0,45.51,864.0,1158.0,1155.0,1148.0
sod100,47.0,46.0,7.0,100.0,1662.0,46.774,46.774,6.452,62.0,46.032,42.857,11.111,63.0,C00,D02,D26,A30,0.276,0.534,0.19,0.607,0.268,0.125,220.0,45.08,25930.0,1789.0,1777.0,1758.0
agentemy,51.0,45.0,4.0,100.0,1486.0,61.905,34.921,3.175,63.0,50.0,46.774,3.226,62.0,A04,B02,E10,A53,0.286,0.443,0.229,0.627,0.098,0.255,234.0,45.45,582.0,1625.0,1582.0,1581.0
GreatConQueror24,42.0,50.0,7.0,42.0,2013.0,44.262,54.098,1.639,61.0,56.25,40.625,3.125,64.0,C00,B10,E76,A43,0.175,0.587,0.222,0.153,0.458,0.373,291.0,49.43,2015.0,2155.0,2130.0,2129.0
Andrius61,62.0,33.0,5.0,100.0,1424.0,66.667,28.571,4.762,63.0,51.613,43.548,4.839,62.0,C40,A40,B21,C36,0.27,0.527,0.203,0.333,0.467,0.178,552.0,67.24,3452.0,1581.0,1557.0,1540.0
StelvioBartolomeu,48.0,47.0,5.0,100.0,2243.0,50.0,45.161,4.839,62.0,42.857,53.968,3.175,63.0,C42,C25,C31,D50,0.224,0.483,0.293,0.145,0.613,0.226,273.0,48.23,25183.0,2505.0,2505.0,2502.0
ternix,50.0,44.0,6.0,100.0,1255.0,55.556,42.857,1.587,63.0,40.323,56.452,3.226,62.0,B01,C22,D21,D02,0.15,0.45,0.383,0.177,0.468,0.355,255.0,45.0,5799.0,1788.0,1735.0,1624.0
Antoine1975,44.0,52.0,4.0,100.0,1119.0,61.017,35.593,3.39,59.0,30.303,66.667,3.03,66.0,C23,C40,D01,C55,0.357,0.268,0.357,0.415,0.477,0.062,366.0,46.06,2796.0,1686.0,1664.0,1624.0
Pro555_P_51-9,43.0,50.0,7.0,100.0,1538.0,43.077,49.231,7.692,65.0,50.0,46.667,3.333,60.0,A40,D00,C58,B15,0.31,0.448,0.241,0.167,0.533,0.3,375.0,45.18,2088.0,1841.0,1800.0,1675.0
jokros,49.0,43.0,8.0,100.0,2086.0,42.857,50.794,6.349,63.0,38.71,53.226,8.065,62.0,B21,C25,B48,C03,0.275,0.51,0.196,0.415,0.138,0.446,284.0,45.03,35858.0,2285.0,2273.0,2272.0
Zanma,43.0,51.0,6.0,100.0,1531.0,46.875,48.438,4.688,64.0,34.426,62.295,3.279,61.0,A10,A40,B77,A61,0.059,0.765,0.157,0.362,0.391,0.246,551.0,45.05,6615.0,1755.0,1730.0,1719.0
juanito1313,42.0,53.0,5.0,100.0,1623.0,38.71,56.452,4.839,62.0,46.032,49.206,4.762,63.0,D20,A00,B27,A05,0.302,0.509,0.17,0.273,0.515,0.167,400.0,45.7,1761.0,2118.0,2072.0,2030.0
toluco_izt,49.0,47.0,4.0,100.0,1746.0,51.562,43.75,4.688,64.0,47.541,50.82,1.639,61.0,D31,D20,D03,E51,0.161,0.5,0.306,0.034,0.814,0.136,376.0,46.76,265.0,1885.0,1877.0,1875.0
akif13,50.0,46.0,4.0,100.0,1831.0,50.794,42.857,6.349,63.0,45.161,53.226,1.613,62.0,A20,A10,A42,A11,0.233,0.417,0.317,0.35,0.517,0.117,228.0,45.04,6721.0,2338.0,2232.0,2226.0
kestutism,50.0,44.0,6.0,100.0,2212.0,47.541,44.262,8.197,61.0,53.125,39.062,7.812,64.0,A04,A05,E61,E97,0.175,0.587,0.206,0.115,0.519,0.365,256.0,45.03,8886.0,2471.0,2440.0,2401.0
arnelaerdal,49.0,45.0,6.0,100.0,1322.0,44.615,50.769,4.615,65.0,55.0,36.667,8.333,60.0,C50,C41,D02,B02,0.194,0.613,0.145,0.291,0.636,0.073,333.0,45.13,744.0,1438.0,1423.0,1415.0
vou_te_ganhei,48.0,47.0,5.0,100.0,1171.0,48.438,45.312,6.25,64.0,50.82,44.262,4.918,61.0,C00,C34,B02,B40,0.452,0.371,0.161,0.036,0.696,0.089,301.0,84.3,1011.0,1330.0,1303.0,1282.0
SCassidy752,50.0,41.0,9.0,100.0,1371.0,55.556,38.095,6.349,63.0,43.548,50.0,6.452,62.0,C50,B20,A03,B40,0.226,0.613,0.129,0.636,0.364,0.0,554.0,73.72,2533.0,1581.0,1565.0,1562.0
pswfuture,45.0,53.0,2.0,100.0,1661.0,49.206,47.619,3.175,63.0,45.161,53.226,1.613,62.0,A40,D30,C22,A50,0.102,0.763,0.119,0.143,0.762,0.079,275.0,45.92,273.0,1828.0,1819.0,1817.0
fambletime,41.0,56.0,3.0,100.0,2004.0,42.188,51.562,6.25,64.0,49.18,44.262,6.557,61.0,D30,B90,B22,E92,0.053,0.684,0.211,0.1,0.7,0.2,390.0,45.0,10814.0,2297.0,2274.0,2261.0
ShahShehTore,52.0,41.0,7.0,100.0,1844.0,48.333,45.0,6.667,60.0,41.538,52.308,6.154,65.0,B00,C44,C01,C60,0.214,0.589,0.179,0.213,0.525,0.213,337.0,45.07,2484.0,1981.0,1978.0,1972.0
Nuno_campos00,100.0,0.0,0.0,3.0,1393.0,39.344,57.377,3.279,61.0,43.75,50.0,6.25,64.0,C42,A43,C26,C22,0.192,0.558,0.212,0.343,0.522,0.104,350.0,45.15,307.0,1523.0,1511.0,1508.0
sebalejo,44.0,51.0,5.0,100.0,1934.0,47.619,47.619,4.762,63.0,46.774,43.548,9.677,62.0,B10,A40,A02,A85,0.169,0.508,0.288,0.158,0.596,0.246,431.0,45.15,27712.0,2228.0,2185.0,2174.0
Fora-Bozonaro,43.0,49.0,8.0,100.0,1395.0,47.619,47.619,4.762,63.0,38.71,48.387,12.903,62.0,B40,C44,B08,A06,0.278,0.5,0.204,0.117,0.75,0.133,376.0,45.18,2098.0,1538.0,1535.0,1517.0
Thayall_R_P,40.0,53.0,6.0,90.0,872.0,43.077,53.846,3.077,65.0,46.667,51.667,1.667,60.0,C50,B01,D04,C41,0.375,0.393,0.143,0.197,0.697,0.091,234.0,94.74,338.0,1404.0,1379.0,1306.0
AnaZozo,48.0,47.0,5.0,100.0,1292.0,46.032,47.619,6.349,63.0,45.161,53.226,1.613,62.0,C50,B00,B40,C57,0.228,0.351,0.386,0.81,0.048,0.143,273.0,45.11,14536.0,1521.0,1516.0,1515.0
satocan,47.0,51.0,2.0,100.0,1177.0,50.0,48.438,1.562,64.0,44.262,52.459,3.279,61.0,C50,C44,C68,B13,0.322,0.356,0.22,0.476,0.429,0.095,228.0,45.16,685.0,1357.0,1349.0,1334.0
JeetAgrawalaa,33.0,33.0,33.0,9.0,1248.0,32.787,59.016,8.197,61.0,23.438,67.188,9.375,64.0,B00,C44,nonStandard,C45,0.4,0.229,0.229,0.633,0.241,0.101,285.0,100.07,191.0,1896.0,1820.0,1728.0
Handascot,48.0,48.0,4.0,100.0,1533.0,48.387,45.161,6.452,62.0,47.619,49.206,3.175,63.0,A43,A40,D07,E18,0.25,0.6,0.15,0.085,0.831,0.085,322.0,47.24,703.0,1752.0,1722.0,1707.0
aldontam,55.0,43.0,2.0,100.0,1735.0,54.839,43.548,1.613,62.0,53.968,42.857,3.175,63.0,B50,B90,A38,B00,0.235,0.529,0.191,0.111,0.593,0.296,347.0,45.53,3103.0,1947.0,1922.0,1921.0
parkaos36,0.0,100.0,0.0,3.0,861.0,41.27,53.968,4.762,63.0,51.613,45.161,3.226,62.0,A00,B00,D20,B12,0.31,0.431,0.172,0.403,0.032,0.532,374.0,154.28,184.0,1097.0,1093.0,1089.0
Casitamayor51,46.0,47.0,7.0,100.0,1557.0,46.154,47.692,6.154,65.0,51.667,43.333,5.0,60.0,D02,A40,B14,C02,0.131,0.689,0.148,0.228,0.649,0.105,547.0,45.01,2589.0,2064.0,1771.0,1751.0
Sid_Mak,49.0,45.0,6.0,100.0,909.0,34.483,62.069,3.448,58.0,40.299,56.716,2.985,67.0,D02,A40,B12,C25,0.255,0.511,0.191,0.203,0.662,0.095,272.0,45.22,453.0,1044.0,1041.0,1039.0
Somjaleed,45.0,50.0,5.0,100.0,1909.0,48.387,46.774,4.839,62.0,49.206,44.444,6.349,63.0,B13,B12,C41,A11,0.197,0.59,0.18,0.14,0.702,0.158,368.0,45.85,8414.0,2454.0,2315.0,2228.0
Zerael,50.0,47.0,3.0,100.0,1923.0,40.625,56.25,3.125,64.0,52.459,44.262,3.279,61.0,B27,B34,B19,D37,0.155,0.707,0.138,0.286,0.619,0.095,366.0,45.02,5144.0,2263.0,2238.0,2233.0
Cincinnatus10,49.0,43.0,8.0,100.0,1760.0,45.0,55.0,0.0,60.0,49.231,43.077,7.692,65.0,B01,D00,C54,B07,0.373,0.288,0.339,0.459,0.492,0.049,228.0,45.76,4616.0,2025.0,1876.0,1863.0
Achwatt,46.0,48.0,6.0,100.0,1273.0,52.381,42.857,4.762,63.0,40.323,54.839,4.839,62.0,B00,B06,C20,C02,0.259,0.431,0.293,0.393,0.213,0.393,250.0,45.11,17138.0,1503.0,1498.0,1479.0
TJ2400,49.0,50.0,1.0,100.0,1530.0,58.065,40.323,1.613,62.0,46.032,53.968,0.0,63.0,B00,A00,C50,B20,0.323,0.554,0.108,0.271,0.254,0.271,356.0,45.89,244.0,1670.0,1643.0,1636.0
AleYiyiTY,41.0,52.0,7.0,100.0,2076.0,41.935,48.387,9.677,62.0,52.381,39.683,7.937,63.0,B23,B40,C42,A46,0.186,0.644,0.169,0.364,0.491,0.127,517.0,55.33,138.0,2263.0,2241.0,2240.0
vasiliy1974,42.0,55.0,3.0,100.0,1517.0,39.683,57.143,3.175,63.0,48.387,46.774,4.839,62.0,A40,D06,D92,D00,0.2,0.527,0.273,0.031,0.738,0.231,342.0,45.41,9560.0,1837.0,1830.0,1809.0
RADHAKRISHNA1234t,22.0,78.0,0.0,100.0,649.0,11.864,86.441,1.695,59.0,22.727,77.273,0.0,66.0,nonStandard,B01,C64,A30,0.409,0.273,0.136,0.294,0.265,0.225,221.0,50.28,517.0,1606.0,1442.0,1173.0
YunusGafarov,47.0,51.0,2.0,100.0,1627.0,42.857,52.381,4.762,63.0,46.774,51.613,1.613,62.0,C50,C41,B27,B13,0.304,0.589,0.107,0.185,0.369,0.4,377.0,46.34,8145.0,2414.0,2267.0,2231.0
nanoChesser,40.0,56.0,4.0,100.0,1701.0,47.692,50.769,1.538,65.0,18.333,75.0,6.667,60.0,A00,B01,D00,A22,0.19,0.381,0.405,0.513,0.321,0.167,285.0,52.28,3841.0,2384.0,2307.0,2269.0
Bachiko_Barbatos11,52.0,35.0,13.0,100.0,2427.0,52.459,39.344,8.197,61.0,43.75,43.75,12.5,64.0,B40,B01,A45,C47,0.167,0.517,0.283,0.5,0.481,0.019,280.0,51.52,1975.0,2663.0,2660.0,2655.0
brahima,0.0,100.0,0.0,1.0,1205.0,0.0,100.0,0.0,2.0,33.333,66.667,0.0,3.0,D02,B02,A04,D02,0.0,0.0,1.0,0.75,0.0,0.25,578.0,169.18,5.0,0.0,0.0,0.0
Gmbinuk,66.0,33.0,0.0,36.0,1985.0,63.793,34.483,1.724,58.0,62.687,35.821,1.493,67.0,C40,A40,C00,A13,0.241,0.43,0.329,0.182,0.295,0.455,266.0,46.49,4907.0,2418.0,2403.0,2335.0
ahmetbasv,48.0,39.0,13.0,100.0,1641.0,45.312,46.875,7.812,64.0,47.541,39.344,13.115,61.0,A00,C50,B32,C68,0.224,0.552,0.224,0.389,0.519,0.093,263.0,46.39,2800.0,1768.0,1762.0,1749.0
mukundanchess,45.0,49.0,6.0,100.0,1430.0,58.065,37.097,4.839,62.0,36.508,58.73,4.762,63.0,C41,A40,D01,E61,0.288,0.508,0.136,0.067,0.167,0.75,418.0,45.0,20576.0,1859.0,1683.0,1677.0
tin81,39.0,48.0,13.0,100.0,1933.0,48.438,45.312,6.25,64.0,27.869,59.016,13.115,61.0,C42,C54,D15,B08,0.354,0.333,0.292,0.462,0.462,0.077,245.0,46.29,982.0,2296.0,2252.0,2246.0
Kassenbon23,54.0,39.0,7.0,100.0,1266.0,49.18,42.623,8.197,61.0,42.188,48.438,9.375,64.0,D00,D02,A01,A46,0.421,0.333,0.211,0.649,0.193,0.158,236.0,98.34,406.0,1737.0,1310.0,1310.0
mahedi_hasan,50.0,50.0,0.0,24.0,1514.0,43.333,51.667,5.0,60.0,50.769,40.0,9.231,65.0,C42,B01,C20,B07,0.288,0.559,0.119,0.158,0.509,0.246,366.0,58.89,3804.0,2103.0,2000.0,1996.0
Artt_Siimonyan,34.0,62.0,3.0,96.0,1889.0,53.846,38.462,7.692,13.0,45.455,45.455,9.091,11.0,D00,A40,A04,E90,0.583,0.25,0.167,0.2,0.8,0.0,282.0,90.01,24.0,1962.0,1915.0,1909.0
jocen23,46.0,49.0,5.0,100.0,1691.0,36.066,57.377,6.557,61.0,46.875,46.875,6.25,64.0,C41,C30,D30,C21,0.231,0.462,0.288,0.477,0.523,0.0,217.0,45.07,19368.0,1961.0,1941.0,1919.0
luciusblak,42.0,57.0,0.0,42.0,1960.0,53.846,43.077,3.077,65.0,46.667,50.0,3.333,60.0,C44,C54,B12,A46,0.286,0.508,0.19,0.241,0.621,0.103,308.0,58.3,2603.0,2606.0,2364.0,2322.0
MTarek97,51.0,44.0,5.0,100.0,1749.0,52.381,41.27,6.349,63.0,43.548,50.0,6.452,62.0,C00,A21,D40,A50,0.167,0.55,0.217,0.14,0.737,0.123,352.0,46.17,9700.0,2390.0,2287.0,2137.0
sa786934,42.0,54.0,4.0,100.0,2001.0,51.562,43.75,4.688,64.0,40.984,55.738,3.279,61.0,B01,D06,B46,A07,0.155,0.483,0.362,0.258,0.661,0.048,225.0,46.52,288.0,2159.0,2107.0,2105.0
Smile_maker,33.0,66.0,0.0,9.0,2038.0,38.983,55.932,5.085,59.0,39.394,60.606,0.0,66.0,A40,A45,B13,A32,0.347,0.429,0.224,0.233,0.616,0.096,334.0,48.07,4477.0,2606.0,2575.0,2488.0
PeterWardenpear,54.0,41.0,5.0,100.0,1573.0,53.968,42.857,3.175,63.0,38.71,58.065,3.226,62.0,A40,D00,E21,E40,0.19,0.517,0.293,0.063,0.81,0.127,225.0,45.12,24305.0,2018.0,1980.0,1941.0
BurkleBuzzbee,23.0,76.0,0.0,51.0,1321.0,43.103,55.172,1.724,58.0,38.806,58.209,2.985,67.0,A04,B00,A02,nonStandard,0.333,0.314,0.294,0.169,0.366,0.451,399.0,50.37,176.0,1761.0,1748.0,1718.0
mynameaborat,61.0,28.0,11.0,100.0,2429.0,64.062,29.688,6.25,64.0,52.459,34.426,13.115,61.0,A05,B40,A15,A14,0.11,0.603,0.274,0.25,0.675,0.075,267.0,81.66,1011.0,2611.0,2584.0,2571.0
Larin-Alexandr,56.0,38.0,5.0,100.0,1924.0,55.556,39.683,4.762,63.0,53.226,41.935,4.839,62.0,D00,A45,B50,E73,0.279,0.485,0.191,0.255,0.647,0.098,345.0,45.15,1303.0,2202.0,2113.0,2103.0
lechiy984,43.0,56.0,1.0,100.0,1411.0,58.73,39.683,1.587,63.0,46.774,53.226,0.0,62.0,C42,C50,A06,C29,0.318,0.515,0.167,0.121,0.862,0.0,435.0,45.1,510.0,1758.0,1747.0,1704.0
Ashats,47.0,51.0,2.0,100.0,1325.0,33.846,63.077,3.077,65.0,55.0,40.0,5.0,60.0,B01,C00,A01,C23,0.218,0.545,0.236,0.123,0.862,0.0,170.0,45.12,4559.0,1509.0,1500.0,1495.0
Oscarediaz77,47.0,49.0,4.0,100.0,997.0,51.667,41.667,6.667,60.0,46.154,47.692,6.154,65.0,B01,C20,B21,D06,0.393,0.344,0.18,0.607,0.036,0.304,562.0,85.42,135.0,1193.0,1182.0,1146.0
kamalakarpv,25.0,59.0,15.0,96.0,1057.0,15.789,42.105,42.105,19.0,17.391,65.217,17.391,23.0,nonStandard,C23,A48,A00,0.143,0.0,0.429,0.348,0.217,0.435,287.0,143.6,41.0,0.0,0.0,0.0
LordJenkins,54.0,44.0,2.0,100.0,1377.0,53.125,45.312,1.562,64.0,50.82,45.902,3.279,61.0,B01,C50,C40,D30,0.431,0.4,0.154,0.246,0.754,0.0,260.0,45.07,22793.0,1698.0,1619.0,1592.0
Sakura2022,51.0,43.0,6.0,100.0,1410.0,49.206,47.619,3.175,63.0,33.871,58.065,8.065,62.0,B10,D20,D32,A11,0.231,0.558,0.154,0.333,0.394,0.273,606.0,45.35,2737.0,1572.0,1562.0,1550.0
Bolikov_Aleksandr,50.0,50.0,0.0,6.0,1742.0,0.0,100.0,0.0,1.0,100.0,0.0,0.0,1.0,C40,D02,D02,C40,0.0,0.0,1.0,1.0,0.0,0.0,237.0,242.52,2.0,0.0,0.0,0.0
ElizerH,53.0,38.0,7.0,39.0,1204.0,25.0,68.75,6.25,16.0,36.364,63.636,0.0,11.0,B40,A40,B40,B01,0.75,0.25,0.0,0.167,0.611,0.222,214.0,100.99,27.0,1248.0,1220.0,1090.0
arsalan475,49.0,48.0,3.0,100.0,1595.0,45.902,50.82,3.279,61.0,56.25,42.188,1.562,64.0,C20,C41,C34,B06,0.234,0.375,0.391,0.241,0.552,0.19,246.0,45.1,20462.0,2071.0,2044.0,1960.0
Nad_arthur,60.0,37.0,3.0,100.0,1654.0,46.774,48.387,4.839,62.0,49.206,46.032,4.762,63.0,A43,C44,C50,C62,0.25,0.417,0.3,0.254,0.61,0.136,248.0,45.18,1025.0,1808.0,1791.0,1783.0
A_H_Kashefi,54.0,38.0,6.0,93.0,2477.0,62.121,27.273,10.606,66.0,57.627,33.898,8.475,59.0,D02,B17,D35,A43,0.36,0.547,0.093,0.289,0.316,0.395,243.0,45.71,11116.0,2890.0,2847.0,2846.0
rashidrk,30.0,62.0,8.0,100.0,1378.0,32.203,62.712,5.085,59.0,36.364,56.061,7.576,66.0,B06,C20,C40,D07,0.279,0.302,0.372,0.27,0.446,0.27,372.0,45.37,2524.0,1715.0,1714.0,1711.0
Dreadlol,49.0,48.0,3.0,100.0,1417.0,55.556,41.27,3.175,63.0,45.161,53.226,1.613,62.0,B10,A40,B18,E20,0.238,0.556,0.127,0.458,0.186,0.339,388.0,51.75,1229.0,1549.0,1548.0,1544.0
Abeke01,47.0,50.0,3.0,100.0,2047.0,53.846,44.615,1.538,65.0,43.333,53.333,3.333,60.0,B01,B22,B13,D02,0.197,0.41,0.361,0.148,0.639,0.213,297.0,45.17,18148.0,2476.0,2456.0,2426.0
melenas,53.0,44.0,3.0,100.0,1482.0,51.562,46.875,1.562,64.0,54.098,42.623,3.279,61.0,C44,B00,C23,D06,0.333,0.258,0.379,0.232,0.464,0.304,266.0,45.3,8977.0,2050.0,1994.0,1953.0
AugustoSesc,49.0,47.0,4.0,100.0,1552.0,45.161,51.613,3.226,62.0,52.381,42.857,4.762,63.0,C00,C20,B01,A40,0.295,0.525,0.148,0.186,0.322,0.475,392.0,45.01,9926.0,1877.0,1874.0,1860.0
Migotek81,51.0,40.0,9.0,100.0,1408.0,60.0,28.333,11.667,60.0,46.154,50.769,3.077,65.0,A00,A40,A01,B04,0.212,0.5,0.258,0.24,0.62,0.12,557.0,45.19,390.0,1530.0,1502.0,1477.0
yarda123,45.0,48.0,7.0,100.0,1114.0,41.27,57.143,1.587,63.0,45.161,45.161,9.677,62.0,B10,B12,B06,C45,0.278,0.519,0.111,0.312,0.5,0.188,340.0,45.78,392.0,1300.0,1273.0,1270.0
Rdgb03,49.0,41.0,10.0,100.0,1838.0,51.613,41.935,6.452,62.0,49.206,42.857,7.937,63.0,C41,D00,A06,B20,0.19,0.635,0.159,0.245,0.698,0.057,222.0,45.0,11972.0,2130.0,2042.0,2011.0
Szachmag11,0.0,33.0,66.0,9.0,1917.0,53.968,38.095,7.937,63.0,35.484,56.452,8.065,62.0,B10,B13,nonStandard,D10,0.214,0.518,0.25,0.102,0.797,0.102,209.0,61.01,2167.0,2566.0,2506.0,2394.0
poumski,51.0,44.0,5.0,100.0,2132.0,44.262,49.18,6.557,61.0,54.688,43.75,1.562,64.0,A40,C00,E92,C01,0.065,0.581,0.355,0.086,0.621,0.293,266.0,45.11,48093.0,2454.0,2452.0,2451.0
karpyxa,48.0,51.0,1.0,100.0,1213.0,50.794,47.619,1.587,63.0,41.935,56.452,1.613,62.0,C00,C44,B40,D30,0.241,0.431,0.31,0.154,0.538,0.308,227.0,45.21,3550.0,1863.0,1728.0,1659.0
Zezika,52.0,43.0,5.0,100.0,933.0,55.0,41.667,3.333,60.0,46.154,47.692,6.154,65.0,C20,C50,C47,D03,0.46,0.444,0.063,0.357,0.589,0.036,307.0,45.78,147.0,1096.0,1090.0,1066.0
phatphat,39.0,60.0,1.0,100.0,1135.0,40.678,57.627,1.695,59.0,33.333,66.667,0.0,66.0,C00,B00,C71,B40,0.283,0.478,0.174,0.154,0.603,0.141,451.0,46.82,1170.0,1524.0,1522.0,1513.0
shaun_banks,47.0,47.0,6.0,100.0,1167.0,50.82,40.984,8.197,61.0,43.75,51.562,4.688,64.0,B01,D00,C21,C00,0.186,0.627,0.153,0.431,0.448,0.069,313.0,45.02,4500.0,1318.0,1302.0,1296.0
Maximarik,53.0,45.0,2.0,100.0,1658.0,47.541,50.82,1.639,61.0,48.438,50.0,1.562,64.0,B01,A40,E61,C15,0.217,0.583,0.167,0.063,0.73,0.206,525.0,45.83,2877.0,1924.0,1882.0,1860.0
gothic3,52.0,36.0,12.0,100.0,2116.0,54.098,34.426,11.475,61.0,54.688,39.062,6.25,64.0,nonStandard,C50,B52,D05,0.176,0.588,0.221,0.13,0.696,0.174,409.0,48.24,4578.0,2430.0,2411.0,2401.0
shaxmatist_ua,33.0,66.0,0.0,9.0,1491.0,50.0,30.0,20.0,10.0,28.571,71.429,0.0,7.0,C47,B01,B06,A25,0.571,0.286,0.143,0.625,0.125,0.25,581.0,183.93,17.0,1512.0,1512.0,1341.0
greywolf911,40.0,53.0,7.0,100.0,1627.0,50.0,40.323,9.677,62.0,39.683,53.968,6.349,63.0,D02,A40,A48,D06,0.304,0.429,0.232,0.102,0.831,0.051,215.0,45.13,5686.0,1893.0,1866.0,1858.0
Taba101,48.0,49.0,3.0,100.0,1096.0,44.068,50.847,5.085,59.0,45.455,53.03,1.515,66.0,C50,A40,A46,A01,0.339,0.357,0.214,0.185,0.4,0.385,368.0,48.13,2685.0,1377.0,1332.0,1332.0
XemnasRyuga,43.0,53.0,4.0,100.0,1789.0,46.667,50.0,3.333,60.0,44.615,47.692,7.692,65.0,A40,B01,D20,A25,0.193,0.526,0.263,0.361,0.541,0.098,243.0,45.01,2734.0,2048.0,2024.0,2012.0
